"OrganismRowID","OrganismCode","Native","Resident","Active","CommonName","Phylum","Class","Order","Family","Genus","Species","Comments","TL_to_StdLen_Coefficient"
"{90FE9FAD-E1FB-11D2-9F94-006008038FD8}","BLB",0,0,1,"Black Bullhead","Chordata","Osteichthyes","Siluriformes","Ictaluridae","Ameiurus","melas",,0.86
"{13157E74-8C9C-11D3-AFE6-00C04FF7F6A0}","BLCF",0,0,0,"Blue Catfish","Chordata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus","furcatus",,
"{90FE9FC7-E1FB-11D2-9F94-006008038FD8}","BLP",0,1,1,"Bigscale Logperch","Chordata","Osteichthyes","Perciformes","Percidae","Percina","macrolepida",,
"{6204CA7F-80D1-11D3-AFD7-00C04FF7F6A0}","BRA",1,1,0,"Bat Ray","Chordata","Elasmobranchiomorphi","Rajiformes","Mobulidae","Myliobatis","californica",,
"{6204CA7A-80D1-11D3-AFD7-00C04FF7F6A0}","BRSH",1,0,0,"Brown Smoothhound","Chordata","Elasmobranchiomorphi","Lamniformes","Carcharhinidae","Mustelus","henlei",,
"{6204CA63-80D1-11D3-AFD7-00C04FF7F6A0}","BRT",0,0,0,"Brown Trout","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Salmo","trutta",,
"{6204CA80-80D1-11D3-AFD7-00C04FF7F6A0}","BSK",1,0,0,"Big Skate","Chordata","Elasmobranchiomorphi","Rajiformes","Rajidae","Raja","binoculata",,
"{6204CA83-80D1-11D3-AFD7-00C04FF7F6A0}","BSL",1,0,0,"Butter Sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Isopsetta","NA",,
"{6204CA62-80D1-11D3-AFD7-00C04FF7F6A0}","BSP",1,0,0,"Barred Surfperch","Chordata","Osteichthyes","Perciformes","Embiotocidae","Amphistichus","argenteus",,
"{6204CA81-80D1-11D3-AFD7-00C04FF7F6A0}","BTRF",1,0,0,"Pacific Butterfish","Chordata","Osteichthyes","Perciformes","Stromateidae","Peprilus","simillimus",,
"{90FE9FAF-E1FB-11D2-9F94-006008038FD8}","BYP",1,1,1,"Bay Pipefish","Chordata","Osteichthyes","Gasterosteiformes","Syngnathidae","Syngnathus","leptorhynchus",,
"{B7E3B710-A9A7-445E-8D6F-4CC245A96C5E}","CARIDEA",0,0,1,"Caridean shrimp","Arthropoda","Crustacea","Decapoda","many","many","many","Includes CRAN, EXO, PAL, and MISSGRASS; for diets",0.00
"{90FE9FB4-E1FB-11D2-9F94-006008038FD8}","CCF",0,0,1,"Channel Catfish","Chordata","Osteichthyes","Siluriformes","Ictaluridae","Ictalurus","punctatus",,0.73
"{6204CA71-80D1-11D3-AFD7-00C04FF7F6A0}","CENTRARCH",0,0,1,"Sunfish Unknown","Chordata","Osteichthyes","Perciformes","Centrarchidae","NA","NA",,
"{6204CA9A-80D1-11D3-AFD7-00C04FF7F6A0}","CFU",0,0,1,"Catfish Unknown","Chordata","Osteichthyes","Siluriformes","Ictaluridae","NA","NA",,
"{90FE9FB5-E1FB-11D2-9F94-006008038FD8}","CGB",0,0,0,"Chameleon Goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Tridentiger","trigonocephalus",,
"{6204CA51-80D1-11D3-AFD7-00C04FF7F6A0}","CHA",1,0,1,"California Halibut","Chordata","Osteichthyes","Pleuronectiformes","Bothidae","Paralichthys","californicus",,
"{6204CA99-80D1-11D3-AFD7-00C04FF7F6A0}","CLUPEIDAE",0,0,1,"Herring Unknown","Chordata","Osteichthyes","Clupeiformes","Clupeidae","NA","NA",,
"{13157E73-8C9C-11D3-AFE6-00C04FF7F6A0}","COHO",1,1,0,"Coho Salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus","kisutch",,
"{5D248262-E082-421A-B7FB-9805EC3DD03B}","COLEOPT",1,1,1,"beetles","Arthropoda","Insecta","Coleoptera","many","many","many",,0.00
"{F0776B50-A3CC-4178-8D2A-4D39EDC19279}","CORBICULA",0,1,1,"Asian Clam","Mollusca","Bivalvia","Myoidae","NA","Corbicula","fluminea",,
"{6204CA58-80D1-11D3-AFD7-00C04FF7F6A0}","CORBULA",0,0,1,"Overbite clam","Mollusca","Bivalvia","Myodia","Sphaeriidae","Corbula","amurenis",,
"{3DFC260C-7FB7-4000-97A1-D246EBCFEFCB}","COROPHIIDA",1,1,1,"Corophiid amphipods","Arthropoda","Malacostraca","Amphipoda","Corophiidae","many","many","numbers of individuals; for diets",0.00
"{6204CA60-80D1-11D3-AFD7-00C04FF7F6A0}","COTTIDAE",0,0,0,"Sculpin Unknown","Chordata","Osteichthyes","Scorpaeniformes","Cottidae","NA","NA",,
"{90FE9FB2-E1FB-11D2-9F94-006008038FD8}","CP",0,1,1,"Common Carp","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Cyprinus","carpio",,0.81
"{6204CA52-80D1-11D3-AFD7-00C04FF7F6A0}","CRANGON",1,1,1,"California Bay Shrimp","Arthropoda","Crustacea","Decapoda","Crangonidae","Crangon","franciscorum",,
"{90FE9FB3-E1FB-11D2-9F94-006008038FD8}","CRCH",1,0,1,"California Roach","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Hesperoleucus","symmetricus",,
"{90FE9FB6-E1FB-11D2-9F94-006008038FD8}","CS",1,1,1,"Chinook Salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha",,0.87
"{6204CA97-80D1-11D3-AFD7-00C04FF7F6A0}","CSGB",1,0,0,"Cheekspot Goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Ilypnus","gilberti",,
"{6204CA79-80D1-11D3-AFD7-00C04FF7F6A0}","CSP",1,0,0,"Calico Surfperch","Chordata","Osteichthyes","Percifomes","Embiotocidae","Amphistichus","koelzi",,
"{6204CA5A-80D1-11D3-AFD7-00C04FF7F6A0}","DAB",1,0,1,"Speckled Sanddab","Chordata","Osteichthyes","Pleuronectiformes","Bothidae","Citharichthys","stigmaeus",,
"{D53C7F98-CE4A-4039-9760-1E02F527E49C}","DAPHNIA",1,1,1,"Daphnia","Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia","magna","Number of individuals; for diets",0.00
"{90FE9FB7-E1FB-11D2-9F94-006008038FD8}","DMT",1,0,0,"Diamond Turbot","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Hypsopsetta","guttulata",,
"{90FE9FB8-E1FB-11D2-9F94-006008038FD8}","DS",1,1,1,"Delta Smelt","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Hypomesus","transpacificus",,
"{6204CA7E-80D1-11D3-AFD7-00C04FF7F6A0}","DSP",1,0,0,"Dwarf Surfperch","Chordata","Osteichthyes","Perciformes","Embiotocidae","Micrometrus","minimus",,
"{6204CAA8-80D1-11D3-AFD7-00C04FF7F6A0}","ERIOCHR",0,1,0,"Chinese Mitten Crab","Arthropoda","Crustacea","Decapoda","Grapsidae","Eriocheir","sinensis",,
"{90FE9FB9-E1FB-11D2-9F94-006008038FD8}","ESL",1,0,0,"English Sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Pleuronectes","vetulus",,
"{EAB50DCC-62C7-46D4-9875-410FF45887E6}","EXOPAL",0,1,1,"Exopalaemon","Arthropoda","Crustacea","Euphasiacea","NA","Exopalaemon","modestus",,
"{90FE9FBA-E1FB-11D2-9F94-006008038FD8}","FHM",0,0,1,"Fathead Minnow","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Pimephales","promelas",,
"{527C6F04-936D-4EE9-BDDE-46B89468305B}","FISHUNK",0,0,1,"Unknown fish","Chordata","Osteichthyes","many","many","many","many",,0.00
"{ED34C10E-D8DF-4307-8D60-1ED289AB4D1D}","GAMMARIDA",0,1,1,"Gammarid amphipods","Arthropoda","Malacostraca","Amphipoda","many","many","many","number of individuals; for diet data",0.00
"{6204CA64-80D1-11D3-AFD7-00C04FF7F6A0}","GBU",0,0,1,"Goby Unknown","Chordata","Osteichthyes","Perciformes","Gobiidae","NA","NA",,
"{90FE9FBC-E1FB-11D2-9F94-006008038FD8}","GF",0,1,1,"Goldfish","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Carassius","auratus",,
"{6204CA8A-80D1-11D3-AFD7-00C04FF7F6A0}","GRSH",1,0,0,"Grey Smoothhound","Chordata","Elasmobranchiomorphi","Lamniformes","Carcharhinidae","Mustelus","californica",,
"{90FE9FBF-E1FB-11D2-9F94-006008038FD8}","GS",1,0,1,"Green Sturgeon","Chordata","Osteichthyes","Acipenseriformes","Acipenseridae","Acipenser","medirostris",,
"{90FE9FBD-E1FB-11D2-9F94-006008038FD8}","GSF",0,0,1,"Green Sunfish","Chordata","Osteichthyes","Perciformes","Centrarchidae","Lepomis","cyanellus",,
"{90FE9FBE-E1FB-11D2-9F94-006008038FD8}","GSH",0,0,1,"Golden Shiner","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Notemigonus","crysoleucas",,
"{77AF571D-81B4-4F8C-A71F-FA4D862CC702}","HARISSMC",1,1,1,"Hariss Mud Crab","Arthropoda","Crustacea","Decapoda","NA","Rithroponopeus","NA",,
"{90FE9FC0-E1FB-11D2-9F94-006008038FD8}","HCH",1,1,1,"Hitch","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Lavinia","exilicauda",,
"{90FE9FC1-E1FB-11D2-9F94-006008038FD8}","HDHD",1,1,0,"Hardhead","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Mylopharodon","conocephalus",,
"{AD06098F-7EF2-4BF1-B6E0-7FD6A4ECBA21}","HEELSPLITT",0,0,1,"Heel Splitter","Mollusca","Bivalvia","Myoidae","NA","NA","NA",,
"{589B809A-A52D-4F2F-9DAB-65EA907CB968}","ISOPODA",1,1,1,"Idoteids + sphaeromatids","Arthropoda","Malacostraca","Isopoda","two","many","many","numbers of individuals; for diets",0.00
"{90FE9FCA-E1FB-11D2-9F94-006008038FD8}","ISS",0,1,1,"Inland Silverside","Chordata","Osteichthyes","Atheriniformes","Atherinidae","Menidia","beryllina",,
"{90FE9FC2-E1FB-11D2-9F94-006008038FD8}","JSM",1,0,0,"Jacksmelt","Chordata","Osteichthyes","Atheriniformes","Atherinidae","Atherinopsis","californiensis",,
"{401EE10E-C3CE-11D3-B02C-00C04FF7F6A0}","KBLP",1,0,0,"Kern Brook Lamprey","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra","hubbsi",,
"{6204CA98-80D1-11D3-AFD7-00C04FF7F6A0}","KOSA",1,0,0,"Kokanee Salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus","nerka",,
"{90FE9FC4-E1FB-11D2-9F94-006008038FD8}","LFS",1,1,1,"Longfin Smelt","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Spirinchus","thaleichthys",,
"{6204CA54-80D1-11D3-AFD7-00C04FF7F6A0}","LJM",1,1,0,"Longjaw Mudsucker","Chordata","Osteichthyes","Percifomes","Gobiidae","Gillichthys","mirabilis",,
"{90FE9FC5-E1FB-11D2-9F94-006008038FD8}","LMB",0,0,1,"Largemouth Bass","Chordata","Osteichthyes","Perciformes","Centrarchidae","Micropterus","salmoides",,0.86
"{6204CA90-80D1-11D3-AFD7-00C04FF7F6A0}","LNCD",1,0,0,"Lingcod","Chordata","Osteichthyes","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus",,
"{90FE9FC3-E1FB-11D2-9F94-006008038FD8}","LPU",0,0,0,"Lamprey Unknown","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra","NA",,
"{6204CA7B-80D1-11D3-AFD7-00C04FF7F6A0}","LSH",1,0,0,"Leopard Shark","Chordata","Elasmobranchiomorphi","Lamniformes","Carcharhinidae","Triakis","semifasciata",,
"{5286F8BA-214C-4664-9B54-C2DB899A77A8}","MACOMA",1,1,1,"Macoma","Mollusca","Bivalvia","Myoidae","NA","Macamo","SP",,
"{6204CA55-80D1-11D3-AFD7-00C04FF7F6A0}","MAEOTIAS",0,0,1,"Black Sea Jellyfish","Cnidaria","Hydrozoa","Limnomedusae","Olindiadidae","Maeotias","inexpectata",,
"{90FE9FCF-E1FB-11D2-9F94-006008038FD8}","MID",1,0,1,"Plainfin Midshipman","Chordata","Osteichthyes","Batrachoidiformes","Batrachoididae","Porichthys","notatus",,
"{6204CA66-80D1-11D3-AFD7-00C04FF7F6A0}","MINU",0,0,1,"Minnow Unknown","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","NA","NA",,
"{7C4CBF0D-FD7B-45C4-BAA4-54A84F18C55C}","MISSGRASS",0,0,1,"Mississippi grass shrimp","Arthropoda","Crustacea","Decapoda","Palaemonidae","Palaemonetes","kadiakensis",,0.00
"{90FE9FC9-E1FB-11D2-9F94-006008038FD8}","MQF",0,1,1,"Western Mosquitofish","Chordata","Osteichthyes","Cyprinodontiformes","Poeciliidae","Gambusia","affinis",,
"{E6ECA0CD-780F-40A6-A238-909873DB85A7}","MYSID6SPIK",0,0,0,"Mysid Shrimp 6 Spike","Arthropoda","Crustacea","Malacostraca","Mysidae","NA","NA",,
"{C6A9567D-554C-45F6-B4D1-DD4A39B77DCC}","Mysida",0,1,1,"Mysida","Arthropoda","Crustacea","Malacostraca","Mysidae","many","many","number of individuals; for diets",0.00
"{6204CA56-80D1-11D3-AFD7-00C04FF7F6A0}","MYSIDS",1,1,1,"Opossum Shrimp","Arthropoda","Crustacea","Malacostraca","Mysidae","neomysis","NA",,
"{90FE9FCB-E1FB-11D2-9F94-006008038FD8}","NAC",1,1,1,"Northern Anchovy","Chordata","Osteichthyes","Clupeiformes","Engraulidae","Engraulis","mordax",,
"{6204CA75-80D1-11D3-AFD7-00C04FF7F6A0}","NOCATCH",0,0,1,"NoCatch","NA","NA","NA","NA","NA","nocatch",,
"{80F18E12-E005-4FB6-9917-2681865928BB}","NOTRAWL",0,0,1,"Water quality only","NA","NA","NA","NA","NA","NA",,
"{13157E78-8C9C-11D3-AFE6-00C04FF7F6A0}","NPK",0,0,0,"Northern Pike","Chordata","Osteichthyes","Esociformes","Esocidae","Esox","lucius",,
"{6204CA84-80D1-11D3-AFD7-00C04FF7F6A0}","NSM",1,0,0,"Night Smelt","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Spirinchus","starski",,
"{582612F1-095B-4CA3-B206-96FFE446C733}","ODONATA",1,1,1,"dragonflies/damselflies","Arthropoda","Insecta","Odonata","many","many","many","numbers of individuals; for diets",0.00
"{1930E447-CB0F-4184-9D44-0178F7257BFB}","OSMERHYBRI",0,1,0,"Delta/Wakasagi Hybrid","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Hypomesus","NA",,
"{6204CA57-80D1-11D3-AFD7-00C04FF7F6A0}","PALAEMON",0,1,1,"Korean Grass Shrimp","Arthropoda","Crustacea","Euphausiacea","Palaemonidae","Palaemon","macrodactylum",,
"{2937E689-B355-40F0-B840-693E66E32954}","PANFISH",0,1,1,"Deep-bodied fishes","Chordata","Osteichthyes","Perciformes","Embiotocidae and Centrarchidae","many","many","Includes TP, BC, BG",0.00
"{6204CAAF-80D1-11D3-AFD7-00C04FF7F6A0}","PERA",1,0,0,"Pacific Electric Ray","Chordata","Elasmobranchiomorphi","Rajiformes","Torpedinidae","Torpedo","californica",,
"{90FE9FCC-E1FB-11D2-9F94-006008038FD8}","PH",1,0,1,"Pacific Herring","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Clupea","pallasi",,
"{6204CA8C-80D1-11D3-AFD7-00C04FF7F6A0}","PHA",1,0,0,"Pacific Halibut","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Hippoglossus","stenolepis",,
"{13157E75-8C9C-11D3-AFE6-00C04FF7F6A0}","PKSA",1,1,0,"Pink Salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus","gorbuscha",,
"{90FE9FCE-E1FB-11D2-9F94-006008038FD8}","PL",1,1,1,"Pacific Lamprey","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra","tridentata",,
"{6204CA8E-80D1-11D3-AFD7-00C04FF7F6A0}","PLEURONEC",0,0,0,"Flatfish","Chordata","Osteichthyes","Pleuronectiformes","NA","NA","NA",,
"{6204CA6C-80D1-11D3-AFD7-00C04FF7F6A0}","PPKS",0,0,0,"Pumpkinseed","Chordata","Osteichthyes","Perciformes","Centrarchidae","Lepomis","gibbosus",,
"{6204CA67-80D1-11D3-AFD7-00C04FF7F6A0}","PRU",0,0,0,"Perch Unknown","Chordata","Osteichthyes","Perciformes","Percidae","NA","NA",,
"{6204CA95-80D1-11D3-AFD7-00C04FF7F6A0}","PSA",1,0,0,"Pacific sardine","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Sardinops","sagax",,
"{6204CA7D-80D1-11D3-AFD7-00C04FF7F6A0}","PSD",1,0,0,"Pacific Sanddab","Chordata","Osteichthyes","Pleuronectiformes","Bothidae","Citharichthys","sordidus",,
"{6204CA86-80D1-11D3-AFD7-00C04FF7F6A0}","PSP",1,0,0,"Pile Surfperch","Chordata","Osteichthyes","Percifomes","Embiotocidae","Rhacochilus","vacca",,
"{6204CA82-80D1-11D3-AFD7-00C04FF7F6A0}","PTC",1,0,0,"Pacific Tomcod","Chordata","Osteichthyes","Gadiformes","Gadidae","Microgadus","proximus",,
"{6204CA96-80D1-11D3-AFD7-00C04FF7F6A0}","REB",0,0,0,"Redeye Bass","Chordata","Osteichthyes","Perciformes","Centrarchidae","Micropterus","coosae",,
"{90FE9FD3-E1FB-11D2-9F94-006008038FD8}","RESF",0,0,1,"Redear Sunfish","Chordata","Osteichthyes","Perciformes","Centrarchidae","Lepomis","microlophus",,0.83
"{6204CA68-80D1-11D3-AFD7-00C04FF7F6A0}","RFLU",0,0,0,"Righteye Flounder Unknown","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","NA","NA",,
"{6204CA69-80D1-11D3-AFD7-00C04FF7F6A0}","RFSNR",0,0,0,"Rosyface Shiner","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Notropis","rubellus",,
"{90FE9FD8-E1FB-11D2-9F94-006008038FD8}","RLP",1,1,1,"River Lamprey","Chordata","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Lampetra","ayresi",,
"{6204CA8B-80D1-11D3-AFD7-00C04FF7F6A0}","RLSP",1,0,0,"Rubberlip Surfperch","Chordata","Osteichthyes","Percifomes","Embiotocidae","Rhacochilus","toxotes",,
"{6204CA6A-80D1-11D3-AFD7-00C04FF7F6A0}","ROCK",0,0,0,"Rockfish Unknown","Chordata","Osteichthyes","Scorpaeniformes","Scorpaenidae","NA","NA",,
"{3F3F1240-98FC-4E1C-BAF9-3779166BC358}","RSC",0,0,1,"red swamp crayfish","Arthropoda","Malacostraca","Decapoda","Cambaridae","Procambarus","clarkii",,
"{6204CA77-80D1-11D3-AFD7-00C04FF7F6A0}","RSCP",1,0,0,"Riffle Sculpin","Chordata","Osteichthyes","Scorpaeniformes","Cottidae","Cottus","gulosus",,
"{6204CA8F-80D1-11D3-AFD7-00C04FF7F6A0}","RSL",1,0,0,"Rock Sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Lepidopsetta","bilineata",,
"{90FE9FDA-E1FB-11D2-9F94-006008038FD8}","RSNR",0,0,0,"Red Shiner","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Cyprinella","lutrensis",,
"{90FE9FD2-E1FB-11D2-9F94-006008038FD8}","RT",1,1,1,"Rainbow / Steelhead Trout","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus","mykiss",,0.90
"{90FE9FD5-E1FB-11D2-9F94-006008038FD8}","RWK",0,1,1,"Rainwater Killifish","Chordata","Osteichthyes","Cyprinodontiformes","Cyprinodontidae","Lucania","parva",,
"{90FE9FE9-E1FB-11D2-9F94-006008038FD8}","SAP",1,0,0,"Sacramento Perch","Chordata","Osteichthyes","Perciformes","Centrarchidae","Archoplites","interruptus",,
"{90FE9FEC-E1FB-11D2-9F94-006008038FD8}","SB",0,1,1,"Striped Bass","Chordata","Osteichthyes","Perciformes","Percichthyidae","Morone","saxatilis",,0.92
"{90FE9FD0-E1FB-11D2-9F94-006008038FD8}","SCP",1,1,1,"Prickly Sculpin","Chordata","Osteichthyes","Scorpaeniformes","Cottidae","Cottus","asper",,
"{6204CA89-80D1-11D3-AFD7-00C04FF7F6A0}","SDF",1,0,0,"Spiny Dogfish","Chordata","Elasmobranchiomorphi","Squaliformes","Squalidae","Squalus","acanthias",,
"{90FE9FED-E1FB-11D2-9F94-006008038FD8}","SF",1,1,1,"Starry Flounder","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Platichthys","stellatus",,
"{6204CA92-80D1-11D3-AFD7-00C04FF7F6A0}","SFSP",1,0,0,"Spotfin Surfperch","Chordata","Osteichthyes","Percifomes","Embiotocidae","Hyperprosopon","anale",,
"{90FE9FE0-E1FB-11D2-9F94-006008038FD8}","SG",0,1,1,"Shimofuri Goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Tridentiger","bifasciatus",,
"{6204CA88-80D1-11D3-AFD7-00C04FF7F6A0}","SGSH",1,0,0,"Sevengill Shark","Chordata","Elasmobranchiomorphi","Hexanchiformes","Hexanchidae","Notorynchus","maculatus",,
"{13157E79-8C9C-11D3-AFE6-00C04FF7F6A0}","SKG",0,1,1,"Shokihaze Goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Tridentiger","barbatus",,
"{90FE9FDC-E1FB-11D2-9F94-006008038FD8}","SKR",1,1,1,"Sacramento Sucker","Chordata","Osteichthyes","Cypriniformes","Catostomidae","Catostomus","occidentalis",,
"{6204CA72-80D1-11D3-AFD7-00C04FF7F6A0}","SKRU",0,0,0,"Sucker Unknown","Chordata","Osteichthyes","Cypriniformes","Catostomidae","NA","NA",,
"{90FE9FE1-E1FB-11D2-9F94-006008038FD8}","SMB",0,0,0,"Smallmouth Bass","Chordata","Osteichthyes","Perciformes","Centrarchidae","Micropterus","dolomieu",,
"{6204CA6D-80D1-11D3-AFD7-00C04FF7F6A0}","SMU",0,0,0,"Smelt Unknown","Chordata","Osteichthyes","Salmoniformes","Osmeridae","NA","NA",,
"{6204CA6E-80D1-11D3-AFD7-00C04FF7F6A0}","SMUL",1,0,1,"Striped Mullet","Chordata","Osteichthyes","Perciformes","Mugilidae","Mugil","cephalus",,
"{6204CA6F-80D1-11D3-AFD7-00C04FF7F6A0}","SPB",0,0,0,"Spotted Bass","Chordata","Osteichthyes","Perciformes","Centrarchidae","Micropterus","punctulatus",,
"{6204CA76-80D1-11D3-AFD7-00C04FF7F6A0}","SPD",1,0,0,"Speckled Dace","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Rhinichthys","osculus",,
"{90FE9FDB-E1FB-11D2-9F94-006008038FD8}","SPM",1,1,1,"Sacramento Pikeminnow","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Ptychocheilus","grandis",,0.84
"{90FE9FEB-E1FB-11D2-9F94-006008038FD8}","SS",1,1,1,"Surf Smelt","Chordata","Osteichthyes","Salmoniformes","Osmeridae","Hypomesus","pretiosus",,
"{6204CA8D-80D1-11D3-AFD7-00C04FF7F6A0}","SSL",1,0,0,"Sand Sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Psettichthys","melanostictus",,
"{6204CA5B-80D1-11D3-AFD7-00C04FF7F6A0}","SSP",1,1,1,"Shiner Surfperch","Chordata","Osteichthyes","Perciformes","Embiotocidae","Cymatogaster","aggregata",,
"{6204CA9C-80D1-11D3-AFD7-00C04FF7F6A0}","SSU",0,0,0,"Silversides Unknown","Chordata","Osteichthyes","Atheriniformes","Atherinidae","NA","NA",,
"{6204CAA6-80D1-11D3-AFD7-00C04FF7F6A0}","ST",1,1,1,"Splittail","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Pogonichthys","macrolepidotus",,
"{90FE9FD1-E1FB-11D2-9F94-006008038FD8}","STAG",1,1,1,"Pacific Staghorn Sculpin","Chordata","Osteichthyes","Scorpaeniformes","Cottidae","Leptocottus","armatus",,
"{90FE9FF6-E1FB-11D2-9F94-006008038FD8}","STBK",1,1,1,"Threespine Stickleback","Chordata","Osteichthyes","Gasterosteiformes","Gasterosteidae","Gasterosteus","aculeatus",,
"{6204CA70-80D1-11D3-AFD7-00C04FF7F6A0}","STU",0,0,0,"Sturgeon Unknown","Chordata","Osteichthyes","Acipenseriformes","Acipenseridae","Acipenser","NA",,
"{6204CA73-80D1-11D3-AFD7-00C04FF7F6A0}","SVSP",1,0,0,"Silver Surfperch","Chordata","Osteichthyes","Perciformes","Embiotocidae","Hyperprosopon","ellipticum",,
"{6204CA74-80D1-11D3-AFD7-00C04FF7F6A0}","TCH",1,0,0,"Tui Chub","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Gila","bicolor",,
"{90FE9FF3-E1FB-11D2-9F94-006008038FD8}","TFS",0,1,1,"Threadfin Shad","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Dorosoma","petenense",,
"{6204CA9B-80D1-11D3-AFD7-00C04FF7F6A0}","TGB",1,0,0,"Tidewater Goby","Chordata","Osteichthyes","Perciformes","Gobiidae","Eucyclogobius","newberryi",,
"{90FE9FF5-E1FB-11D2-9F94-006008038FD8}","TOP",1,1,0,"Topsmelt","Chordata","Osteichthyes","Atheriniformes","Atherinidae","Atherinops","affinis",,
