"TrawlRowID","SampleRowID","TowDuration","TrawlComments","StartMeter","EndMeter"
"{00E88559-F439-4A87-A66F-C5C1ACCCD9E0}","{8A6B9BE8-20D6-4347-84D0-88949534DB3D}",5.00,,,
"{00ECBC99-BA0E-40C6-B927-615B0E1E8508}","{86F521A3-EF5F-4EF6-BF55-87674C0F261E}",5.00,"crew: RL, TO, NB",,
"{00EEBAEF-866A-4346-8B1C-F459184C3683}","{AF2B43B0-F290-4C7E-98B3-81194E96FED1}",5.00,,,
"{00FAC3FA-40C0-4944-AF79-2D1A69B35C89}","{04BE44AE-B4F3-45A7-BA7A-7BE00F9B4109}",5.00,,,
"{00FF53F5-6EB9-410E-B180-D71AC7D08DC9}","{5CCB8DEE-8970-45CF-9820-169D69AE9EC8}",5.00,,,
"{01108031-ECB7-469E-BF6F-1DB4EBF21DE0}","{5EF585FD-92BC-4442-AF4E-5C6297374E61}",10.00,,,
"{011CF755-8DA4-4B10-B9CA-93C06FD71885}","{B8CDFDEE-E1A6-4AC9-B097-5E3E9F5761D3}",10.00,"exo, crangon, maeotis, mysids present but not counted due to mud",,
"{0122EDCA-FCE9-4D0D-9946-60D9B6AC619F}","{9B3281FF-6545-400F-97C3-E26419AD0900}",10.00,,,
"{0123FA15-6775-47F2-A2DD-BC75EEB867FC}","{DFDD85F8-D080-4D09-ABB4-9C5F766957BD}",10.00,,,
"{01320061-9CF4-4C07-B521-64D0526FDA70}","{1B5525B0-1CB1-4537-8159-59B0A66652CA}",5.00,,,
"{0138FC0B-C48F-4D9D-BA9F-66750D7C29C6}","{2C6812AC-22C3-4153-BC7E-1368F6CBD2C2}",10.00,,,
"{0148580D-4BC3-4B21-8094-FD0F00E10F3F}","{BF4B49BF-2B63-4DED-BC77-D88B68BE4FA4}",10.00,,,
"{014B5AF6-E015-4428-98F4-47795DBC37D7}","{106F6D62-27C8-4417-BD50-650DC90ACF8E}",10.00,,,
"{014E2EA4-3104-425C-B167-FCFFBCC97697}","{641AC9F9-B77C-4943-A382-3CB7F89A9F3C}",10.00,,,
"{0168D4BE-BA0B-4F24-AFB7-085044FD44AA}","{981E06AB-74C2-45FB-881D-0D9CD644A767}",10.00,,,
"{0180965B-E88D-4D02-AF97-B45DE079F7D2}","{CBA4B475-2F33-47CC-8AEF-E45269AFB1C1}",5.00,"Harris's mud crab, 1 corbicula",,
"{01961143-3D32-41AE-965E-71CA6FAC0DE5}","{9F9FA8E5-0B95-49BC-8BFC-1209381A34C5}",4.25,,,
"{01A11541-A55B-45DF-BDE3-D8969B1FC4EC}","{4F37A2FE-537E-4B1F-A9D1-003E7F0C6DA8}",5.00,"net hung before cod end, no shrimp caught as result",,
"{01A1F6AB-DCA1-4E83-9D9E-9BF1025535EE}","{C599B361-863B-4316-8A81-94B0723608B8}",5.00,"crew: JK, TO, OB; amphipod rank = 3; stopped and re-started at 1:53",,
"{01A7A9EF-7F95-411A-8364-3C05A02F5905}","{76072DF4-50E0-482C-8FB3-E8616FB5D750}",5.00,"crew: NB, JM, TO",,
"{01ABCCD0-AA5B-4207-AA7C-3CB3755A706A}","{DFE15A92-8F5D-463F-8139-623592873AFE}",5.00,,,
"{01B0BB5B-E923-4E4D-BABA-4BA4D4045B4E}","{233796FB-8F3B-4634-BFC5-98E6E6C3DF71}",10.00,"crew: PM, AR, AM, TO",,
"{01C7C5D9-8CFD-4237-8BBD-0DED04174B28}","{25579683-46EB-484E-A6AC-E9C113CA60B4}",5.00,,,
"{01CA4FB1-43D1-4F21-87DF-E0C3E20F0AF6}","{7163D37E-5855-4EE3-994D-887641BF00CB}",5.00,,,
"{01D1F314-3388-4691-A2FA-AA6C6F7C7D40}","{F0A40041-D898-45FB-A7DC-92ED0AF047E9}",10.00,"crew: NB, TO, RL",289681,322593
"{01D47693-838E-4455-9C6E-01F6A50D9536}","{DD6D7D62-2542-40C4-AFF5-BB8456A9E735}",5.00,,,
"{01DC6D44-D4BE-4007-9433-6C670C6B145D}","{82968859-E66F-4C45-A5BB-51665DAE0B5A}",5.00,,,
"{01ED367E-2986-4A40-87C6-0DD40504C33F}","{A3A68D91-BDE4-4042-91AD-777131654CEE}",5.00,,,
"{01F05669-616C-4126-974C-B2718EE5D405}","{F74BC7B4-1A10-4D9B-B0D7-55FAB1190EA0}",5.00,,,
"{0208955F-97B5-4DE5-91F9-D93799F3D961}","{8EB27CFD-822C-46E3-8C2C-5CC78F614F25}",10.00,,,
"{020BDA48-58CC-4DBB-AF2C-AC0490335249}","{C8CB1AFC-D991-48CD-AD70-E49C7EEC6FAD}",5.00,"1 unknown goby taken to lab (30 mm)",,
"{020D023C-30B4-4481-B49F-502B0798DC67}","{CA0AEB3D-6A82-499D-9AA5-0A2AED7B6ABF}",10.00,"crew: PM, TO, AM, AR",,
"{020E107F-DF88-4C9D-A946-9DD629F94D06}","{2864D024-AEE7-4EA2-89D6-17E1F9C1FC26}",5.00,,,
"{021012BE-0AA4-41C7-A9C2-AAAC191FB647}","{A168E334-F9B6-431F-A5BB-F0AF33DB2AF1}",5.00,,,
"{0214C3DC-BF14-4741-AFD1-15E697227E2A}","{3DBBF681-A3CB-4BC3-AA51-DB72C3DBF035}",5.00,"crew: TO, AM, AW; corophium rank= 3",,
"{021ED554-E57E-4BF2-8ED8-2640EF723CF8}","{DCF88D3D-94B9-4F4C-8FBC-2E90119F6DAB}",5.00,,,
"{0223F3F9-4396-4235-A902-08DAF434380E}","{52E65DB9-35BB-44FB-8F39-6C8632B53D41}",5.00,,,
"{0226C2C6-7764-4E0E-949B-D5023E6CFA6F}","{7688BE1E-B28E-4388-BCCF-897520291674}",10.00,"1 corbicula, 2 unidentified larval fish",,
"{0231CE28-9792-4230-A054-C445D01F9BFC}","{F51DB1E6-EF97-4966-B2D3-40C111C65354}",10.00,,,
"{023A8C1A-0DE9-4059-BB0E-11AA53746DB1}","{09E4845B-0A72-4D32-9E1E-62E1DF481831}",10.00,,,
"{023B6B23-021F-4AE5-9165-33F92BD0B56A}","{FAFB7627-796C-4EE1-A935-6270974CD6B5}",10.00,"1 CORBICULA",,
"{0245A277-92BC-4B26-AD27-590709E7D495}","{A5F8D92F-BC39-49A2-AF69-B2902DD11B67}",5.00,"crew: TO, AM, AW",,
"{0261F830-FF50-47D0-8408-EDAAC012B916}","{6342F0E3-5808-40F1-A048-A9CDFEB35BE7}",5.00,,,
"{026819BB-9327-4F41-B68B-2E8171BAABF2}","{E7C723A7-B72F-4F68-9C3F-BE524807C2EE}",5.00,,,
"{0269C755-3886-4835-B8B4-A75C201B2E7F}","{C1F8C2FF-5CB4-488B-9383-8657220F0714}",10.00,,,
"{026CFEF0-F109-4CF2-9F21-99A38B0D96E8}","{D385F6D7-D2AE-4F59-8104-87CB7B4FBDB8}",5.00,"7 corbicula",,
"{027721C9-34F9-4950-BAE1-9209EC9C7048}","{5BB0B21E-9987-4D8D-805C-8D7D7C8F3442}",5.00,,,
"{028929E3-EA0E-43A5-8646-19C25B0AB3D8}","{F78E7BAA-B0FB-49C6-BA4B-A08235F5D442}",5.00,"4 exopalaemon with eggs",,
"{0292AB9F-D7B3-41F7-9A79-3E0142972FDE}","{368F3DF0-1004-4E10-BCA1-71D304F179A8}",5.00,,,
"{02A7138A-0DB6-44C3-8A77-068E160F1B8A}","{5F6AB43E-1F2F-44C4-A9A2-4982253287DB}",10.00,,,
"{02B955AC-4A8D-4922-97D0-D98260516E19}","{1567ACE9-ED68-4287-9317-0140EFB94A43}",5.00,,,
"{02D786C9-C1F3-4C52-896D-66460A9C97C0}","{A5A35B71-E6CA-4E62-969A-34331FACA5EE}",5.00,,,
"{02DA4B60-AF53-4F4D-8935-20461BA794D6}","{FFA0257D-CC17-4A23-B807-274B9CCDE05E}",5.00,,,
"{02F53079-4004-4FAA-86DA-8F59DCAF5B84}","{109F176C-E744-4B20-A878-8C600A527D3E}",5.00,,,
"{02FC1BEA-DBF2-4132-8BD3-CE33126ADBC9}","{D7D79D4C-EEC8-40BF-9A92-093BDAE71B58}",10.00,,,
"{03047735-3B40-46E7-8647-225A8849BD1B}","{DB735611-D172-41F1-9A39-5D1D943AF6E0}",5.00,,,
"{0304832D-93B6-4115-896F-0691272A20F8}","{49119903-55CC-4447-9335-6C6A306E125E}",5.00,,,
"{030F788D-138C-4919-85B0-05DF70AE86FA}","{CD3B8E41-7A6E-431C-94D5-091205EC6686}",5.00,,,
"{0313E833-D7C5-403E-AE4F-98F55822A1C6}","{32387702-6671-47F3-8B93-1EECA8DDA929}",10.00,"crew: TO, AC, JM, BH",,
"{033D0B6D-7150-49E9-82E7-3F77CC0301CB}","{C90503F2-A402-41A7-8111-47DB4A30A6BA}",10.00,,,
"{034199A6-48BF-484B-9A53-4F5DB60EA959}","{3810B71B-67C3-46B6-9298-932E48B1617A}",5.00,,,
"{034774C4-B197-461E-9978-8EBB77D9AAA5}","{D68D76FF-410D-4491-A707-2EAD622AC3AB}",5.00,"crew: MM, AW, TO; amphipod rank = 1",,
"{034D2FE7-CE7E-4E8E-887D-EB2979BA4E13}","{DE0C79E3-C831-4BA0-A4A4-C34CACD442DE}",5.00,,,
"{034E19C0-536D-497B-9834-61C2C0D53DAA}","{D5F61932-1281-41EA-9199-37BF10ECE8DC}",5.00,,,
"{03505706-AACD-401B-B107-B3DC34DCE66C}","{31E3244D-EB30-4042-BD27-4A1D51B7D4DF}",10.00,,,
"{035B4BF9-8DAD-42E1-BF46-A175CB5B55FE}","{B4BB9D78-8190-4D0C-8729-724FB7DCAE82}",10.00,,,
"{037FE860-CEA0-4191-BA0A-61CEEB385D94}","{1E83E778-27CA-4BC9-BA6B-C3F00EADE737}",10.00,,,
"{03A4A29B-CAD7-40F0-862B-229D868C2871}","{BA303C8F-465B-4A03-BDC7-81A9ED381B0A}",5.00,,,
"{03AB7A4D-8693-4A06-841A-6FB29EE2045E}","{D43C6765-A1C8-44DF-AD50-BE8D1FF1D336}",10.00,,,
"{03B6CC39-F3AF-46D8-A13C-20BD22165ABC}","{B82A62CC-C557-4B60-8F67-F37997560CA0}",10.00,,,
"{03C1FD2E-CD05-4F0B-8099-00FFA7634ACE}","{48CCA63B-5FFC-4A1A-AC22-B949744271C3}",10.00,,,
"{03CB9D71-1E06-4EE1-B058-7F54BBFCE2C0}","{86A15851-D84C-4C98-881F-FF5DFB9744FD}",10.00,,,
"{03D0DC45-AFE7-4664-A01B-3658646E6673}","{6656281E-80DD-4A06-9B58-E7A33D01FB24}",5.00,,,
"{03DA313B-3D21-4540-9F7A-FCC487388D29}","{B74510D4-AD7D-4F0F-BDC1-BC8DADB29EB0}",10.00,"crew: AM, AW, TO; isopod rank = 2",112612,148902
"{03E78218-E6BA-47BA-A4B4-8F4FE8724210}","{EDB38B64-21F7-432E-8642-06653F1FCA2F}",5.00,"crew: JD, PM, KE",,
"{03F2554A-4358-4426-9CC8-712B8D42A7AE}","{028FCB44-E4CF-43EF-A44A-AAC29E2BBE37}",5.00,"crew: AC, TO, JM, BH",,
"{03FCC98F-99B3-45A5-A312-66ACF288886F}","{E8E09319-2ABA-4466-8141-1D79CCBAC4CA}",5.00,"LOTS OF AMPHIPODS AND ISOPODS",,
"{040566DC-5708-4DFE-B735-C24F376F8A91}","{4527A4E4-DEB3-4F17-A917-71A8D29EBE97}",5.00,,,
"{041B4B76-E78A-4E9F-B060-D04437A9F4E5}","{10CF9824-DF82-41C2-8CD7-F5EFC8053DFF}",10.00,,,
"{042C3B2A-7166-4C49-ACCF-EE493CC78417}","{1C9001BB-3B41-4B0C-B969-D2FE2DF9FCFA}",5.00,,,
"{042E1082-4F5E-4E52-8168-223D7C756885}","{FE68D486-EAE6-4061-993F-A7014CB559B9}",10.00,,,
"{04394BCA-217D-4CA7-9E21-4B7FC1F23CA7}","{63C968E7-F9CE-4BB5-A5EA-61660C04A59F}",5.00,,,
"{04400FEE-0B60-4349-8191-9669E27C43DA}","{45FF99D0-CDDD-4ED0-B28A-13107B43462A}",10.00,"184 SB less than 50, 3 SB greater than 50; brought CLUP samples back to lab to ID",,
"{0448E685-802D-4CB4-B86E-D8ADC921AF62}","{608F5553-33B1-4AB7-9C88-F1FA22008412}",5.00,,,
"{04529BB5-FFED-4EA2-84C7-10F796C35168}","{10823E01-82F7-4C4C-9114-AC6202E17260}",5.00,"crew: JD, AW, SP",591213,606153
"{04571A60-7177-45CB-97C9-1A01E7026C63}","{3ECCADD8-8DCC-4A0A-A880-BE95EE2E8ACA}",5.00,,,
"{0457C8BB-F175-48AA-ADD9-3A1E255A674A}","{1C5DBFA8-5711-47AE-97A6-B347D3C36F61}",5.00,,,
"{04627823-F26F-4EFE-AF3B-8E0C938EFFBE}","{9C3A776F-AF26-4668-93B4-4018560546BA}",5.00,"1 HARRISON'S MUD CRAB",,
"{048C2488-9483-4B27-8BE4-21ED4211290D}","{63AC18AF-A8F4-4D96-AC07-BF42F17391CA}",5.00,,,
"{048F7B26-6589-4993-BE84-8A00B2F5958C}","{792D7DFD-70F1-41EF-B209-543110E80058}",5.00,,,
"{0496D801-77AE-4DC9-AAF1-4EE4CB8CC343}","{02EBFF45-9F8B-4739-9A9A-20D015D5EFFB}",5.00,"crew: AW, KW, to",,
"{049FAD8D-9424-48D5-914F-AA9D3339B22A}","{8281C25E-3A36-49F8-B771-FDD572281EF9}",5.00,,,
"{04C2B52E-7F27-46F8-BF1C-D7843BBAACB2}","{FBC1B9E2-CBA7-43CF-A856-0C7C97B42D3D}",5.00,,,
"{04D19F68-5FB9-4392-952A-0F2AD0A1C3D8}","{B7EC03B8-676B-4F0A-A27B-FB4E2C958C96}",5.00,,,
"{04D8FA04-E1DB-4D4A-B1D4-19BE4F1A5EA9}","{572CB43E-6719-4D68-9232-DB2DD59924AC}",5.00,,,
"{04DBDDAA-4211-4AB4-9FD1-B88C41F2AAEC}","{50181AE6-E1AA-428B-8C41-2FC66818DE5F}",5.00,,,
"{04DCD37F-2207-45E9-BC28-A9EFC8389AE2}","{1DB0D77D-2683-4FA2-976E-16D5BAC491C7}",5.00,,,
"{04DE20DD-43DF-4D23-88AF-A4C8A338C50B}","{FFAA4903-D636-418C-862E-BC1C9C882292}",5.00,"do meter not working - used zoop data from 7/11/04 7:56 am",,
"{04E4AD3B-9B6A-4945-8E6F-1885BF0BF687}","{72A979BC-74B0-4055-9E37-19E86616A9C9}",5.00,,,
"{04EA607A-9DCA-4C86-B30D-A6357422BC8E}","{43634229-64B1-4911-8E1A-6822B7DA7047}",5.00,"Harrison's mud crab, 2 corbicula,",,
"{04EBB714-9E70-4D36-A4BB-35D21089BBE0}","{BBCC24A9-DB70-4AAA-A4B5-211BF5E26B16}",5.00,,,
"{04F2EB70-9DCD-4F08-A946-D3E7E8A1515C}","{9E7C99EC-6471-41C1-A7FA-6A015EAD9A4F}",10.00,,,
"{051FF770-87E3-422E-8113-8A5FE83AAC3D}","{936008BB-04E3-4EBC-BDE1-49E3B5EC76B4}",5.00,"20 larval fish",,
"{052D4BDD-EF9B-4427-9042-EFCFDE9E51DD}","{E00FDB6A-28EC-4C7C-A5B9-9B7FCF103100}",5.00,"meter broke",,
"{053CE582-AE37-415B-8A86-407676F7CE64}","{9AD216CC-8190-431C-92DD-E96FCA19DED8}",5.00,,,
"{05481B2F-DDB6-426F-9269-08527D7C7C6B}","{44E31DFF-E0E8-4485-B332-5E94C5AAF6B8}",10.00,,,
"{05657AAE-E687-4B3A-B76E-377D51B21456}","{32F0E953-A58A-49BB-8E43-582B0050E91E}",10.00,,,
"{056D60F4-6C00-41C4-B76D-E408846A92B3}","{92435274-6C0B-406A-8836-0B0301324C9B}",5.00,"baby SST 28 brought back",,
"{057028E9-ABFE-4CF9-845C-87D2256C5CE4}","{465D869E-19FB-4E15-A706-292DA3B30B66}",5.00,,,
"{0576D914-1A4C-43C4-BFCF-6054D36E5535}","{AB4A5E67-271C-4FC2-8529-841DAD63893C}",10.00,,,
"{057C9118-1C4A-4AFC-B359-65D2299A0517}","{DF6C02C4-BB0A-49F3-832B-5CD0076C78EA}",5.00,,,
"{05935158-CC17-4165-A0AA-E04D3E686ECD}","{8E01DF3A-B3C1-481C-B2AF-A11427A00134}",5.00,,,
"{059E3715-1475-4DFC-A2C0-E3122A7993D1}","{A8C62CCF-7587-4F25-BD33-805A1DA460A1}",5.00,"nothing recorded for mysids, etc.",,
"{05A888E8-B596-42DC-81BA-E707D5530177}","{FFF31787-2D4C-45E4-B220-065A23441FD3}",10.00,"fish finder dead, no depths",,
"{05ABB3F8-CA7D-4859-843C-15E586987662}","{EEAD8A7F-4701-4805-9B5B-1684A905AB80}",5.00,,,
"{05AC0DAF-EEFD-40C2-8EFE-26EFD5AC7F59}","{3D360319-A408-4EEF-AA4C-3A1E0403E6F8}",5.00,,,
"{05C5A74E-FD31-471C-A20E-AF2B6BDE4841}","{DA31CE40-4B41-4A1E-8AD4-DB6EDC865B76}",5.00,,,
"{05E2C6A1-F99A-4699-87CA-423FA28B83FE}","{43DB42D9-D532-4314-96AD-B621D9CB8932}",5.00,,,
"{05F23636-C2F4-4755-940E-9C16B1A030A8}","{7D19D869-0F00-4994-8964-05CD572BC3E8}",10.00,,,
"{05F6DE1A-3795-4A4B-BFE8-327E93EC8F84}","{F8F81110-7955-4D8A-963E-9F2C611BD329}",10.00,"crew: John D, Alpa, Annie; GRABS: #1 = 7, corbula #2 = 7, #3 = 5; amphipod rank = 3",408234,438117
"{05FA167F-4D95-4F4F-9D52-D634ADCD91C0}","{A41D9652-6EC6-47B6-99DB-865DEBB717E9}",5.00,,,
"{05FD0787-DB3B-4FE5-BC7C-5114A841A093}","{3E08A32B-5831-4DAC-BAF3-627C7BEC29DD}",5.00,,,
"{06006EB7-9E36-4415-9527-D0AC9BA022B1}","{043289E7-4967-46B0-822F-F481064F61C9}",10.00,"crew: TO, PS, NM",868775,899164
"{0605927C-7A28-4DE7-AE53-E00A69F76853}","{128C22F8-3EB6-4495-901D-7C8DABCD9BCF}",10.00,,,
"{060A99D5-DFAB-4020-8EAC-6837F1B87E6F}","{6EA6AB78-FB9B-496E-A640-4DCB3851465C}",5.00,,,
"{060FA7C9-A1A4-4E99-9DB4-5A089740BA8C}","{F1C5C21D-7C98-41DD-860D-57012DB659A2}",10.00,,,
"{0613B089-43A0-44D1-9C97-C67524BB6A63}","{E9E92464-BD36-464B-ADB0-9C4CEA1A62FA}",10.00,,,
"{063CA7A0-A26D-42FC-BE67-55C2DEB31E7B}","{FB47B570-E59A-456F-939F-4343E127C850}",5.00,,,
"{063D1FFC-5EF1-430F-8FAE-53356A103E18}","{140284EE-0C03-489B-BA52-420FB6111F3B}",10.00,"depth finder not working",,
"{0648A8AF-C832-4871-A84D-A8550917BC4E}","{AB5AAD8E-B12E-404A-A734-EFE0FE49EF5A}",10.00,"crew: RS, AW",549478,552728
"{0648C493-CFDA-42C0-A0B8-B4B69C1AFBEA}","{5806825F-BAE0-4197-9204-C82B898C5D01}",10.00,,,
"{0654B984-DAEE-4EAD-8591-E045CDD1E5E9}","{3DDE7870-55C0-46D7-9B87-3E7D33059315}",10.00,"crew: MY, TO",443554,476062
"{065B619D-A406-4B6E-A17B-0DF154B74176}","{127F8533-8515-4E0B-A665-6723596242B5}",5.00,,,
"{0660A287-C9CB-458A-981D-EBFC18666202}","{236E1684-BF94-4AA4-8694-FD7411917AF0}",5.00,,,
"{06661E44-B4FB-442A-8957-0AC2DA9B785F}","{055196CD-E608-4CD8-BA5E-CAD32A307EBC}",5.00,"crew: TO, AC, NB, JM",,
"{066BF663-191B-41EA-8900-FDAF12DD1D0F}","{F9E28277-5942-47BF-BA40-0EF2C7513FFB}",5.00,"crew: TO, NB, AC",,
"{068F3B1C-AC0A-4710-AD14-6459D8F5B912}","{036AA74F-91B6-4A4B-9C2F-EDCAFBEDD79F}",5.00,"crew: TO, NB, Sarah Peterson, Kate Whitney; amphipod rank = 2",,
"{069886DF-A39E-47D0-981E-B7B13509BE99}","{3B038577-58D7-47CE-880E-B019D0C09300}",5.00,,,
"{069B306D-6F4D-4D91-BF3E-7B7EB1485A91}","{B4EF2E05-D6A8-4A74-AC9B-E3FA8C6FA8EF}",5.00,,,
"{06AA783D-109A-4E2B-B5E0-5830B65104B1}","{791068E2-8298-4C5B-BA40-7E3183E0BFE4}",5.00,"XO - 36, 50, 160  Exo loaded with eggs >50% female",,
"{06B89ADE-A697-43FA-B9E2-3DDE64073999}","{47613EFB-84A0-4A8C-80BE-FAB2F66DA191}",5.00,,,
"{06BD09B1-DD98-49D0-8623-8E14C13C5685}","{D207A36E-87AC-42B0-8D73-48F4422EFFA0}",5.00,"tumor on large splittail",,
"{06D4AE1B-A7B1-44D9-86C1-BE6D2D282347}","{3C2632C5-5AE5-4149-ACDA-1A7959143BE7}",5.00,,,
"{06EE54F0-CDDC-4618-BD0F-1E6DAE7BCE7B}","{4C7FCF0B-ECE3-46BB-A90C-AAFA758F0B1C}",10.00,,,
"{07006EAF-C776-4D3E-AE16-140C945BF5A2}","{5EB5F1F9-332F-4B27-AC50-11A2F9788CF2}",5.00,"dead crangon and paleomon present",,
"{0701F6D1-F1AA-4952-9236-258C5559BB90}","{88EFAA9E-34D7-4F5E-84AB-C80A277F4F05}",10.00,,,
"{07027E05-673F-43D6-8821-88C80AD533FF}","{B73FD3CD-8D1F-4CFC-A3A3-460F85223FF0}",10.00,,,
"{07045159-44E5-4272-B34A-720A9B2B1BDF}","{F7F3BAB7-CE2B-4F0D-B4B1-99205FB38EF0}",10.00,"DO Meter reading fluctuating",,
"{0709A6F5-5CEF-4896-BA3C-952A8E5EF74A}","{2EE039A7-8534-4F39-BE8D-E274D800F0D8}",5.00,,,
"{0715EFA9-4783-430F-8B0C-DFFD1BE7A88B}","{94BC79A4-7FFE-4ED5-8098-35EFAA7BEB2D}",10.00,,,
"{071C908F-D066-4DCE-AA5F-DFC4A22904B6}","{9998ECE4-3ED0-4356-95C4-70DB7AFDD255}",5.00,,,
"{0729A6C4-8411-48F8-8EC3-42166E5EED7A}","{E7B92E93-CEDF-4454-86AC-9C0D1FB3D5D3}",5.00,,,
"{072FA3B0-39CF-4BBB-8229-D78871F2BF60}","{58D9CF63-58F0-4C79-A7D4-B150C148947E}",5.00,"crew: DO, JB, TO, BW; amphipod rank = 3",,
"{0732BAFD-4A5C-46B7-AA5D-9A69B5EC38B1}","{941F144B-2033-4540-9555-30447CB2072B}",5.00,"both stripers guts pumped; larger fish was empty, smaller fish contained STBK, ISS, EXO, isopods, and amphipods",,
"{073518D1-FB22-4651-94F4-341A14DB5204}","{C202B0D8-3168-4D67-B7B7-F206BD1EFB10}",10.00,,,
"{07361FB2-E099-4922-A152-D7F2961BA506}","{929D8E5B-F8BC-40EC-B507-BC39FEDBE580}",10.00,,,
"{07448E38-B133-460E-A2CD-5F32B1F49239}","{B0D4040C-B4DD-40F6-A802-B90D10D6A998}",5.00,"depth finder not working, 9 exos with eggs",,
"{074BDE79-E005-44F3-8A8F-E6992669D35E}","{63F28922-13ED-481B-9689-B83224A69CFA}",5.00,"crew: TO, AC, JM, BH",,
"{075737C8-9B9C-4C61-A6E8-F5BD04C8B3FE}","{5070CE60-104E-4FDB-8DD0-00E710656D16}",5.00,,,
"{075BC9DB-4404-4EC4-8D9F-B013E6B509B5}","{424B0B82-2515-4AA0-817D-5BEE44F67186}",5.00,"crew: AW, MM, TO, Mac",,
"{076F27CA-3C11-414E-9422-06FBB192FD5F}","{A67A19DB-AAF7-4C07-8CAE-550EE64D66ED}",5.00,,,
"{076F6FFC-59AE-48FC-9CE9-3565E7EFE3A3}","{7CF96B7E-6A51-422A-B42A-3C3D862D90FC}",10.00,,,
"{07852B2F-CBFB-46B8-9164-6DA98FD4CFAC}","{3F16BD3E-FF23-4E62-A926-6381270DA131}",5.00,,,
"{07875076-756C-4FAF-B6D0-FAB3E0E7D256}","{17D88EBD-1BA3-4E45-A353-9F72B62BD2CD}",5.00,"10-15 Small unkn. Larvae (possibly goby).",,
"{078D7F0B-BDA1-470C-BF5E-B42E06BD65BB}","{2DDD9B23-2422-4B15-984B-F7073B5D3B60}",10.00,"crew: AW, JF, TO",,
