"Date","Station","Tow","Time","Tide","BottomDepth","CableOut","Duration","NetMeterSerial","NetMeterStart","NetMeterEnd","NetMeterCheck","CBMeterSerial","CBMeterStart","CBMeterEnd","CBMeterCheck","Comments"
2009-01-08,609,1,1899-12-30 09:41:00,"4",34,125,10,21920,634221,654653,20432,NA,NA,NA,NA,"crew: KF, VA, CL"
2009-01-08,610,1,1899-12-30 09:10:00,"4",17,75,10,21920,614320,634185,19865,NA,NA,NA,NA,"crew: KF, VA, CL"
2009-01-20,809,1,1899-12-30 08:22:00,"4",40,155,10,21920,792375,812648,20273,NA,NA,NA,NA,"Crew:  V. Aflentoulis, M. Silva, M. Gibson"
2009-01-20,901,1,1899-12-30 08:41:00,"4",10,45,10,21920,812725,830557,17832,NA,NA,NA,NA,"Crew VA,MS,MG"
2009-01-20,902,1,1899-12-30 08:59:00,"4",28,110,10,21920,830557,850286,19729,NA,NA,NA,NA,"Crew: V.A., M.S., M.G"
2009-02-02,902,1,1899-12-30 09:34:00,"4",24,90,10,21920,530122,549954,19832,NA,NA,NA,NA,"VA, BD, DG"
2009-02-02,906,1,1899-12-30 14:14:00,"2",38,140,10,21920,651058,671895,20837,NA,NA,NA,NA,"BD, VA, DG. Secchi 200+"
2009-02-02,910,1,1899-12-30 13:51:00,"2",38,140,10,21920,630892,651058,20166,NA,NA,NA,NA,"VA,  BD, DG  Dead sea lion; Lt. 27 San Joaquin N side of river."
2009-02-02,912,1,1899-12-30 12:29:00,"2",32,125,10,21920,611046,630656,19610,NA,NA,NA,NA,"VA, DG, BD"
2009-02-02,914,1,1899-12-30 11:51:00,"2",20,90,10,21920,589221,610684,21463,NA,NA,NA,NA,"VA, DG, BD"
2009-02-02,915,1,1899-12-30 10:19:00,"4",24,90,10,21920,549954,570507,20553,NA,NA,NA,NA,"Crew VA, BD, DG"
2009-02-02,918,1,1899-12-30 10:57:00,"1",25,110,10,21920,570590,589221,18631,NA,NA,NA,NA,"VA, BD, DG"
2009-02-02,919,1,1899-12-30 14:51:00,"2",20,90,10,21920,672447,691158,18711,NA,NA,NA,NA,"VA, BD, DG"
2009-02-03,703,1,1899-12-30 10:57:00,"2",12,60,10,21920,833307,852970,19663,NA,NA,NA,NA,"Crew: BD, KE, VA"
2009-02-03,704,1,1899-12-30 10:40:00,"2",28,110,10,21920,814720,833307,18587,NA,NA,NA,NA,"Crew: BD, KE, VA"
2009-02-03,705,1,1899-12-30 10:00:00,"4",12,60,10,21920,780709,799397,18688,NA,NA,NA,NA,"Crew:  BD, KE, VA"
2009-02-03,706,1,1899-12-30 10:21:00,"2",32,125,10,21920,799398,814718,15320,NA,NA,NA,NA,"BD, KE, VA"
2009-02-03,707,1,1899-12-30 09:44:00,"4",33,125,10,21920,761755,780709,18954,NA,NA,NA,NA,"Crew: BD, KE, VA"
2009-02-03,711,1,1899-12-30 09:03:00,"4",18,75,10,21920,743216,761752,18536,NA,NA,NA,NA,"BD, KE, VA"
2009-02-03,716,1,1899-12-30 08:22:00,"4",32,125,10,21920,701809,721724,19915,NA,NA,NA,NA,"VA, BD, KE"
2009-02-03,723,1,1899-12-30 08:40:00,"4",36,140,10,21920,721732,743200,21468,NA,NA,NA,NA,"Crew: BD, KE, VA"
2009-02-04,501,1,1899-12-30 10:03:00,"2",36,140,10,21920,953719,972383,18664,NA,NA,NA,NA,"KF, CL, VA, re-tow"
2009-02-04,504,1,1899-12-30 09:25:00,"4",21,90,10,21920,929396,948241,18845,NA,NA,NA,NA,"KF, VA, CL"
2009-02-04,508,1,1899-12-30 08:40:00,"4",50,155,10,21920,911740,929351,17611,NA,NA,NA,NA,"Crew: VA, KF, CL"
2009-02-04,519,1,1899-12-30 10:25:00,"2",10,60,10,21920,972383,990430,18047,NA,NA,NA,NA,"Crew:  VA, KF, CL"
2009-02-04,520,1,1899-12-30 10:58:00,"2",40,155,10,21920,990430,10921,20491,NA,NA,NA,NA,"CL, KF, VA"
2009-02-04,801,1,1899-12-30 07:54:00,"4",25,110,10,21920,873802,892213,18411,NA,NA,NA,NA,"Crew: VA, CL, KF"
2009-02-04,804,1,1899-12-30 07:32:00,"4",34,125,10,21920,853288,873800,20512,NA,NA,NA,NA,"Ken Flowers, Cynthia Laughlin, and Virginia Afentoulis"
2009-02-05,405,1,1899-12-30 10:25:00,"2",10,60,10,21920,118003,138640,20637,NA,NA,NA,NA,"Crew: KF, VA, MG"
2009-02-05,411,1,1899-12-30 10:47:00,"2",13,66,10,21920,138641,159205,20564,NA,NA,NA,NA,"Crew:  KF, VA, MG"
2009-02-05,418,1,1899-12-30 09:49:00,"4",35,140,10,21920,96048,117240,21192,NA,NA,NA,NA,"Crew: KF, VA, MG"
2009-02-05,513,1,1899-12-30 11:18:00,"2",11,60,10,21920,159498,178738,19240,NA,NA,NA,NA,"Crew: KF, VA, MG"
2009-02-05,602,1,1899-12-30 09:26:00,"4",8,45,10,21920,74071,96003,21932,NA,NA,NA,NA,"Crew: KF, VA, MG.  Accidentally let out to 110 ft.  Had to bring in to 45 ft."
2009-02-05,606,1,1899-12-30 08:57:00,"4",28,110,10,21920,53508,74043,20535,NA,NA,NA,NA,"Crew: KF, VA, MG"
2009-02-05,609,1,1899-12-30 08:27:00,"4",34,125,10,21920,32305,53510,21205,NA,NA,NA,NA,"Crew: KF, VA, MG"
2009-02-05,610,1,1899-12-30 07:58:00,"4",16,75,10,21920,11640,32305,20665,NA,NA,NA,NA,"Crew: Ken Flowers, Virginia Aflentoulis, Michelle Gibson"
2009-02-17,809,1,1899-12-30 07:42:00,"4",50,155,10,21920,181908,202615,20707,NA,NA,NA,NA,"Crew: GW, KE, VA. No Van Doran - No bottom EC"
2009-02-17,901,1,1899-12-30 08:46:00,"4",10,60,10,21920,202822,223481,20659,NA,NA,NA,NA,"Crew: GW, KE, VA  No Van Dorn.  Missed the first pull.  Pulled to 40ft @ 3:30.  Very rough and windy."
2009-02-17,902,1,1899-12-30 09:09:00,"4",27,110,10,21920,223751,244751,21000,NA,NA,NA,NA,"Crew: GW, KE, VA.  No Van Doran - No bottom EC"
2009-02-17,906,1,1899-12-30 13:53:00,"2",39,140,10,21920,393576,413178,19602,NA,NA,NA,NA,"Crew: GW, VA, KE"
2009-02-17,910,1,1899-12-30 12:48:00,"1",41,155,10,21920,348309,369398,21089,NA,NA,NA,NA,"Crew: V. Afentoulis, G. Webb, K, Erly (Van Doran back w/us after drop-off at Ladd's (912 on)."
2009-02-17,912,1,1899-12-30 12:24:00,"1",41,155,10,21920,326539,348299,21760,NA,NA,NA,NA,"Crew: GW, KE, VA"
2009-02-17,914,1,1899-12-30 11:05:00,"4",33,125,10,21920,304206,325826,21620,NA,NA,NA,NA,"Crew: GW, KE, VA.  Re-tow (heavy winds pushed toward bank). No Van Doran - no bottom EC. Noticed: 2mm hole in mesh in cod-end"
2009-02-17,915,1,1899-12-30 09:35:00,"4",30,125,10,21920,244829,265292,20463,NA,NA,NA,NA,"crew: GW, KE, VA  No Van Dorn = No bottom EC"
2009-02-17,918,1,1899-12-30 10:14:00,"4",25,110,10,21920,265297,287354,22057,NA,NA,NA,NA,"Crew: GW, KE, VA  No Van Doran - No bottom EC."
2009-02-17,919,1,1899-12-30 13:23:00,"2",24,90,10,21920,369376,389648,20272,NA,NA,NA,NA,"Crew: VA, KE, GW  Tide: 2? (going with wind from South hard to tell tide = cusp of slack/ebb.), secchi 200+"
2009-02-18,405,1,1899-12-30 15:55:00,"2",9,45,10,21920,753700,771749,18049,NA,NA,NA,NA,"Crew: GW, CL, DG"
2009-02-18,411,1,1899-12-30 10:32:00,"2",20,60,10,21920,852802,873213,20411,NA,NA,NA,NA,"Crew: MS, GW, DG, CL"
2009-02-18,418,1,1899-12-30 15:35:00,"2",32,125,10,21920,732755,753688,20933,NA,NA,NA,NA,"Crew: GW, DG, CL"
2009-02-18,501,1,1899-12-30 10:05:00,"1",25,80,10,13291,831264,852797,21533,NA,NA,NA,NA,"Crew: MS, GW, CL, DG, missed two pulls due to hydrolic issues."
2009-02-18,504,1,1899-12-30 11:04:00,"2",23,100,10,21920,873352,894594,21242,NA,NA,NA,NA,"Crew: CL, GW, MS, DG"
2009-02-18,508,1,1899-12-30 10:49:00,"2",53,125,10,13291,915806,936167,20361,NA,NA,NA,NA,"Crew: CL, GW, MS, DG"
2009-02-18,513,1,1899-12-30 12:10:00,"2",58,150,10,13291,936163,958180,22017,NA,NA,NA,NA,"Crew: CL, GW, MS, DG"
2009-02-18,519,1,1899-12-30 11:22:00,"2",7,70,10,13291,894614,915788,21174,NA,NA,NA,NA,"Crew: CL, GW, MS, DG"
2009-02-18,520,1,1899-12-30 12:34:00,"2",44,150,10,13291,958182,977768,19586,NA,NA,NA,NA,"Crew: Cynthia Laughlin, Gary Webb, Mike Silva, Diana Gould"
2009-02-18,602,1,1899-12-30 15:16:00,"2",5,45,10,21920,713390,732737,19347,NA,NA,NA,NA,"Crew: GW, DG, CL"
2009-02-18,606,1,1899-12-30 14:53:00,"2",22,90,10,21920,692940,713389,20449,NA,NA,NA,NA,"Crew: CL, GW, DG"
2009-02-18,609,1,1899-12-30 14:24:00,"2",32,125,10,21920,673808,692950,19142,NA,NA,NA,NA,"Crew: GW, DG, CL"
2009-02-18,610,1,1899-12-30 14:00:00,"2",13,60,10,21920,652654,673761,21107,NA,NA,NA,NA,"Crew: GW, CL, DG"
2009-02-18,703,1,1899-12-30 11:47:00,"2",6,45,10,21920,593941,612519,18578,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,704,1,1899-12-30 11:32:00,"2",25,110,10,21920,574071,593941,19870,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,705,1,1899-12-30 10:53:00,"2",13,60,10,21920,533687,553788,20101,NA,NA,NA,NA,"Crew:BD, VA, LD"
2009-02-18,706,1,1899-12-30 11:14:00,"2",36,140,10,21920,553788,574071,20283,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,707,1,1899-12-30 10:37:00,"2",26,110,10,21920,513716,533687,19971,NA,NA,NA,NA,"crew: BD, VA, LD"
2009-02-18,711,1,1899-12-30 10:11:00,"2",15,75,10,21920,495081,513697,18616,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,716,1,1899-12-30 09:30:00,"2",32,125,10,21920,454950,475542,20592,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,723,1,1899-12-30 09:48:00,"2",38,140,10,21920,475541,495007,19466,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,801,1,1899-12-30 12:06:00,"2",22,90,10,21920,612529,632328,19799,NA,NA,NA,NA,"Crew: Virginia Afentoulis, Lauren Damon, Brian Delano"
2009-02-18,804,1,1899-12-30 12:28:00,"2",31,125,10,21920,632328,652650,20322,NA,NA,NA,NA,"Crew: BD, LD, VA, 1oz spill on deck from cod end jar."
2009-02-18,812,1,1899-12-30 08:22:00,"4",20,90,10,21920,434674,454941,20267,NA,NA,NA,NA,"Crew: BD, VA, LD"
2009-02-18,815,1,1899-12-30 07:55:00,"4",40,140,10,21920,414994,434587,19593,NA,NA,NA,NA,"Crew:  Brian Delano, Virginia Afentoulis, Lauren Damon"
2009-03-02,703,1,1899-12-30 12:03:00,"2",12,60,10,21920,968720,987617,18897,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,704,1,1899-12-30 11:43:00,"2",28,125,10,21920,948715,968720,20005,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,705,1,1899-12-30 10:57:00,"2",16,75,10,21920,906094,926519,20425,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,706,1,1899-12-30 11:19:00,"2",34,125,10,21920,926519,948715,22196,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,707,1,1899-12-30 10:37:00,"2",32,125,10,21920,886041,906094,20053,NA,NA,NA,NA,"LD MG BD"
2009-03-02,711,1,1899-12-30 09:47:00,"2",14,60,10,21920,869515,886041,16526,NA,NA,NA,NA,"LD MG BD"
2009-03-02,716,1,1899-12-30 09:04:00,"2",40,155,10,21920,826617,848461,21844,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,723,1,1899-12-30 09:23:00,"2",38,140,10,21920,848461,869515,21054,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,809,1,1899-12-30 07:32:00,"4",45,155,10,13291,977826,997943,20117,NA,NA,NA,NA,"KF, VA, CL"
2009-03-02,812,1,1899-12-30 08:07:00,"4",9,45,10,21920,807062,826617,19555,NA,NA,NA,NA,"Crew: LD, MG, BD"
2009-03-02,815,1,1899-12-30 07:43:00,"4",16,90,10,21920,785964,807061,21097,NA,NA,NA,NA,"Lauren Damon, Michelle Gibson, Brian Delano"
2009-03-02,901,1,1899-12-30 07:56:00,"4",12,60,10,13291,997961,15679,17718,NA,NA,NA,NA,"VA KF CL"
2009-03-02,902,1,1899-12-30 08:15:00,"4",28,110,10,13291,15743,36297,20554,NA,NA,NA,NA,"Crew: VA, KF, CL"
2009-03-02,906,1,1899-12-30 10:46:00,"2",38,140,10,13291,93545,112047,18502,NA,NA,NA,NA,"VA KF CL"
2009-03-02,910,1,1899-12-30 11:11:00,"2",40,155,10,13291,112051,130085,18034,NA,NA,NA,NA,"VA KF CL"
2009-03-02,912,1,1899-12-30 11:38:00,"2",41,155,10,13291,130267,147925,17658,NA,NA,NA,NA,"crew: VA, KF, CL"
2009-03-02,914,1,1899-12-30 10:16:00,"4",25,110,10,13291,73864,93545,19681,NA,NA,NA,NA,"VA CL KF  Missed the 6:15 pull, caught up at the 5:00."
2009-03-02,915,1,1899-12-30 08:43:00,"4",22,90,10,13291,36297,55557,19260,NA,NA,NA,NA,"VA KF CL"
2009-03-02,918,1,1899-12-30 09:19:00,"4",20,90,10,13291,55579,73864,18285,NA,NA,NA,NA,"Crew: VA, KF, CL"
2009-03-02,919,1,1899-12-30 12:41:00,"2",15,75,10,13291,147924,166464,18540,NA,NA,NA,NA,"Crew:  VA, KF, CL"
2009-03-03,405,1,1899-12-30 10:12:00,"2",11,60,10,21920,87053,104310,17257,NA,NA,NA,NA,"Crew:  BD, KE, DG"
2009-03-03,411,1,1899-12-30 10:42:00,"2",15,75,10,21920,104753,126911,22158,NA,NA,NA,NA,"Crew: DG, BD, KE"
2009-03-03,418,1,1899-12-30 09:51:00,"2",36,140,10,21920,65792,87053,21261,NA,NA,NA,NA,"Crew: BD, KE, DG"
2009-03-03,501,1,1899-12-30 09:12:00,"2",24,90,10,13291,266118,286271,20153,NA,NA,NA,NA,"Crew: VA, MG, GW"
2009-03-03,504,1,1899-12-30 08:49:00,"2",25,110,10,13291,247628,266117,18489,NA,NA,NA,NA,"Crew:  VA, MG, GW  Start time estimated, should be accurate within 30sec-1min."
2009-03-03,508,1,1899-12-30 08:26:00,"1",57,155,10,13291,225454,247591,22137,NA,NA,NA,NA,"Crew:  VA, MG, GW"
2009-03-03,513,1,1899-12-30 08:03:00,"4",40,155,10,13291,201827,225454,23627,NA,NA,NA,NA,"Crew: VA, MG, GW"
2009-03-03,519,1,1899-12-30 09:33:00,"2",10,60,10,13291,286282,304548,18266,NA,NA,NA,NA,"Crew: VA. GW, MG"
2009-03-03,520,1,1899-12-30 10:07:00,"2",44,155,10,13291,304548,327508,22960,NA,NA,NA,NA,"Crew: VA, MG, GW"
2009-03-03,602,1,1899-12-30 09:22:00,"2",6,45,10,21920,47400,65791,18391,NA,NA,NA,NA,"Crew: BD, DG, KE"
2009-03-03,606,1,1899-12-30 08:54:00,"2",26,110,10,21920,26331,47227,20896,NA,NA,NA,NA,"Crew:  BD, KE, DG"
2009-03-03,609,1,1899-12-30 08:17:00,"4",10,60,10,21920,7645,26320,18675,NA,NA,NA,NA,"Crew: BD, KE, DG"
2009-03-03,610,1,1899-12-30 07:38:00,"4",27,110,10,21920,988075,7539,19464,NA,NA,NA,NA,"Crew: BD, DG, KE"
2009-03-03,801,1,1899-12-30 07:44:00,"4",22,90,10,13291,186825,205827,19002,NA,NA,NA,NA,"Crew:  VA, MG, GW"
2009-03-03,804,1,1899-12-30 07:23:00,"4",30,125,10,13291,166807,186825,20018,NA,NA,NA,NA,"Crew:  VA, MG, GW  (Virginia Afentoulis, Michelle Gibson, Gary Webb)"
2010-01-04,501,1,1899-12-30 09:47:00,"2",20,90,10,20780,724425,748723,24298,NA,NA,NA,NA,"Sample contained a large amount of foam from unknown origin."
2010-01-04,504,1,1899-12-30 10:14:00,"2",28,125,10,20780,749000,776631,27631,NA,NA,NA,NA,NA
2010-01-04,508,1,1899-12-30 08:56:00,"2",44,155,10,20780,675387,700340,24953,NA,NA,NA,NA,NA
2010-01-04,513,1,1899-12-30 08:33:00,"2",60,155,10,20780,649150,675389,26239,NA,NA,NA,NA,"acartiella in sample"
2010-01-04,519,1,1899-12-30 09:21:00,"2",6,45,10,20780,700347,724422,24075,NA,NA,NA,NA,NA
2010-01-04,520,1,1899-12-30 10:51:00,"2",40,155,10,20780,776645,801638,24993,NA,NA,NA,NA,NA
2010-01-04,801,1,1899-12-30 08:06:00,"2",29,110,10,20780,624045,649151,25106,NA,NA,NA,NA,NA
2010-01-04,804,1,1899-12-30 07:39:00,"2",40,155,10,20780,600341,624047,23706,NA,NA,NA,NA,NA
2010-01-04,809,1,1899-12-30 07:34:00,"4",48,155,10,22085,426577,452446,25869,NA,NA,NA,NA,NA
2010-01-04,901,1,1899-12-30 07:57:00,"4",9,45,10,22085,452446,475092,22646,NA,NA,NA,NA,"Converted from decimal minutes to DMS"
2010-01-04,902,1,1899-12-30 08:17:00,"4",27,110,10,22085,475092,498754,23662,NA,NA,NA,NA,"Secchi 200+. Converted from decimal minutes to DMS"
2010-01-04,906,1,1899-12-30 11:59:00,"2",40,155,10,22085,613324,635240,21916,NA,NA,NA,NA,"Secchi 200+"
2010-01-04,910,1,1899-12-30 11:32:00,"4",41,155,10,22085,590887,613324,22437,NA,NA,NA,NA,NA
2010-01-04,912,1,1899-12-30 11:06:00,"4",41,155,10,22085,566168,590887,24719,NA,NA,NA,NA,NA
2010-01-04,914,1,1899-12-30 10:01:00,"4",30,125,10,22085,543251,566168,22917,NA,NA,NA,NA,"Secchi 200+"
2010-01-04,915,1,1899-12-30 08:45:00,"4",20,90,10,22085,498754,520678,21924,NA,NA,NA,NA,"Secchi 200+"
2010-01-04,918,1,1899-12-30 09:19:00,"4",25,110,10,22085,520678,543251,22573,NA,NA,NA,NA,NA
2010-01-04,919,1,1899-12-30 12:32:00,"2",22,90,10,22085,635240,656285,21045,NA,NA,NA,NA,NA
2010-01-05,405,1,1899-12-30 13:07:00,"3",19,75,10,20780,932658,954450,21792,NA,NA,NA,NA,NA
2010-01-05,411,1,1899-12-30 13:52:00,"2",20,90,10,20780,954459,979980,25521,NA,NA,NA,NA,NA
2010-01-05,418,1,1899-12-30 12:42:00,"2",35,140,10,20780,907822,931305,23483,NA,NA,NA,NA,NA
2010-01-05,602,1,1899-12-30 12:19:00,"2",4,40,10,20780,883291,907811,24520,NA,NA,NA,NA,"Very shallow, only partially submerged for the tow duration"
2010-01-05,606,1,1899-12-30 11:15:00,"2",25,110,10,20780,837755,859965,22210,NA,NA,NA,NA,NA
2010-01-05,609,1,1899-12-30 11:42:00,"2",30,125,10,20780,859999,883230,23231,NA,NA,NA,NA,NA
2010-01-05,610,1,1899-12-30 10:11:00,"2",35,140,10,20780,815577,837755,22178,NA,NA,NA,NA,"Re-tow - too close to gates at 5min. Towed in opposite direction (away from gates)."
2010-01-05,703,1,1899-12-30 13:01:00,"2",7,45,10,22085,882745,904426,21681,NA,NA,NA,NA,NA
2010-01-05,704,1,1899-12-30 12:43:00,"2",35,140,10,22085,861352,882745,21393,NA,NA,NA,NA,NA
2010-01-05,705,1,1899-12-30 09:29:00,"1",14,65,10,22085,703287,725484,22197,NA,NA,NA,NA,NA
2010-01-05,706,1,1899-12-30 12:24:00,"2",38,140,10,22085,840601,861352,20751,NA,NA,NA,NA,NA
2010-01-05,707,1,1899-12-30 12:02:00,"2",31,125,10,22085,816975,840586,23611,NA,NA,NA,NA,"Had to retow. 1st tow filled entire net with peat and debris. Emptied net and cod end, washed down net and retowed."
2010-01-05,711,1,1899-12-30 10:20:00,"2",14,60,10,22085,725484,748436,22952,NA,NA,NA,NA,NA
2010-01-05,716,1,1899-12-30 10:48:00,"2",47,155,10,22085,748436,771355,22919,NA,NA,NA,NA,NA
2010-01-05,723,1,1899-12-30 11:08:00,"2",38,140,10,22085,771355,795236,23881,NA,NA,NA,NA,NA
2010-01-05,812,1,1899-12-30 08:51:00,"4",15,75,10,22085,680133,703287,23154,NA,NA,NA,NA,NA
2010-01-05,815,1,1899-12-30 08:00:00,"4",12,60,10,22085,656287,680133,23846,NA,NA,NA,NA,NA
2010-01-19,508,1,1899-12-30 09:04:00,"2",49,155,10,20780,596395,619649,23254,NA,NA,NA,NA,NA
2010-01-19,513,1,1899-12-30 08:41:00,"2",70,155,10,20780,573503,596338,22835,NA,NA,NA,NA,NA
2010-01-19,520,1,1899-12-30 09:29:00,"2",43,155,10,20780,620173,644962,24789,NA,NA,NA,NA,NA
2010-01-19,801,1,1899-12-30 08:13:00,"2",28,110,10,20780,550966,573500,22534,NA,NA,NA,NA,NA
2010-01-19,804,1,1899-12-30 07:49:00,"4",40,155,10,20780,527278,550946,23668,NA,NA,NA,NA,NA
2010-01-19,809,1,1899-12-30 07:29:00,"2",48,155,10,22085,904426,929940,25514,NA,NA,NA,NA,NA
2010-01-19,812,1,1899-12-30 11:32:00,"2",23,90,10,20780,687579,709628,22049,NA,NA,NA,NA,NA
2010-01-19,815,1,1899-12-30 11:01:00,"2",17,75,10,20780,667565,687570,20005,NA,NA,NA,NA,NA
2010-01-19,901,1,1899-12-30 10:34:00,"2",9,45,10,20780,645422,667259,21837,NA,NA,NA,NA,NA
2010-01-19,902,1,1899-12-30 08:23:00,"2",32,125,10,22085,930802,954810,24008,NA,NA,NA,NA,NA
2010-01-19,906,1,1899-12-30 13:25:00,"4",40,155,10,22085,86340,111547,25207,NA,NA,NA,NA,NA
2010-01-19,910,1,1899-12-30 13:03:00,"4",42,155,10,22085,60395,86344,25949,NA,NA,NA,NA,NA
2010-01-19,912,1,1899-12-30 12:38:00,"2",38,140,10,22085,35645,60394,24749,NA,NA,NA,NA,NA
2010-01-19,914,1,1899-12-30 11:23:00,"2",31,125,10,22085,2814,32391,29577,NA,NA,NA,NA,NA
2010-01-19,915,1,1899-12-30 08:48:00,"2",25,110,10,22085,954813,978862,24049,NA,NA,NA,NA,NA
2010-01-19,918,1,1899-12-30 10:13:00,"2",27,110,10,22085,979999,2313,22314,NA,NA,NA,NA,NA
2010-01-19,919,1,1899-12-30 13:57:00,"4",26,110,10,22085,112346,138585,26239,NA,NA,NA,NA,NA
2010-01-21,405,1,1899-12-30 10:57:00,"2",18,75,10,20780,830375,855203,24828,NA,NA,NA,NA,NA
