"Date","Station","Tow","FishCode","Catch","1/4 Subsampled","1/2 Subsampled","CatchID"
1/21/2009 0:00:00,705,1,49,2,0,0,108
1/21/2009 0:00:00,706,1,2,68,0,0,109
1/21/2009 0:00:00,706,1,49,3,0,0,110
1/21/2009 0:00:00,707,1,2,97,0,0,111
1/21/2009 0:00:00,707,1,49,1,0,0,112
1/21/2009 0:00:00,711,1,2,8,0,0,113
1/21/2009 0:00:00,711,1,49,2,0,0,114
1/21/2009 0:00:00,716,1,2,10,0,0,115
1/21/2009 0:00:00,716,1,49,2,0,0,116
1/21/2009 0:00:00,723,1,2,1,0,0,117
1/21/2009 0:00:00,812,1,2,6,0,0,118
1/21/2009 0:00:00,812,1,49,16,0,0,119
1/21/2009 0:00:00,815,1,2,4,0,0,120
1/21/2009 0:00:00,815,1,49,11,0,0,121
1/22/2009 0:00:00,501,1,2,5,0,0,122
1/22/2009 0:00:00,501,1,10,1,0,0,123
1/22/2009 0:00:00,501,1,49,1,0,0,124
1/22/2009 0:00:00,504,1,2,13,0,0,125
1/22/2009 0:00:00,504,1,10,6,0,0,126
1/22/2009 0:00:00,504,1,48,3,0,0,127
1/22/2009 0:00:00,504,1,49,7,0,0,128
1/22/2009 0:00:00,504,1,52,1,0,0,129
1/22/2009 0:00:00,508,1,2,191,0,0,130
1/22/2009 0:00:00,508,1,10,4,0,0,131
1/22/2009 0:00:00,508,1,49,6,0,0,132
1/22/2009 0:00:00,508,1,52,4,0,0,133
1/22/2009 0:00:00,513,1,2,161,0,0,134
1/22/2009 0:00:00,513,1,10,4,0,0,135
1/22/2009 0:00:00,513,1,49,4,0,0,136
1/22/2009 0:00:00,513,1,52,1,0,0,137
1/22/2009 0:00:00,519,1,2,7,0,0,138
1/22/2009 0:00:00,519,1,49,2,0,0,139
1/22/2009 0:00:00,519,1,52,2,0,0,140
1/22/2009 0:00:00,519,1,99,1,0,0,141
1/22/2009 0:00:00,520,1,2,61,0,0,142
1/22/2009 0:00:00,520,1,10,2,0,0,143
1/22/2009 0:00:00,520,1,49,4,0,0,144
1/22/2009 0:00:00,801,1,2,81,0,0,145
1/22/2009 0:00:00,801,1,13,1,0,0,146
1/22/2009 0:00:00,801,1,49,7,0,0,147
1/22/2009 0:00:00,804,1,2,85,0,0,148
1/22/2009 0:00:00,804,1,10,2,0,0,149
1/22/2009 0:00:00,804,1,49,10,0,0,150
1/23/2009 0:00:00,405,1,10,1,0,0,151
1/23/2009 0:00:00,411,1,10,21,0,0,152
1/23/2009 0:00:00,411,1,49,1,0,0,153
1/23/2009 0:00:00,418,1,10,10,0,0,154
1/23/2009 0:00:00,418,1,49,2,0,0,155
1/23/2009 0:00:00,602,1,2,4,0,0,156
1/23/2009 0:00:00,602,1,10,4,0,0,157
1/23/2009 0:00:00,602,1,49,1,0,0,158
1/23/2009 0:00:00,606,1,2,47,0,0,159
1/23/2009 0:00:00,606,1,3,1,0,0,160
1/23/2009 0:00:00,606,1,10,2,0,0,161
1/23/2009 0:00:00,606,1,49,28,0,0,162
1/23/2009 0:00:00,606,1,52,5,0,0,163
1/23/2009 0:00:00,606,1,59,1,0,0,164
1/23/2009 0:00:00,609,1,2,10,0,0,165
1/23/2009 0:00:00,609,1,49,52,0,0,166
1/23/2009 0:00:00,610,1,2,19,0,0,167
1/23/2009 0:00:00,610,1,49,22,0,0,168
2/2/2009 0:00:00,809,1,2,49,0,0,169
2/2/2009 0:00:00,809,1,49,84,0,0,170
2/2/2009 0:00:00,812,1,2,46,0,0,171
2/2/2009 0:00:00,812,1,49,47,0,0,172
2/2/2009 0:00:00,815,1,2,10,0,0,173
2/2/2009 0:00:00,815,1,49,82,0,0,174
2/2/2009 0:00:00,901,1,2,8,0,0,175
2/2/2009 0:00:00,901,1,49,108,0,0,176
2/2/2009 0:00:00,902,1,2,7,0,0,177
2/2/2009 0:00:00,902,1,49,219,0,0,178
2/2/2009 0:00:00,906,1,49,80,0,0,179
2/2/2009 0:00:00,910,1,2,1,0,0,180
2/2/2009 0:00:00,910,1,49,63,0,0,181
2/2/2009 0:00:00,912,1,49,24,0,0,182
2/2/2009 0:00:00,914,1,2,3,0,0,183
2/2/2009 0:00:00,914,1,49,45,0,0,184
2/2/2009 0:00:00,915,1,2,14,0,0,185
2/2/2009 0:00:00,915,1,49,122,0,0,186
2/2/2009 0:00:00,918,1,2,2,0,0,187
2/2/2009 0:00:00,918,1,49,95,0,0,188
2/2/2009 0:00:00,919,1,49,96,0,0,189
2/3/2009 0:00:00,703,1,2,154,0,0,190
2/3/2009 0:00:00,703,1,10,1,0,0,191
2/3/2009 0:00:00,703,1,13,3,0,0,192
2/3/2009 0:00:00,703,1,49,14,0,0,193
2/3/2009 0:00:00,703,1,52,7,0,0,194
2/3/2009 0:00:00,704,1,2,80,0,0,195
2/3/2009 0:00:00,704,1,10,3,0,0,196
2/3/2009 0:00:00,704,1,49,14,0,0,197
2/3/2009 0:00:00,705,1,2,251,0,0,198
2/3/2009 0:00:00,705,1,10,2,0,0,199
2/3/2009 0:00:00,705,1,49,24,0,0,200
2/3/2009 0:00:00,706,1,2,128,0,0,201
2/3/2009 0:00:00,706,1,49,18,0,0,202
2/3/2009 0:00:00,707,1,2,176,0,0,203
2/3/2009 0:00:00,707,1,49,10,0,0,204
2/3/2009 0:00:00,711,1,2,20,0,0,205
2/3/2009 0:00:00,711,1,49,84,0,0,206
2/3/2009 0:00:00,716,1,2,75,0,0,207
2/3/2009 0:00:00,716,1,49,10,0,0,208
2/3/2009 0:00:00,723,1,2,65,0,0,209
2/3/2009 0:00:00,723,1,49,23,0,0,210
2/4/2009 0:00:00,501,1,2,14,0,0,211
2/4/2009 0:00:00,501,1,10,13,0,0,212
2/4/2009 0:00:00,501,1,13,1,0,0,213
2/4/2009 0:00:00,501,1,48,1,0,0,214
2/4/2009 0:00:00,501,1,52,176,0,0,215
2/4/2009 0:00:00,504,1,1,2,0,0,216
2/4/2009 0:00:00,504,1,2,5,0,0,217
2/4/2009 0:00:00,504,1,10,9,0,0,218
2/4/2009 0:00:00,504,1,13,1,0,0,219
2/4/2009 0:00:00,504,1,48,5,0,0,220
2/4/2009 0:00:00,504,1,49,2,0,0,221
2/4/2009 0:00:00,504,1,52,5,0,0,222
2/4/2009 0:00:00,508,1,1,7,0,0,223
2/4/2009 0:00:00,508,1,2,101,0,0,224
2/4/2009 0:00:00,508,1,10,31,0,0,225
2/4/2009 0:00:00,508,1,48,1,0,0,226
2/4/2009 0:00:00,508,1,49,3,0,0,227
2/4/2009 0:00:00,508,1,52,74,0,0,228
2/4/2009 0:00:00,519,1,2,27,0,0,229
2/4/2009 0:00:00,519,1,10,15,0,0,230
2/4/2009 0:00:00,519,1,49,3,0,0,231
2/4/2009 0:00:00,519,1,52,24,0,0,232
2/4/2009 0:00:00,520,1,2,135,0,0,233
2/4/2009 0:00:00,520,1,10,10,0,0,234
2/4/2009 0:00:00,520,1,49,12,0,0,235
2/4/2009 0:00:00,520,1,52,77,0,0,236
2/4/2009 0:00:00,801,1,2,60,0,0,237
2/4/2009 0:00:00,801,1,10,2,0,0,238
2/4/2009 0:00:00,801,1,49,9,0,0,239
2/4/2009 0:00:00,801,1,52,2,0,0,240
2/4/2009 0:00:00,804,1,2,36,0,0,241
2/4/2009 0:00:00,804,1,10,4,0,0,242
2/4/2009 0:00:00,804,1,49,15,0,0,243
2/4/2009 0:00:00,804,1,52,1,0,0,244
2/5/2009 0:00:00,405,1,10,2,0,0,245
2/5/2009 0:00:00,405,1,13,4,0,0,246
2/5/2009 0:00:00,405,1,52,309,0,0,247
2/5/2009 0:00:00,411,1,2,1,0,0,248
2/5/2009 0:00:00,411,1,10,8,0,0,249
2/5/2009 0:00:00,411,1,13,2,0,0,250
2/5/2009 0:00:00,411,1,51,1,0,0,251
2/5/2009 0:00:00,411,1,52,124,0,0,252
2/5/2009 0:00:00,418,1,2,1,0,0,253
2/5/2009 0:00:00,418,1,10,128,0,0,254
2/5/2009 0:00:00,418,1,13,1,0,0,255
2/5/2009 0:00:00,418,1,48,2,0,0,256
2/5/2009 0:00:00,418,1,49,1,0,0,257
2/5/2009 0:00:00,418,1,52,317,0,0,258
2/5/2009 0:00:00,513,1,2,14,0,0,259
2/5/2009 0:00:00,513,1,10,15,0,0,260
2/5/2009 0:00:00,513,1,13,3,0,0,261
2/5/2009 0:00:00,513,1,49,4,0,0,262
2/5/2009 0:00:00,513,1,52,73,0,0,263
2/5/2009 0:00:00,602,1,2,11,0,0,264
2/5/2009 0:00:00,602,1,10,4,0,0,265
2/5/2009 0:00:00,602,1,13,1,0,0,266
2/5/2009 0:00:00,602,1,48,1,0,0,267
2/5/2009 0:00:00,602,1,49,2,0,0,268
2/5/2009 0:00:00,602,1,52,79,0,0,269
2/5/2009 0:00:00,606,1,2,144,0,0,270
2/5/2009 0:00:00,606,1,10,12,0,0,271
2/5/2009 0:00:00,606,1,49,31,0,0,272
2/5/2009 0:00:00,606,1,52,105,0,0,273
2/5/2009 0:00:00,609,1,2,98,0,0,274
2/5/2009 0:00:00,609,1,10,3,0,0,275
2/5/2009 0:00:00,609,1,20,1,0,0,276
2/5/2009 0:00:00,609,1,49,129,0,0,277
2/5/2009 0:00:00,610,1,2,27,0,0,278
2/5/2009 0:00:00,610,1,10,1,0,0,279
2/5/2009 0:00:00,610,1,20,1,0,0,280
2/5/2009 0:00:00,610,1,49,89,0,0,281
2/5/2009 0:00:00,610,1,52,6,0,0,282
2/17/2009 0:00:00,809,1,2,55,0,0,283
2/17/2009 0:00:00,809,1,10,2,0,0,284
2/17/2009 0:00:00,809,1,49,205,0,0,285
2/17/2009 0:00:00,901,1,2,23,0,0,286
2/17/2009 0:00:00,901,1,49,156,0,0,287
2/17/2009 0:00:00,902,1,2,15,0,0,288
2/17/2009 0:00:00,902,1,49,501,0,0,289
2/17/2009 0:00:00,906,1,2,1,0,0,290
2/17/2009 0:00:00,906,1,49,183,0,0,291
2/17/2009 0:00:00,910,1,49,48,0,0,292
2/17/2009 0:00:00,912,1,2,1,0,0,293
2/17/2009 0:00:00,912,1,49,121,0,0,294
2/17/2009 0:00:00,914,1,2,5,0,0,295
2/17/2009 0:00:00,914,1,49,367,0,0,296
2/17/2009 0:00:00,915,1,2,19,0,0,297
2/17/2009 0:00:00,915,1,49,332,0,0,298
2/17/2009 0:00:00,918,1,2,7,0,0,299
2/17/2009 0:00:00,918,1,49,424,0,0,300
2/17/2009 0:00:00,919,1,49,1402,0,0,301
2/18/2009 0:00:00,405,1,2,114,0,0,302
2/18/2009 0:00:00,405,1,10,25,0,0,303
2/18/2009 0:00:00,405,1,49,7,0,0,304
2/18/2009 0:00:00,405,1,52,258,0,0,305
2/18/2009 0:00:00,411,1,2,51,0,0,306
2/18/2009 0:00:00,411,1,10,11,0,0,307
2/18/2009 0:00:00,411,1,49,6,0,0,308
2/18/2009 0:00:00,411,1,52,488,0,0,309
2/18/2009 0:00:00,411,1,59,2,0,0,310
2/18/2009 0:00:00,418,1,2,338,0,0,311
2/18/2009 0:00:00,418,1,10,29,0,0,312
2/18/2009 0:00:00,418,1,13,4,0,0,313
2/18/2009 0:00:00,418,1,48,1,0,0,314
2/18/2009 0:00:00,418,1,49,25,0,0,315
2/18/2009 0:00:00,418,1,52,444,0,0,316
2/18/2009 0:00:00,501,1,2,62,0,0,317
2/18/2009 0:00:00,501,1,10,8,0,0,318
2/18/2009 0:00:00,501,1,48,1,0,0,319
2/18/2009 0:00:00,501,1,49,2,0,0,320
2/18/2009 0:00:00,501,1,52,610,0,0,321
2/18/2009 0:00:00,501,1,59,2,0,0,322
2/18/2009 0:00:00,504,1,2,26,0,0,323
2/18/2009 0:00:00,504,1,10,1,0,0,324
2/18/2009 0:00:00,504,1,49,8,0,0,325
2/18/2009 0:00:00,504,1,52,285,0,0,326
2/18/2009 0:00:00,508,1,2,243,0,0,327
2/18/2009 0:00:00,508,1,10,45,0,0,328
2/18/2009 0:00:00,508,1,13,1,0,0,329
2/18/2009 0:00:00,508,1,49,18,0,0,330
2/18/2009 0:00:00,508,1,52,753,0,0,331
2/18/2009 0:00:00,508,1,99,25,0,0,332
2/18/2009 0:00:00,513,1,2,284,0,0,333
2/18/2009 0:00:00,513,1,10,53,0,0,334
2/18/2009 0:00:00,513,1,13,4,0,0,335
2/18/2009 0:00:00,513,1,49,12,0,0,336
2/18/2009 0:00:00,513,1,52,166,0,0,337
2/18/2009 0:00:00,519,1,2,211,0,0,338
2/18/2009 0:00:00,519,1,10,15,0,0,339
2/18/2009 0:00:00,519,1,13,1,0,0,340
2/18/2009 0:00:00,519,1,49,27,0,0,341
2/18/2009 0:00:00,519,1,52,190,0,0,342
2/18/2009 0:00:00,519,1,99,1,0,0,343
2/18/2009 0:00:00,520,1,2,108,0,0,344
2/18/2009 0:00:00,520,1,10,6,0,0,345
2/18/2009 0:00:00,520,1,49,16,0,0,346
2/18/2009 0:00:00,520,1,52,34,0,0,347
2/18/2009 0:00:00,602,1,2,167,0,0,348
2/18/2009 0:00:00,602,1,10,5,0,0,349
2/18/2009 0:00:00,602,1,52,146,0,0,350
2/18/2009 0:00:00,602,1,59,4,0,0,351
2/18/2009 0:00:00,606,1,2,109,0,0,352
2/18/2009 0:00:00,606,1,10,21,0,0,353
2/18/2009 0:00:00,606,1,49,38,0,0,354
2/18/2009 0:00:00,606,1,52,71,0,0,355
2/18/2009 0:00:00,609,1,2,156,0,0,356
2/18/2009 0:00:00,609,1,10,3,0,0,357
2/18/2009 0:00:00,609,1,49,196,0,0,358
2/18/2009 0:00:00,609,1,52,62,0,0,359
2/18/2009 0:00:00,610,1,2,28,0,0,360
2/18/2009 0:00:00,610,1,49,135,0,0,361
2/18/2009 0:00:00,610,1,52,3,0,0,362
2/18/2009 0:00:00,703,1,2,85,0,0,363
2/18/2009 0:00:00,703,1,49,25,0,0,364
2/18/2009 0:00:00,703,1,52,2,0,0,365
2/18/2009 0:00:00,704,1,2,133,0,0,366
2/18/2009 0:00:00,704,1,10,1,0,0,367
2/18/2009 0:00:00,704,1,49,52,0,0,368
2/18/2009 0:00:00,704,1,52,3,0,0,369
2/18/2009 0:00:00,705,1,2,54,0,0,370
2/18/2009 0:00:00,705,1,49,69,0,0,371
2/18/2009 0:00:00,706,1,2,241,0,0,372
2/18/2009 0:00:00,706,1,49,40,0,0,373
2/18/2009 0:00:00,707,1,2,35,0,0,374
2/18/2009 0:00:00,707,1,49,36,0,0,375
2/18/2009 0:00:00,711,1,49,6,0,0,376
2/18/2009 0:00:00,716,1,2,53,0,0,377
2/18/2009 0:00:00,716,1,49,153,0,0,378
2/18/2009 0:00:00,723,1,2,20,0,0,379
2/18/2009 0:00:00,723,1,49,76,0,0,380
2/18/2009 0:00:00,801,1,2,156,0,0,381
2/18/2009 0:00:00,801,1,10,11,0,0,382
2/18/2009 0:00:00,801,1,49,14,0,0,383
2/18/2009 0:00:00,801,1,52,28,0,0,384
2/18/2009 0:00:00,804,1,2,66,0,0,385
2/18/2009 0:00:00,804,1,49,15,0,0,386
2/18/2009 0:00:00,804,1,52,13,0,0,387
2/18/2009 0:00:00,812,1,2,16,0,0,388
2/18/2009 0:00:00,812,1,49,127,0,0,389
2/18/2009 0:00:00,815,1,2,7,0,0,390
2/18/2009 0:00:00,815,1,49,186,0,0,391
3/2/2009 0:00:00,703,1,2,11,0,0,392
3/2/2009 0:00:00,703,1,49,8,0,0,393
3/2/2009 0:00:00,704,1,2,8,0,0,394
3/2/2009 0:00:00,704,1,49,5,0,0,395
3/2/2009 0:00:00,705,1,2,10,0,0,396
3/2/2009 0:00:00,705,1,49,15,0,0,397
3/2/2009 0:00:00,706,1,2,11,0,0,398
3/2/2009 0:00:00,706,1,3,1,0,0,399
3/2/2009 0:00:00,706,1,49,30,0,0,400
3/2/2009 0:00:00,707,1,2,10,0,0,401
3/2/2009 0:00:00,707,1,49,8,0,0,402
3/2/2009 0:00:00,711,1,2,1,0,0,403
3/2/2009 0:00:00,711,1,49,3,0,0,404
3/2/2009 0:00:00,716,1,2,8,0,0,405
3/2/2009 0:00:00,716,1,49,31,0,0,406
3/2/2009 0:00:00,723,1,2,8,0,0,407
3/2/2009 0:00:00,723,1,49,51,0,0,408
3/2/2009 0:00:00,809,1,2,4,0,0,409
3/2/2009 0:00:00,809,1,49,44,0,0,410
3/2/2009 0:00:00,812,1,2,5,0,0,411
3/2/2009 0:00:00,812,1,49,64,0,0,412
3/2/2009 0:00:00,815,1,2,3,0,0,413
3/2/2009 0:00:00,815,1,49,56,0,0,414
3/2/2009 0:00:00,901,1,2,8,0,0,415
3/2/2009 0:00:00,901,1,49,61,0,0,416
3/2/2009 0:00:00,902,1,49,265,0,0,417
3/2/2009 0:00:00,906,1,2,1,0,0,418
3/2/2009 0:00:00,906,1,49,101,0,0,419
3/2/2009 0:00:00,910,1,2,1,0,0,420
3/2/2009 0:00:00,910,1,49,93,0,0,421
3/2/2009 0:00:00,912,1,49,43,0,0,422
3/2/2009 0:00:00,914,1,2,1,0,0,423
3/2/2009 0:00:00,914,1,49,132,0,0,424
3/2/2009 0:00:00,915,1,49,150,0,0,425
3/2/2009 0:00:00,918,1,2,2,0,0,426
3/2/2009 0:00:00,918,1,49,105,0,0,427
3/2/2009 0:00:00,919,1,49,24,0,0,428
3/3/2009 0:00:00,405,1,2,16,0,0,429
3/3/2009 0:00:00,405,1,10,70,0,0,430
3/3/2009 0:00:00,405,1,13,7,0,0,431
3/3/2009 0:00:00,405,1,49,8,0,0,432
3/3/2009 0:00:00,405,1,52,47,0,0,433
3/3/2009 0:00:00,411,1,2,250,0,0,434
3/3/2009 0:00:00,411,1,10,142,0,0,435
3/3/2009 0:00:00,411,1,13,11,0,0,436
3/3/2009 0:00:00,411,1,49,14,0,0,437
3/3/2009 0:00:00,411,1,52,337,0,0,438
3/3/2009 0:00:00,418,1,2,55,0,0,439
3/3/2009 0:00:00,418,1,10,106,0,0,440
3/3/2009 0:00:00,418,1,13,2,0,0,441
3/3/2009 0:00:00,418,1,49,10,0,0,442
3/3/2009 0:00:00,418,1,52,91,0,0,443
3/3/2009 0:00:00,501,1,2,232,0,0,444
3/3/2009 0:00:00,501,1,10,67,0,0,445
3/3/2009 0:00:00,501,1,13,1,0,0,446
3/3/2009 0:00:00,501,1,44,1,0,0,447
3/3/2009 0:00:00,501,1,49,16,0,0,448
3/3/2009 0:00:00,501,1,52,14,0,0,449
3/3/2009 0:00:00,504,1,2,69,0,0,450
3/3/2009 0:00:00,504,1,10,276,0,0,451
3/3/2009 0:00:00,504,1,13,2,0,0,452
3/3/2009 0:00:00,504,1,49,8,0,0,453
3/3/2009 0:00:00,504,1,52,78,0,0,454
3/3/2009 0:00:00,508,1,2,435,0,0,455
3/3/2009 0:00:00,508,1,10,67,0,0,456
3/3/2009 0:00:00,508,1,49,38,0,0,457
3/3/2009 0:00:00,508,1,52,62,0,0,458
3/3/2009 0:00:00,513,1,2,111,0,0,459
3/3/2009 0:00:00,513,1,10,20,0,0,460
3/3/2009 0:00:00,513,1,49,55,0,0,461
3/3/2009 0:00:00,519,1,2,57,0,0,462
3/3/2009 0:00:00,519,1,10,85,0,0,463
3/3/2009 0:00:00,519,1,20,3,0,0,464
3/3/2009 0:00:00,519,1,49,83,0,0,465
3/3/2009 0:00:00,519,1,52,3,0,0,466
3/3/2009 0:00:00,519,1,59,1,0,0,467
3/3/2009 0:00:00,520,1,2,60,0,0,468
3/3/2009 0:00:00,520,1,10,3,0,0,469
3/3/2009 0:00:00,520,1,49,12,0,0,470
3/3/2009 0:00:00,602,1,2,178,0,0,471
3/3/2009 0:00:00,602,1,10,141,0,0,472
3/3/2009 0:00:00,602,1,49,29,0,0,473
3/3/2009 0:00:00,602,1,52,8,0,0,474
3/3/2009 0:00:00,606,1,2,26,0,0,475
3/3/2009 0:00:00,606,1,10,81,0,0,476
3/3/2009 0:00:00,606,1,20,1,0,0,477
3/3/2009 0:00:00,606,1,49,32,0,0,478
3/3/2009 0:00:00,606,1,52,17,0,0,479
3/3/2009 0:00:00,609,1,2,65,0,0,480
3/3/2009 0:00:00,609,1,10,16,0,0,481
3/3/2009 0:00:00,609,1,49,47,0,0,482
3/3/2009 0:00:00,609,1,52,4,0,0,483
3/3/2009 0:00:00,610,1,2,3,0,0,484
3/3/2009 0:00:00,610,1,20,2,0,0,485
3/3/2009 0:00:00,610,1,49,106,0,0,486
3/3/2009 0:00:00,801,1,2,37,0,0,487
3/3/2009 0:00:00,801,1,10,3,0,0,488
3/3/2009 0:00:00,801,1,49,28,0,0,489
3/3/2009 0:00:00,804,1,2,47,0,0,490
3/3/2009 0:00:00,804,1,10,2,0,0,491
3/3/2009 0:00:00,804,1,49,54,0,0,492
1/4/2010 0:00:00,501,1,2,156,0,0,493
1/4/2010 0:00:00,501,1,13,1,0,0,494
1/4/2010 0:00:00,501,1,14,1,0,0,495
1/4/2010 0:00:00,501,1,49,4,0,0,496
1/4/2010 0:00:00,501,1,52,98,0,0,497
1/4/2010 0:00:00,504,1,2,40,0,0,498
1/4/2010 0:00:00,504,1,13,2,0,0,499
1/4/2010 0:00:00,504,1,49,4,0,0,500
1/4/2010 0:00:00,504,1,52,47,0,0,501
1/4/2010 0:00:00,508,1,2,116,0,0,502
1/4/2010 0:00:00,508,1,48,1,0,0,503
1/4/2010 0:00:00,508,1,49,4,0,0,504
1/4/2010 0:00:00,508,1,52,103,0,0,505
1/4/2010 0:00:00,513,1,2,134,0,0,506
1/4/2010 0:00:00,513,1,13,1,0,0,507
1/4/2010 0:00:00,513,1,52,48,0,0,508
1/4/2010 0:00:00,519,1,2,30,0,0,509
1/4/2010 0:00:00,519,1,49,2,0,0,510
1/4/2010 0:00:00,519,1,52,7,0,0,511
1/4/2010 0:00:00,520,1,2,138,0,0,512
1/4/2010 0:00:00,520,1,49,2,0,0,513
1/4/2010 0:00:00,520,1,52,11,0,0,514
1/4/2010 0:00:00,801,1,2,28,0,0,515
