"Date","Station","Tow","FishCode","Catch","X1.4.Subsampled","X1.2.Subsampled","CatchID"
2022-02-24,519,1,49,1,0,0,7800
2022-02-24,520,1,2,50,0,0,7802
2022-02-24,520,1,10,15,0,0,7803
2022-02-24,520,1,49,12,0,0,7801
2022-02-24,602,1,2,14,0,0,7810
2022-02-24,602,1,10,10,0,0,7809
2022-02-24,602,1,49,2,0,0,7811
2022-02-24,602,1,52,1,0,0,7812
2022-02-24,606,1,2,14,0,0,7806
2022-02-24,606,1,10,7,0,0,7804
2022-02-24,606,1,20,1,0,0,7807
2022-02-24,606,1,49,11,0,0,7805
2022-02-24,606,1,52,3,0,0,7808
2022-02-24,609,1,2,7,0,0,7815
2022-02-24,609,1,10,2,0,0,7814
2022-02-24,609,1,49,29,0,0,7813
2022-02-24,610,1,2,3,0,0,7818
2022-02-24,610,1,10,3,0,0,7816
2022-02-24,610,1,49,4,0,0,7817
2022-02-25,340,1,10,13,0,0,7764
2022-02-25,342,1,10,236,0,0,7762
2022-02-25,342,1,13,2,0,0,7763
2022-02-25,343,1,10,218,0,0,7761
2022-02-25,343,1,13,2,0,0,7760
2022-02-25,344,1,2,1,0,0,7759
2022-02-25,344,1,10,386,0,0,7757
2022-02-25,344,1,52,3,0,0,7756
2022-02-25,344,1,69,2,0,0,7758
2022-02-25,345,1,10,632,0,0,7752
2022-02-25,345,1,13,3,0,0,7754
2022-02-25,345,1,49,1,0,0,7753
2022-02-25,345,1,52,3,0,0,7755
2022-02-25,346,1,2,4,0,0,7748
2022-02-25,346,1,10,653,0,0,7747
2022-02-25,346,1,13,7,0,0,7750
2022-02-25,346,1,49,14,0,0,7749
2022-02-25,346,1,52,4,0,0,7751
2022-02-25,347,1,10,132,0,0,7743
2022-02-25,347,1,13,4,0,0,7744
2022-02-25,347,1,49,2,0,0,7745
2022-02-25,347,1,52,5,0,0,7746
2022-02-25,348,1,2,2,0,0,7739
2022-02-25,348,1,10,82,0,0,7741
2022-02-25,348,1,13,5,0,0,7742
2022-02-25,348,1,49,20,0,0,7740
2022-02-25,348,1,52,3,0,0,7738
2022-02-25,349,1,10,6,0,0,7737
2022-02-25,349,1,49,15,0,0,7735
2022-02-25,349,1,52,5,0,0,7734
2022-02-25,349,1,69,1,0,0,7736
2022-02-28,707,1,2,1,0,0,7829
2022-02-28,707,1,49,40,0,0,7828
2022-02-28,711,1,49,17,0,0,7827
2022-02-28,716,1,49,144,0,0,7841
2022-02-28,723,1,2,1,0,0,7824
2022-02-28,723,1,49,94,0,0,7825
2022-02-28,723,1,52,1,0,0,7826
2022-03-07,809,1,2,14,0,0,7960
2022-03-07,809,1,10,1,0,0,7959
2022-03-07,809,1,49,60,0,0,7958
2022-03-07,812,1,2,3,0,0,7957
2022-03-07,812,1,49,107,0,0,7956
2022-03-07,815,1,2,1,0,0,7955
2022-03-07,815,1,49,120,0,0,7954
2022-03-07,901,1,49,66,0,0,7953
2022-03-07,902,1,2,1,0,0,7951
2022-03-07,902,1,49,76,0,0,7952
2022-03-07,906,1,49,208,0,0,7947
2022-03-07,910,1,44,1,0,0,7943
2022-03-07,910,1,49,42,0,0,7944
2022-03-07,912,1,49,32,0,0,7946
2022-03-07,914,1,49,255,0,0,7948
2022-03-07,915,1,49,33,0,0,7950
2022-03-07,918,1,49,60,0,0,7949
2022-03-07,919,1,49,175,0,0,7945
2022-03-08,513,1,2,35,0,0,7896
2022-03-08,513,1,10,21,0,0,7895
2022-03-08,513,1,49,22,0,0,7897
2022-03-08,703,1,2,6,0,0,7938
2022-03-08,703,1,10,2,0,0,7940
2022-03-08,703,1,49,37,0,0,7939
2022-03-08,704,1,2,7,0,0,7936
2022-03-08,704,1,49,17,0,0,7937
2022-03-08,705,1,2,2,0,0,7934
2022-03-08,705,1,49,163,0,0,7935
2022-03-08,706,1,2,11,0,0,7931
2022-03-08,706,1,10,1,0,0,7933
2022-03-08,706,1,49,59,0,0,7932
2022-03-08,707,1,2,39,0,0,7929
2022-03-08,707,1,49,112,0,0,7930
2022-03-08,711,1,2,2,0,0,7927
2022-03-08,711,1,49,48,0,0,7928
2022-03-08,716,1,2,4,0,0,7941
2022-03-08,716,1,49,95,0,0,7942
2022-03-08,723,1,2,1,0,0,7925
2022-03-08,723,1,49,42,0,0,7926
2022-03-08,801,1,2,12,0,0,7922
2022-03-08,801,1,10,11,0,0,7920
2022-03-08,801,1,49,22,0,0,7921
2022-03-08,804,1,2,6,0,0,7923
2022-03-08,804,1,49,259,0,0,7924
2022-03-09,405,1,2,36,0,0,7984
2022-03-09,405,1,10,334,0,0,7981
2022-03-09,405,1,13,8,0,0,7985
2022-03-09,405,1,49,1,0,0,7982
2022-03-09,405,1,52,4,0,0,7983
2022-03-09,411,1,2,16,0,0,7980
2022-03-09,411,1,10,522,0,0,7977
2022-03-09,411,1,13,11,0,0,7978
2022-03-09,411,1,49,10,0,0,7979
2022-03-09,418,1,2,30,0,0,7972
2022-03-09,418,1,10,240,0,0,7974
2022-03-09,418,1,13,6,0,0,7976
2022-03-09,418,1,49,3,0,0,7973
2022-03-09,418,1,52,1,0,0,7975
2022-03-09,501,1,2,127,0,0,7967
2022-03-09,501,1,10,370,0,0,7968
2022-03-09,501,1,13,8,0,0,7970
2022-03-09,501,1,49,12,0,0,7969
2022-03-09,501,1,52,8,0,0,7971
2022-03-09,504,1,2,100,0,0,7966
2022-03-09,504,1,10,39,0,0,7961
2022-03-09,504,1,13,4,0,0,7963
2022-03-09,504,1,49,7,0,0,7964
2022-03-09,504,1,52,1,0,0,7965
2022-03-09,504,1,59,1,0,0,7962
2022-03-09,508,1,2,67,0,0,7891
2022-03-09,508,1,10,302,0,0,7890
2022-03-09,508,1,13,3,0,0,7894
2022-03-09,508,1,49,3,0,0,7893
2022-03-09,508,1,52,1,0,0,7892
2022-03-09,519,1,2,106,0,0,7902
2022-03-09,519,1,10,47,0,0,7899
2022-03-09,519,1,13,6,0,0,7898
2022-03-09,519,1,49,10,0,0,7901
2022-03-09,519,1,52,6,0,0,7900
2022-03-09,520,1,2,29,0,0,7903
2022-03-09,520,1,10,75,0,0,7904
2022-03-09,520,1,49,7,0,0,7905
2022-03-09,602,1,2,55,0,0,7910
2022-03-09,602,1,10,63,0,0,7906
2022-03-09,602,1,13,2,0,0,7907
2022-03-09,602,1,52,3,0,0,7908
2022-03-09,606,1,2,9,0,0,7912
2022-03-09,606,1,10,23,0,0,7914
2022-03-09,606,1,49,14,0,0,7913
2022-03-09,606,1,52,2,0,0,7911
2022-03-09,609,1,2,11,0,0,7916
2022-03-09,609,1,49,17,0,0,7915
2022-03-09,610,1,2,18,0,0,7917
2022-03-09,610,1,10,6,0,0,7918
2022-03-09,610,1,49,3,0,0,7919
2022-03-10,340,1,2,1,0,0,7883
2022-03-10,340,1,10,469,0,0,7882
2022-03-10,340,1,13,4,0,0,7884
2022-03-10,342,1,2,1,0,0,8019
2022-03-10,342,1,10,2070,0,0,8017
2022-03-10,342,1,13,17,0,0,8021
2022-03-10,342,1,49,2,0,0,8020
2022-03-10,342,1,52,1,0,0,8018
2022-03-10,343,1,10,1041,0,0,7987
2022-03-10,343,1,13,28,0,0,7991
2022-03-10,343,1,20,1,0,0,7988
2022-03-10,343,1,49,2,0,0,7989
2022-03-10,343,1,52,3,0,0,7986
2022-03-10,343,1,69,1,0,0,7990
2022-03-10,344,1,10,313,0,0,7992
2022-03-10,344,1,13,11,0,0,7995
2022-03-10,344,1,49,2,0,0,7993
2022-03-10,344,1,69,4,0,0,7994
2022-03-10,345,1,10,107,0,0,7997
2022-03-10,345,1,13,5,0,0,7998
2022-03-10,345,1,69,1,0,0,7996
2022-03-10,346,1,10,86,0,0,7999
2022-03-10,346,1,13,12,0,0,8000
2022-03-10,346,1,49,2,0,0,8001
2022-03-10,346,1,69,3,0,0,8002
2022-03-10,347,1,10,63,0,0,8004
2022-03-10,347,1,13,7,0,0,8007
2022-03-10,347,1,49,1,0,0,8005
2022-03-10,347,1,52,12,0,0,8003
2022-03-10,347,1,69,1,0,0,8006
2022-03-10,348,1,10,20,0,0,8008
2022-03-10,348,1,13,3,0,0,8011
2022-03-10,348,1,49,1,0,0,8009
2022-03-10,348,1,69,3,0,0,8010
2022-03-10,349,1,10,3,0,0,8012
2022-03-10,349,1,13,2,0,0,8013
2022-03-10,349,1,49,24,0,0,8015
2022-03-10,349,1,69,1,0,0,8014
2022-03-21,809,1,2,18,0,0,7887
2022-03-21,809,1,10,1,0,0,7889
2022-03-21,809,1,49,53,0,0,7888
2022-03-21,812,1,2,10,0,0,7886
2022-03-21,812,1,49,186,0,0,7885
2022-03-21,815,1,3,1,0,0,7878
2022-03-21,815,1,49,104,0,0,7876
2022-03-21,815,1,67,1,0,0,7877
2022-03-21,901,1,49,17,0,0,7879
2022-03-21,902,1,2,3,0,0,7881
2022-03-21,902,1,49,126,0,0,7880
2022-03-21,906,1,2,1,0,0,7863
2022-03-21,906,1,49,134,0,0,7862
2022-03-21,910,1,49,87,0,0,7873
2022-03-21,912,1,49,22,0,0,7872
2022-03-21,914,1,44,1,0,0,7875
2022-03-21,914,1,49,305,0,0,7874
2022-03-21,915,1,2,1,0,0,8115
2022-03-21,915,1,44,2,0,0,8114
2022-03-21,915,1,49,120,0,0,8112
2022-03-21,918,1,49,80,0,0,7869
2022-03-21,919,1,2,1,0,0,7860
2022-03-21,919,1,49,99,0,0,7859
2022-03-22,508,1,2,43,0,0,8026
2022-03-22,508,1,10,136,0,0,8022
2022-03-22,508,1,13,3,0,0,8023
2022-03-22,508,1,34,2,0,0,8024
2022-03-22,508,1,49,9,0,0,8025
2022-03-22,520,1,2,72,0,0,8030
2022-03-22,520,1,10,253,0,0,8027
2022-03-22,520,1,13,1,0,0,8029
2022-03-22,520,1,49,15,0,0,8028
2022-03-22,703,1,2,10,0,0,7865
2022-03-22,703,1,10,1,0,0,7866
2022-03-22,703,1,49,9,0,0,7868
2022-03-22,704,1,2,30,0,0,8044
2022-03-22,704,1,49,63,0,0,8043
2022-03-22,705,1,2,29,0,0,8042
2022-03-22,705,1,49,46,0,0,8041
2022-03-22,706,1,2,52,0,0,8118
2022-03-22,706,1,10,2,0,0,8117
2022-03-22,706,1,49,136,0,0,8116
2022-03-22,707,1,2,30,0,0,8111
2022-03-22,707,1,49,73,0,0,8110
2022-03-22,711,1,49,24,0,0,8040
2022-03-22,716,1,49,126,0,0,8045
2022-03-22,723,1,2,1,0,0,8039
2022-03-22,723,1,49,94,0,0,8037
2022-03-22,801,1,2,9,0,0,8031
2022-03-22,801,1,10,16,0,0,8033
2022-03-22,801,1,49,23,0,0,8032
2022-03-22,804,1,2,19,0,0,8036
2022-03-22,804,1,10,6,0,0,8035
2022-03-22,804,1,49,41,0,0,8034
2022-03-23,405,1,10,355,0,0,8075
2022-03-23,405,1,13,5,0,0,8077
2022-03-23,405,1,49,3,0,0,8076
2022-03-23,411,1,10,21,0,0,8078
2022-03-23,411,1,13,1,0,0,8079
2022-03-23,418,1,10,75,0,0,8080
2022-03-23,418,1,13,3,0,0,8081
2022-03-23,418,1,34,1,0,0,8082
2022-03-23,501,1,2,3,0,0,8086
2022-03-23,501,1,10,156,0,0,8084
2022-03-23,501,1,13,3,0,0,8085
2022-03-23,501,1,52,1,0,0,8083
2022-03-23,504,1,2,20,0,0,8087
2022-03-23,504,1,10,117,0,0,8090
2022-03-23,504,1,13,13,0,0,8092
2022-03-23,504,1,49,11,0,0,8091
2022-03-23,519,1,2,9,0,0,8095
2022-03-23,519,1,10,126,0,0,8094
2022-03-23,519,1,34,1,0,0,8097
2022-03-23,519,1,49,8,0,0,8093
2022-03-23,519,1,52,1,0,0,8096
2022-03-23,602,1,2,22,0,0,8099
2022-03-23,602,1,10,91,0,0,8102
2022-03-23,602,1,13,11,0,0,8104
2022-03-23,602,1,34,2,0,0,8101
2022-03-23,602,1,49,11,0,0,8103
2022-03-23,602,1,52,17,0,0,8098
2022-03-23,606,1,2,133,0,0,8124
2022-03-23,606,1,10,185,0,0,8120
2022-03-23,606,1,13,46,0,0,8125
2022-03-23,606,1,20,1,0,0,8121
2022-03-23,606,1,34,9,0,0,8122
2022-03-23,606,1,49,42,0,0,8119
2022-03-23,606,1,52,7,0,0,8123
2022-03-23,609,1,2,4,0,0,8105
2022-03-23,609,1,10,1,0,0,8106
2022-03-23,610,1,2,6,0,0,8107
2022-03-23,610,1,10,6,0,0,8108
2022-03-23,610,1,49,6,0,0,8109
2022-03-24,340,1,10,290,0,0,8071
2022-03-24,340,1,13,6,0,0,8072
2022-03-24,340,1,34,1,0,0,8073
2022-03-24,340,1,49,1,0,0,8074
2022-03-24,342,1,10,421,0,0,8068
2022-03-24,342,1,13,9,0,0,8069
2022-03-24,342,1,34,1,0,0,8070
2022-03-24,343,1,10,628,0,0,8065
2022-03-24,343,1,13,18,0,0,8064
2022-03-24,343,1,49,4,0,0,8066
2022-03-24,343,1,69,2,0,0,8067
2022-03-24,344,1,10,549,0,0,8061
2022-03-24,344,1,13,41,0,0,8062
2022-03-24,344,1,49,2,0,0,8063
2022-03-24,345,1,10,572,0,0,8058
2022-03-24,345,1,13,21,0,0,8059
2022-03-24,345,1,69,3,0,0,8060
2022-03-24,346,1,10,849,0,0,8056
2022-03-24,346,1,13,21,0,0,8057
2022-03-24,347,1,10,349,0,0,8052
2022-03-24,347,1,13,12,0,0,8054
2022-03-24,347,1,52,1,0,0,8053
2022-03-24,347,1,69,5,0,0,8055
2022-03-24,348,1,10,14,0,0,8050
2022-03-24,348,1,13,2,0,0,8051
2022-03-24,349,1,10,1137,0,0,8046
2022-03-24,349,1,13,40,0,0,8047
2022-03-24,349,1,49,29,0,0,8049
2022-03-24,349,1,69,9,0,0,8048
2009-01-05,902,1,49,7,0,0,4
2009-01-05,906,1,2,1,0,0,5
2009-01-05,912,1,49,1,0,0,6
2009-01-05,914,1,49,1,0,0,7
2009-01-05,915,1,49,6,0,0,8
2009-01-05,918,1,49,1,0,0,9
2009-01-05,919,1,49,1,0,0,10
2009-01-06,703,1,2,4,0,0,11
2009-01-06,703,1,49,2,0,0,12
2009-01-06,703,1,52,10,0,0,13
2009-01-06,704,1,2,3,0,0,14
2009-01-06,704,1,49,2,0,0,15
2009-01-06,704,1,52,2,0,0,16
2009-01-06,705,1,2,22,0,0,17
2009-01-06,705,1,49,5,0,0,18
2009-01-06,706,1,2,56,0,0,19
2009-01-06,706,1,49,2,0,0,20
2009-01-06,706,1,52,13,0,0,21
2009-01-06,707,1,2,6,0,0,22
2009-01-06,707,1,10,1,0,0,23
2009-01-06,707,1,49,1,0,0,24
2009-01-06,711,1,2,4,0,0,25
2009-01-20,809,1,49,13,0,0,85
2009-01-20,901,1,2,17,0,0,86
2009-01-20,901,1,49,9,0,0,87
2009-01-20,902,1,2,7,0,0,88
2009-01-20,902,1,49,36,0,0,89
2009-01-20,906,1,2,3,0,0,90
2009-01-20,906,1,49,3,0,0,91
2009-01-20,910,1,49,6,0,0,92
2009-01-20,912,1,49,1,0,0,93
2009-01-20,914,1,2,2,0,0,94
2009-01-20,914,1,49,9,0,0,95
2009-01-20,915,1,2,3,0,0,96
2009-01-20,915,1,49,15,0,0,97
2009-01-20,918,1,2,1,0,0,98
2009-01-20,918,1,49,13,0,0,99
2009-01-20,919,1,49,5,0,0,100
2009-01-21,703,1,2,20,0,0,101
2009-01-21,703,1,10,1,0,0,102
2009-01-21,703,1,49,2,0,0,103
2009-01-21,704,1,2,77,0,0,104
2009-01-21,704,1,49,9,0,0,105
2009-01-21,705,1,2,129,0,0,106
2009-01-21,705,1,10,1,0,0,107
2009-01-21,705,1,49,2,0,0,108
2009-01-21,706,1,2,68,0,0,109
2009-01-21,706,1,49,3,0,0,110
2009-01-21,707,1,2,97,0,0,111
2009-01-21,707,1,49,1,0,0,112
2009-01-21,711,1,2,8,0,0,113
2009-01-21,711,1,49,2,0,0,114
2009-01-21,716,1,2,10,0,0,115
2009-01-21,716,1,49,2,0,0,116
2009-01-21,723,1,2,1,0,0,117
2009-01-21,812,1,2,6,0,0,118
2009-01-21,812,1,49,16,0,0,119
2009-01-21,815,1,2,4,0,0,120
2009-01-21,815,1,49,11,0,0,121
2009-01-22,501,1,2,5,0,0,122
2009-01-22,501,1,10,1,0,0,123
2009-01-22,501,1,49,1,0,0,124
2009-01-22,504,1,2,13,0,0,125
2009-01-22,504,1,10,6,0,0,126
2009-01-22,504,1,48,3,0,0,127
2009-01-22,504,1,49,7,0,0,128
2009-01-22,504,1,52,1,0,0,129
2009-01-22,508,1,2,191,0,0,130
2009-01-22,508,1,10,4,0,0,131
2009-01-22,508,1,49,6,0,0,132
2009-01-22,508,1,52,4,0,0,133
2009-01-22,513,1,2,161,0,0,134
2009-01-22,513,1,10,4,0,0,135
2009-01-22,513,1,49,4,0,0,136
2009-01-22,513,1,52,1,0,0,137
2009-01-22,519,1,2,7,0,0,138
2009-01-22,519,1,49,2,0,0,139
2009-01-22,519,1,52,2,0,0,140
2009-01-22,519,1,99,1,0,0,141
2009-01-22,520,1,2,61,0,0,142
2009-01-22,520,1,10,2,0,0,143
2009-01-22,520,1,49,4,0,0,144
2009-01-22,801,1,2,81,0,0,145
2009-01-22,801,1,13,1,0,0,146
2009-01-22,801,1,49,7,0,0,147
2009-01-22,804,1,2,85,0,0,148
2009-01-22,804,1,10,2,0,0,149
2009-01-22,804,1,49,10,0,0,150
2009-01-23,405,1,10,1,0,0,151
2009-01-23,411,1,10,21,0,0,152
2009-01-23,411,1,49,1,0,0,153
2009-01-23,418,1,10,10,0,0,154
2009-01-23,418,1,49,2,0,0,155
2009-01-23,602,1,2,4,0,0,156
2009-01-23,602,1,10,4,0,0,157
2009-01-23,602,1,49,1,0,0,158
2009-01-23,606,1,2,47,0,0,159
2009-01-23,606,1,3,1,0,0,160
2009-01-23,606,1,10,2,0,0,161
2009-01-23,606,1,49,28,0,0,162
2009-01-23,606,1,52,5,0,0,163
2009-01-23,606,1,59,1,0,0,164
2009-01-23,609,1,2,10,0,0,165
2009-01-23,609,1,49,52,0,0,166
2009-01-23,610,1,2,19,0,0,167
2009-01-23,610,1,49,22,0,0,168
2009-02-02,809,1,2,49,0,0,169
2009-02-02,809,1,49,84,0,0,170
2009-02-02,812,1,2,46,0,0,171
2009-02-02,812,1,49,47,0,0,172
2009-02-02,815,1,2,10,0,0,173
2009-02-02,815,1,49,82,0,0,174
2009-02-02,901,1,2,8,0,0,175
2009-02-02,901,1,49,108,0,0,176
2009-02-02,902,1,2,7,0,0,177
2009-02-02,902,1,49,219,0,0,178
2009-02-02,906,1,49,80,0,0,179
2009-02-02,910,1,2,1,0,0,180
2009-02-02,910,1,49,63,0,0,181
2009-02-02,912,1,49,24,0,0,182
2009-02-02,914,1,2,3,0,0,183
2009-02-02,914,1,49,45,0,0,184
2009-02-02,915,1,2,14,0,0,185
2009-02-02,915,1,49,122,0,0,186
2009-02-02,918,1,2,2,0,0,187
2009-02-02,918,1,49,95,0,0,188
2009-02-02,919,1,49,96,0,0,189
2009-02-03,703,1,2,154,0,0,190
2009-02-03,703,1,10,1,0,0,191
2009-02-03,703,1,13,3,0,0,192
2009-02-03,703,1,49,14,0,0,193
2009-02-03,703,1,52,7,0,0,194
2009-02-03,704,1,2,80,0,0,195
2009-02-03,704,1,10,3,0,0,196
2009-02-03,704,1,49,14,0,0,197
2009-02-03,705,1,2,251,0,0,198
2009-02-03,705,1,10,2,0,0,199
2009-02-03,705,1,49,24,0,0,200
2009-02-03,706,1,2,128,0,0,201
2009-02-03,706,1,49,18,0,0,202
2009-02-03,707,1,2,176,0,0,203
2009-02-03,707,1,49,10,0,0,204
2009-02-03,711,1,2,20,0,0,205
2009-02-03,711,1,49,84,0,0,206
2009-02-03,716,1,2,75,0,0,207
2009-02-03,716,1,49,10,0,0,208
2009-02-03,723,1,2,65,0,0,209
2009-02-03,723,1,49,23,0,0,210
2009-02-04,501,1,2,14,0,0,211
2009-02-04,501,1,10,13,0,0,212
2009-02-04,501,1,13,1,0,0,213
2009-02-04,501,1,48,1,0,0,214
2009-02-04,501,1,52,176,0,0,215
2009-02-04,504,1,1,2,0,0,216
2009-02-04,504,1,2,5,0,0,217
2009-02-04,504,1,10,9,0,0,218
2009-02-04,504,1,13,1,0,0,219
2009-02-04,504,1,48,5,0,0,220
2009-02-04,504,1,49,2,0,0,221
2009-02-04,504,1,52,5,0,0,222
2009-02-04,508,1,1,7,0,0,223
2009-02-04,508,1,2,101,0,0,224
2009-02-04,508,1,10,31,0,0,225
2009-02-04,508,1,48,1,0,0,226
2009-02-04,508,1,49,3,0,0,227
2009-02-04,508,1,52,74,0,0,228
2009-02-04,519,1,2,27,0,0,229
2009-02-04,519,1,10,15,0,0,230
2009-02-04,519,1,49,3,0,0,231
2009-02-04,519,1,52,24,0,0,232
2009-02-04,520,1,2,135,0,0,233
2009-02-04,520,1,10,10,0,0,234
2009-02-04,520,1,49,12,0,0,235
2009-02-04,520,1,52,77,0,0,236
2009-02-04,801,1,2,60,0,0,237
2009-02-04,801,1,10,2,0,0,238
2009-02-04,801,1,49,9,0,0,239
2009-02-04,801,1,52,2,0,0,240
2009-02-04,804,1,2,36,0,0,241
2009-02-04,804,1,10,4,0,0,242
2009-02-04,804,1,49,15,0,0,243
2009-02-04,804,1,52,1,0,0,244
2009-02-05,405,1,10,2,0,0,245
2009-02-05,405,1,13,4,0,0,246
2009-02-05,405,1,52,309,0,0,247
2009-02-05,411,1,2,1,0,0,248
2009-02-05,411,1,10,8,0,0,249
2009-02-05,411,1,13,2,0,0,250
2009-02-05,411,1,51,1,0,0,251
2009-02-05,411,1,52,124,0,0,252
2009-02-05,418,1,2,1,0,0,253
2009-02-05,418,1,10,128,0,0,254
2009-02-05,418,1,13,1,0,0,255
2009-02-05,418,1,48,2,0,0,256
2009-02-05,418,1,49,1,0,0,257
2009-02-05,418,1,52,317,0,0,258
2009-02-05,513,1,2,14,0,0,259
2009-02-05,513,1,10,15,0,0,260
2009-02-05,513,1,13,3,0,0,261
2009-02-05,513,1,49,4,0,0,262
2009-02-05,513,1,52,73,0,0,263
2009-02-05,602,1,2,11,0,0,264
2009-02-05,602,1,10,4,0,0,265
2009-02-05,602,1,13,1,0,0,266
2009-02-05,602,1,48,1,0,0,267
2009-02-05,602,1,49,2,0,0,268
2009-02-05,602,1,52,79,0,0,269
2009-02-05,606,1,2,144,0,0,270
2009-02-05,606,1,10,12,0,0,271
2009-02-05,606,1,49,31,0,0,272
2009-02-05,606,1,52,105,0,0,273
2009-02-05,609,1,2,98,0,0,274
2009-02-05,609,1,10,3,0,0,275
2009-02-05,609,1,20,1,0,0,276
2009-02-05,609,1,49,129,0,0,277
2009-02-05,610,1,2,27,0,0,278
2009-02-05,610,1,10,1,0,0,279
2009-02-05,610,1,20,1,0,0,280
2009-02-05,610,1,49,89,0,0,281
2009-02-05,610,1,52,6,0,0,282
2009-02-17,809,1,2,55,0,0,283
2009-02-17,809,1,10,2,0,0,284
2009-02-17,809,1,49,205,0,0,285
2009-02-17,901,1,2,23,0,0,286
2009-02-17,901,1,49,156,0,0,287
2009-02-17,902,1,2,15,0,0,288
2009-02-17,902,1,49,501,0,0,289
2009-02-17,906,1,2,1,0,0,290
2009-02-17,906,1,49,183,0,0,291
2009-02-17,910,1,49,48,0,0,292
2009-02-17,912,1,2,1,0,0,293
2009-02-17,912,1,49,121,0,0,294
2009-02-17,914,1,2,5,0,0,295
2009-02-17,914,1,49,367,0,0,296
2009-02-17,915,1,2,19,0,0,297
2009-02-17,915,1,49,332,0,0,298
2009-02-17,918,1,2,7,0,0,299
2009-02-17,918,1,49,424,0,0,300
2009-02-17,919,1,49,1402,0,0,301
2009-02-18,405,1,2,114,0,0,302
2009-02-18,405,1,10,25,0,0,303
2009-02-18,405,1,49,7,0,0,304
2009-02-18,405,1,52,258,0,0,305
2009-02-18,411,1,2,51,0,0,306
2009-02-18,411,1,10,11,0,0,307
2009-02-18,411,1,49,6,0,0,308
2009-02-18,411,1,52,488,0,0,309
2009-02-18,411,1,59,2,0,0,310
2009-02-18,418,1,2,338,0,0,311
2009-02-18,418,1,10,29,0,0,312
2009-02-18,418,1,13,4,0,0,313
2009-02-18,418,1,48,1,0,0,314
2009-02-18,418,1,49,25,0,0,315
2009-02-18,418,1,52,444,0,0,316
2009-02-18,501,1,2,62,0,0,317
2009-02-18,501,1,10,8,0,0,318
2009-02-18,501,1,48,1,0,0,319
2009-02-18,501,1,49,2,0,0,320
2009-02-18,501,1,52,610,0,0,321
2009-02-18,501,1,59,2,0,0,322
2009-02-18,504,1,2,26,0,0,323
2009-02-18,504,1,10,1,0,0,324
2009-02-18,504,1,49,8,0,0,325
2009-02-18,504,1,52,285,0,0,326
