"Date","Station","Tow","Time","Tide","BottomDepth","CableOut","Duration","NetMeterSerial","NetMeterStart","NetMeterEnd","NetMeterCheck","CBMeterSerial","CBMeterStart","CBMeterEnd","CBMeterCheck","Comments"
1/21/2009 0:00:00,704,1,12/30/1899 11:17:00,"4",39,140,10.00,21920,136335,156838,20503,,,,,"Crew MS, DG, VA"
1/21/2009 0:00:00,705,1,12/30/1899 8:10:00,"4",20,90,10.00,21920,24452,42662,18210,,,,,"Crew VA, MS, DG"
1/21/2009 0:00:00,706,1,12/30/1899 10:55:00,"4",37,140,10.00,21920,119098,136330,17232,,,,,"Crew VA, MS, DG        1st 4 minutes, 10 feet too far out"
1/21/2009 0:00:00,707,1,12/30/1899 10:36:00,"4",36,140,10.00,21920,102157,119098,16941,,,,,"Crew VA, DG, MS"
1/21/2009 0:00:00,711,1,12/30/1899 10:12:00,"4",17,75,10.00,21920,83977,102140,18163,,,,,"Crew VA, MS, DG            Secchi 200+               About 1/4oz. of overflow"
1/21/2009 0:00:00,716,1,12/30/1899 8:42:00,"4",40,155,10.00,21920,43279,64148,20869,,,,,"Crew DG, MS, VA"
1/21/2009 0:00:00,723,1,12/30/1899 9:32:00,"4",23,110,10.00,21920,64148,83972,19824,,,,,"Crew MS, DG, VA                  Secchi 200+"
1/21/2009 0:00:00,812,1,12/30/1899 7:37:00,"4",21,90,10.00,21920,4505,24452,19947,,,,,"Crew VA,MS,DG"
1/21/2009 0:00:00,815,1,12/30/1899 7:17:00,"4",40,155,10.00,21920,983818,4504,20686,,,,,"Crew MS, DG, VA          Secchi 200+"
1/22/2009 0:00:00,501,1,12/30/1899 9:53:00,"4",29,110,10.00,21920,284331,302883,18552,,,,,"Crew: VA, KF, LD"
1/22/2009 0:00:00,504,1,12/30/1899 10:17:00,"4",24,90,10.00,21920,302883,322559,19676,,,,,"Crew: VA, LD, KF"
1/22/2009 0:00:00,508,1,12/30/1899 9:06:00,"4",50,155,10.00,21920,241504,263981,22477,,,,,"Crew: VA, LD, KF"
1/22/2009 0:00:00,513,1,12/30/1899 8:45:00,"4",50,155,10.00,21920,219139,241504,22365,,,,,"Crew: VA, LD, KF"
1/22/2009 0:00:00,519,1,12/30/1899 9:30:00,"4",10,60,10.00,21920,263981,284331,20350,,,,,"Crew: VA, KF, LD"
1/22/2009 0:00:00,520,1,12/30/1899 11:16:00,"4",42,155,10.00,21920,322559,339886,17327,,,,,"Crew: VA, LD, KF"
1/22/2009 0:00:00,801,1,12/30/1899 8:23:00,"3",25,110,10.00,21920,197716,219133,21417,,,,,"Crew: VA, LD, KF"
1/22/2009 0:00:00,804,1,12/30/1899 8:00:00,"3",33,125,10.00,21920,177004,197716,20712,,,,,"Crew: L. Damon, V. Afentoulis, K. Flowers"
1/23/2009 0:00:00,405,1,12/30/1899 10:41:00,"4",13,60,10.00,21920,434512,456261,21749,,,,,"Crew CL, KF, MG"
1/23/2009 0:00:00,411,1,12/30/1899 11:05:00,"4",17,75,10.00,21920,456398,476292,19894,,,,,"Crew MG, KF, CL                            Michelle Gibson, Ken Flowers, Cynthia Laughlin"
1/23/2009 0:00:00,418,1,12/30/1899 10:15:00,"4",37,140,10.00,21920,415500,434511,19011,,,,,"Crew KF, MG, CL"
1/23/2009 0:00:00,602,1,12/30/1899 9:50:00,"4",10,60,10.00,21920,397960,415501,17541,,,,,"Crew KF, CL, MG"
1/23/2009 0:00:00,606,1,12/30/1899 9:23:00,"4",27,110,10.00,21920,377258,397944,20686,,,,,"Crew KF, CL, MG"
1/23/2009 0:00:00,609,1,12/30/1899 8:49:00,"2",27,110,10.00,21920,358078,377251,19173,,,,,"Crew KF, CL, MG"
1/23/2009 0:00:00,610,1,12/30/1899 8:17:00,"2",15,75,10.00,21920,339999,358048,18049,,,,,"Crew KF, CL, MG"
2/2/2009 0:00:00,809,1,12/30/1899 8:33:00,"4",41,155,10.00,21920,485831,508765,22934,,,,,"V. Afentoulis, B. Delano, D. Gould"
2/2/2009 0:00:00,812,1,12/30/1899 9:20:00,"3",40,155,10.00,13291,720855,734255,13400,,,,,"Crew D Hull, K Erly, M Gibson /Cable lenghts (10 foot pulls) estimated. Cable marked in 25 foot intervals instead of 10 foot. Depths estimated per boat op. Flow meter came unattached while net pulled up."
2/2/2009 0:00:00,815,1,12/30/1899 9:53:00,"3",20,90,10.00,13291,734251,754667,20416,,,,,"DH, KE, MG.  Cable lengths estimated, marked in 25' intervals instead of 10'. Depth estimated by boat op."
2/2/2009 0:00:00,901,1,12/30/1899 9:15:00,"1",9,45,10.00,21920,508765,530106,21341,,,,,"BD, VA, DG"
2/2/2009 0:00:00,902,1,12/30/1899 9:34:00,"4",24,90,10.00,21920,530122,549954,19832,,,,,"VA, BD, DG"
2/2/2009 0:00:00,906,1,12/30/1899 14:14:00,"2",38,140,10.00,21920,651058,671895,20837,,,,,"BD, VA, DG. Secchi 200+"
2/2/2009 0:00:00,910,1,12/30/1899 13:51:00,"2",38,140,10.00,21920,630892,651058,20166,,,,,"VA,  BD, DG  Dead sea lion; Lt. 27 San Joaquin N side of river."
2/2/2009 0:00:00,912,1,12/30/1899 12:29:00,"2",32,125,10.00,21920,611046,630656,19610,,,,,"VA, DG, BD"
2/2/2009 0:00:00,914,1,12/30/1899 11:51:00,"2",20,90,10.00,21920,589221,610684,21463,,,,,"VA, DG, BD"
2/2/2009 0:00:00,915,1,12/30/1899 10:19:00,"4",24,90,10.00,21920,549954,570507,20553,,,,,"Crew VA, BD, DG"
2/2/2009 0:00:00,918,1,12/30/1899 10:57:00,"1",25,110,10.00,21920,570590,589221,18631,,,,,"VA, BD, DG"
2/2/2009 0:00:00,919,1,12/30/1899 14:51:00,"2",20,90,10.00,21920,672447,691158,18711,,,,,"VA, BD, DG"
2/3/2009 0:00:00,703,1,12/30/1899 10:57:00,"2",12,60,10.00,21920,833307,852970,19663,,,,,"Crew: BD, KE, VA"
2/3/2009 0:00:00,704,1,12/30/1899 10:40:00,"2",28,110,10.00,21920,814720,833307,18587,,,,,"Crew: BD, KE, VA"
2/3/2009 0:00:00,705,1,12/30/1899 10:00:00,"4",12,60,10.00,21920,780709,799397,18688,,,,,"Crew:  BD, KE, VA"
2/3/2009 0:00:00,706,1,12/30/1899 10:21:00,"2",32,125,10.00,21920,799398,814718,15320,,,,,"BD, KE, VA"
2/3/2009 0:00:00,707,1,12/30/1899 9:44:00,"4",33,125,10.00,21920,761755,780709,18954,,,,,"Crew: BD, KE, VA"
2/3/2009 0:00:00,711,1,12/30/1899 9:03:00,"4",18,75,10.00,21920,743216,761752,18536,,,,,"BD, KE, VA"
2/3/2009 0:00:00,716,1,12/30/1899 8:22:00,"4",32,125,10.00,21920,701809,721724,19915,,,,,"VA, BD, KE"
2/3/2009 0:00:00,723,1,12/30/1899 8:40:00,"4",36,140,10.00,21920,721732,743200,21468,,,,,"Crew: BD, KE, VA"
2/4/2009 0:00:00,501,1,12/30/1899 10:03:00,"2",36,140,10.00,21920,953719,972383,18664,,,,,"KF, CL, VA, re-tow"
2/4/2009 0:00:00,504,1,12/30/1899 9:25:00,"4",21,90,10.00,21920,929396,948241,18845,,,,,"KF, VA, CL"
2/4/2009 0:00:00,508,1,12/30/1899 8:40:00,"4",50,155,10.00,21920,911740,929351,17611,,,,,"Crew: VA, KF, CL"
2/4/2009 0:00:00,519,1,12/30/1899 10:25:00,"2",10,60,10.00,21920,972383,990430,18047,,,,,"Crew:  VA, KF, CL"
2/4/2009 0:00:00,520,1,12/30/1899 10:58:00,"2",40,155,10.00,21920,990430,10921,20491,,,,,"CL, KF, VA"
2/4/2009 0:00:00,801,1,12/30/1899 7:54:00,"4",25,110,10.00,21920,873802,892213,18411,,,,,"Crew: VA, CL, KF"
2/4/2009 0:00:00,804,1,12/30/1899 7:32:00,"4",34,125,10.00,21920,853288,873800,20512,,,,,"Ken Flowers, Cynthia Laughlin, and Virginia Afentoulis"
2/5/2009 0:00:00,405,1,12/30/1899 10:25:00,"2",10,60,10.00,21920,118003,138640,20637,,,,,"Crew: KF, VA, MG"
2/5/2009 0:00:00,411,1,12/30/1899 10:47:00,"2",13,66,10.00,21920,138641,159205,20564,,,,,"Crew:  KF, VA, MG"
2/5/2009 0:00:00,418,1,12/30/1899 9:49:00,"4",35,140,10.00,21920,96048,117240,21192,,,,,"Crew: KF, VA, MG"
2/5/2009 0:00:00,513,1,12/30/1899 11:18:00,"2",11,60,10.00,21920,159498,178738,19240,,,,,"Crew: KF, VA, MG"
2/5/2009 0:00:00,602,1,12/30/1899 9:26:00,"4",8,45,10.00,21920,74071,96003,21932,,,,,"Crew: KF, VA, MG.  Accidentally let out to 110 ft.  Had to bring in to 45 ft."
2/5/2009 0:00:00,606,1,12/30/1899 8:57:00,"4",28,110,10.00,21920,53508,74043,20535,,,,,"Crew: KF, VA, MG"
2/5/2009 0:00:00,609,1,12/30/1899 8:27:00,"4",34,125,10.00,21920,32305,53510,21205,,,,,"Crew: KF, VA, MG"
2/5/2009 0:00:00,610,1,12/30/1899 7:58:00,"4",16,75,10.00,21920,11640,32305,20665,,,,,"Crew: Ken Flowers, Virginia Aflentoulis, Michelle Gibson"
2/17/2009 0:00:00,809,1,12/30/1899 7:42:00,"4",50,155,10.00,21920,181908,202615,20707,,,,,"Crew: GW, KE, VA. No Van Doran - No bottom EC"
2/17/2009 0:00:00,901,1,12/30/1899 8:46:00,"4",10,60,10.00,21920,202822,223481,20659,,,,,"Crew: GW, KE, VA  No Van Dorn.  Missed the first pull.  Pulled to 40ft @ 3:30.  Very rough and windy."
2/17/2009 0:00:00,902,1,12/30/1899 9:09:00,"4",27,110,10.00,21920,223751,244751,21000,,,,,"Crew: GW, KE, VA.  No Van Doran - No bottom EC"
2/17/2009 0:00:00,906,1,12/30/1899 13:53:00,"2",39,140,10.00,21920,393576,413178,19602,,,,,"Crew: GW, VA, KE"
2/17/2009 0:00:00,910,1,12/30/1899 12:48:00,"1",41,155,10.00,21920,348309,369398,21089,,,,,"Crew: V. Afentoulis, G. Webb, K, Erly (Van Doran back w/us after drop-off at Ladd's (912 on)."
2/17/2009 0:00:00,912,1,12/30/1899 12:24:00,"1",41,155,10.00,21920,326539,348299,21760,,,,,"Crew: GW, KE, VA"
2/17/2009 0:00:00,914,1,12/30/1899 11:05:00,"4",33,125,10.00,21920,304206,325826,21620,,,,,"Crew: GW, KE, VA.  Re-tow (heavy winds pushed toward bank). No Van Doran - no bottom EC. Noticed: 2mm hole in mesh in cod-end"
2/17/2009 0:00:00,915,1,12/30/1899 9:35:00,"4",30,125,10.00,21920,244829,265292,20463,,,,,"crew: GW, KE, VA  No Van Dorn = No bottom EC"
2/17/2009 0:00:00,918,1,12/30/1899 10:14:00,"4",25,110,10.00,21920,265297,287354,22057,,,,,"Crew: GW, KE, VA  No Van Doran - No bottom EC."
2/17/2009 0:00:00,919,1,12/30/1899 13:23:00,"2",24,90,10.00,21920,369376,389648,20272,,,,,"Crew: VA, KE, GW  Tide: 2? (going with wind from South hard to tell tide = cusp of slack/ebb.), secchi 200+"
2/18/2009 0:00:00,405,1,12/30/1899 15:55:00,"2",9,45,10.00,21920,753700,771749,18049,,,,,"Crew: GW, CL, DG"
2/18/2009 0:00:00,411,1,12/30/1899 10:32:00,"2",20,60,10.00,21920,852802,873213,20411,,,,,"Crew: MS, GW, DG, CL"
2/18/2009 0:00:00,418,1,12/30/1899 15:35:00,"2",32,125,10.00,21920,732755,753688,20933,,,,,"Crew: GW, DG, CL"
2/18/2009 0:00:00,501,1,12/30/1899 10:05:00,"1",25,80,10.00,13291,831264,852797,21533,,,,,"Crew: MS, GW, CL, DG, missed two pulls due to hydrolic issues."
2/18/2009 0:00:00,504,1,12/30/1899 11:04:00,"2",23,100,10.00,21920,873352,894594,21242,,,,,"Crew: CL, GW, MS, DG"
2/18/2009 0:00:00,508,1,12/30/1899 10:49:00,"2",53,125,10.00,13291,915806,936167,20361,,,,,"Crew: CL, GW, MS, DG"
2/18/2009 0:00:00,513,1,12/30/1899 12:10:00,"2",58,150,10.00,13291,936163,958180,22017,,,,,"Crew: CL, GW, MS, DG"
2/18/2009 0:00:00,519,1,12/30/1899 11:22:00,"2",7,70,10.00,13291,894614,915788,21174,,,,,"Crew: CL, GW, MS, DG"
2/18/2009 0:00:00,520,1,12/30/1899 12:34:00,"2",44,150,10.00,13291,958182,977768,19586,,,,,"Crew: Cynthia Laughlin, Gary Webb, Mike Silva, Diana Gould"
2/18/2009 0:00:00,602,1,12/30/1899 15:16:00,"2",5,45,10.00,21920,713390,732737,19347,,,,,"Crew: GW, DG, CL"
2/18/2009 0:00:00,606,1,12/30/1899 14:53:00,"2",22,90,10.00,21920,692940,713389,20449,,,,,"Crew: CL, GW, DG"
2/18/2009 0:00:00,609,1,12/30/1899 14:24:00,"2",32,125,10.00,21920,673808,692950,19142,,,,,"Crew: GW, DG, CL"
2/18/2009 0:00:00,610,1,12/30/1899 14:00:00,"2",13,60,10.00,21920,652654,673761,21107,,,,,"Crew: GW, CL, DG"
2/18/2009 0:00:00,703,1,12/30/1899 11:47:00,"2",6,45,10.00,21920,593941,612519,18578,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,704,1,12/30/1899 11:32:00,"2",25,110,10.00,21920,574071,593941,19870,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,705,1,12/30/1899 10:53:00,"2",13,60,10.00,21920,533687,553788,20101,,,,,"Crew:BD, VA, LD"
2/18/2009 0:00:00,706,1,12/30/1899 11:14:00,"2",36,140,10.00,21920,553788,574071,20283,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,707,1,12/30/1899 10:37:00,"2",26,110,10.00,21920,513716,533687,19971,,,,,"crew: BD, VA, LD"
2/18/2009 0:00:00,711,1,12/30/1899 10:11:00,"2",15,75,10.00,21920,495081,513697,18616,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,716,1,12/30/1899 9:30:00,"2",32,125,10.00,21920,454950,475542,20592,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,723,1,12/30/1899 9:48:00,"2",38,140,10.00,21920,475541,495007,19466,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,801,1,12/30/1899 12:06:00,"2",22,90,10.00,21920,612529,632328,19799,,,,,"Crew: Virginia Afentoulis, Lauren Damon, Brian Delano"
2/18/2009 0:00:00,804,1,12/30/1899 12:28:00,"2",31,125,10.00,21920,632328,652650,20322,,,,,"Crew: BD, LD, VA, 1oz spill on deck from cod end jar."
2/18/2009 0:00:00,812,1,12/30/1899 8:22:00,"4",20,90,10.00,21920,434674,454941,20267,,,,,"Crew: BD, VA, LD"
2/18/2009 0:00:00,815,1,12/30/1899 7:55:00,"4",40,140,10.00,21920,414994,434587,19593,,,,,"Crew:  Brian Delano, Virginia Afentoulis, Lauren Damon"
3/2/2009 0:00:00,703,1,12/30/1899 12:03:00,"2",12,60,10.00,21920,968720,987617,18897,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,704,1,12/30/1899 11:43:00,"2",28,125,10.00,21920,948715,968720,20005,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,705,1,12/30/1899 10:57:00,"2",16,75,10.00,21920,906094,926519,20425,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,706,1,12/30/1899 11:19:00,"2",34,125,10.00,21920,926519,948715,22196,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,707,1,12/30/1899 10:37:00,"2",32,125,10.00,21920,886041,906094,20053,,,,,"LD MG BD"
3/2/2009 0:00:00,711,1,12/30/1899 9:47:00,"2",14,60,10.00,21920,869515,886041,16526,,,,,"LD MG BD"
3/2/2009 0:00:00,716,1,12/30/1899 9:04:00,"2",40,155,10.00,21920,826617,848461,21844,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,723,1,12/30/1899 9:23:00,"2",38,140,10.00,21920,848461,869515,21054,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,809,1,12/30/1899 7:32:00,"4",45,155,10.00,13291,977826,997943,20117,,,,,"KF, VA, CL"
3/2/2009 0:00:00,812,1,12/30/1899 8:07:00,"4",9,45,10.00,21920,807062,826617,19555,,,,,"Crew: LD, MG, BD"
3/2/2009 0:00:00,815,1,12/30/1899 7:43:00,"4",16,90,10.00,21920,785964,807061,21097,,,,,"Lauren Damon, Michelle Gibson, Brian Delano"
3/2/2009 0:00:00,901,1,12/30/1899 7:56:00,"4",12,60,10.00,13291,997961,15679,17718,,,,,"VA KF CL"
3/2/2009 0:00:00,902,1,12/30/1899 8:15:00,"4",28,110,10.00,13291,15743,36297,20554,,,,,"Crew: VA, KF, CL"
3/2/2009 0:00:00,906,1,12/30/1899 10:46:00,"2",38,140,10.00,13291,93545,112047,18502,,,,,"VA KF CL"
3/2/2009 0:00:00,910,1,12/30/1899 11:11:00,"2",40,155,10.00,13291,112051,130085,18034,,,,,"VA KF CL"
3/2/2009 0:00:00,912,1,12/30/1899 11:38:00,"2",41,155,10.00,13291,130267,147925,17658,,,,,"crew: VA, KF, CL"
3/2/2009 0:00:00,914,1,12/30/1899 10:16:00,"4",25,110,10.00,13291,73864,93545,19681,,,,,"VA CL KF  Missed the 6:15 pull, caught up at the 5:00."
3/2/2009 0:00:00,915,1,12/30/1899 8:43:00,"4",22,90,10.00,13291,36297,55557,19260,,,,,"VA KF CL"
3/2/2009 0:00:00,918,1,12/30/1899 9:19:00,"4",20,90,10.00,13291,55579,73864,18285,,,,,"Crew: VA, KF, CL"
3/2/2009 0:00:00,919,1,12/30/1899 12:41:00,"2",15,75,10.00,13291,147924,166464,18540,,,,,"Crew:  VA, KF, CL"
3/3/2009 0:00:00,405,1,12/30/1899 10:12:00,"2",11,60,10.00,21920,87053,104310,17257,,,,,"Crew:  BD, KE, DG"
3/3/2009 0:00:00,411,1,12/30/1899 10:42:00,"2",15,75,10.00,21920,104753,126911,22158,,,,,"Crew: DG, BD, KE"
3/3/2009 0:00:00,418,1,12/30/1899 9:51:00,"2",36,140,10.00,21920,65792,87053,21261,,,,,"Crew: BD, KE, DG"
3/3/2009 0:00:00,501,1,12/30/1899 9:12:00,"2",24,90,10.00,13291,266118,286271,20153,,,,,"Crew: VA, MG, GW"
3/3/2009 0:00:00,504,1,12/30/1899 8:49:00,"2",25,110,10.00,13291,247628,266117,18489,,,,,"Crew:  VA, MG, GW  Start time estimated, should be accurate within 30sec-1min."
3/3/2009 0:00:00,508,1,12/30/1899 8:26:00,"1",57,155,10.00,13291,225454,247591,22137,,,,,"Crew:  VA, MG, GW"
3/3/2009 0:00:00,513,1,12/30/1899 8:03:00,"4",40,155,10.00,13291,201827,225454,23627,,,,,"Crew: VA, MG, GW"
3/3/2009 0:00:00,519,1,12/30/1899 9:33:00,"2",10,60,10.00,13291,286282,304548,18266,,,,,"Crew: VA. GW, MG"
3/3/2009 0:00:00,520,1,12/30/1899 10:07:00,"2",44,155,10.00,13291,304548,327508,22960,,,,,"Crew: VA, MG, GW"
3/3/2009 0:00:00,602,1,12/30/1899 9:22:00,"2",6,45,10.00,21920,47400,65791,18391,,,,,"Crew: BD, DG, KE"
3/3/2009 0:00:00,606,1,12/30/1899 8:54:00,"2",26,110,10.00,21920,26331,47227,20896,,,,,"Crew:  BD, KE, DG"
3/3/2009 0:00:00,609,1,12/30/1899 8:17:00,"4",10,60,10.00,21920,7645,26320,18675,,,,,"Crew: BD, KE, DG"
3/3/2009 0:00:00,610,1,12/30/1899 7:38:00,"4",27,110,10.00,21920,988075,7539,19464,,,,,"Crew: BD, DG, KE"
3/3/2009 0:00:00,801,1,12/30/1899 7:44:00,"4",22,90,10.00,13291,186825,205827,19002,,,,,"Crew:  VA, MG, GW"
3/3/2009 0:00:00,804,1,12/30/1899 7:23:00,"4",30,125,10.00,13291,166807,186825,20018,,,,,"Crew:  VA, MG, GW  (Virginia Afentoulis, Michelle Gibson, Gary Webb)"
1/4/2010 0:00:00,501,1,12/30/1899 9:47:00,"2",20,90,10.00,20780,724425,748723,24298,,,,,"Sample contained a large amount of foam from unknown origin."
1/4/2010 0:00:00,504,1,12/30/1899 10:14:00,"2",28,125,10.00,20780,749000,776631,27631,,,,,
1/4/2010 0:00:00,508,1,12/30/1899 8:56:00,"2",44,155,10.00,20780,675387,700340,24953,,,,,
1/4/2010 0:00:00,513,1,12/30/1899 8:33:00,"2",60,155,10.00,20780,649150,675389,26239,,,,,"acartiella in sample"
1/4/2010 0:00:00,519,1,12/30/1899 9:21:00,"2",6,45,10.00,20780,700347,724422,24075,,,,,
1/4/2010 0:00:00,520,1,12/30/1899 10:51:00,"2",40,155,10.00,20780,776645,801638,24993,,,,,
1/4/2010 0:00:00,801,1,12/30/1899 8:06:00,"2",29,110,10.00,20780,624045,649151,25106,,,,,
1/4/2010 0:00:00,804,1,12/30/1899 7:39:00,"2",40,155,10.00,20780,600341,624047,23706,,,,,
