"SampleID","StationCode","SampleDate","SampleTime","MethodCode","GearID","GearConditionCode","WeatherCode","VegetationRank","MicrocystisVisualRank","YSI Handheld #","WaterTemperature","Secchi","Conductivity","SpCnd","DO","pH","Turbidity","Entered By","Checked By","UserName","AgencyCode","s_ColLineage","s_Generation","s_Lineage","DataCorrectionComments"
9194,"STTD","4/1/2021",09:22:00,"RSTR","RSTR8",1,"CLR",2,NA,2,16,0.68,389,470,8.86,7.97,10.1,"PF","AB",NA,NA,NA,NA,NA,"added method code"
9168,"PCS","3/30/2021",11:50:00,"FKTR","FKTR",1,"CLR",2,NA,3,15,0.27,727,897,11.09,8.49,41.4,"HH","AB",NA,NA,NA,NA,NA,NA
9193,"STTD","3/30/2021",10:13:00,"RSTR","RSTR8",1,"CLR",2,NA,3,15.4,0.31,627,768,7.9,8.03,27.8,"PF","AB",NA,NA,NA,NA,NA,"added method code"
9167,"PCS","3/29/2021",10:41:00,"FKTR","FKTR",1,"CLR",1,NA,3,16,0.29,667,806,11.58,8.45,31.7,"HH",NA,NA,NA,NA,NA,NA,NA
9192,"STTD","3/29/2021",09:47:00,"RSTR","RSTR8",1,"CLR",2,NA,3,15.8,0.28,653,792,7.63,8.01,24.7,"PF","AB",NA,NA,NA,NA,NA,"Added Method Code"
9157,"PCS","3/26/2021",11:06:00,"FKTR","FKTR",1,"CLR",1,NA,3,14.3,0.36,691,868,8.88,8.11,25.6,"AB","HH",NA,NA,NA,NA,NA,NA
9190,"STTD","3/26/2021",09:53:00,"RSTR","RSTR8",1,"CLR",2,NA,3,13.8,0.29,673,857,8.34,8.04,24.2,"AB",NA,NA,NA,NA,NA,NA,NA
9158,"PCS","3/25/2021",12:10:00,"FKTR","FKTR",1,"CLR",2,NA,2,14.5,0.35,697,872,8.94,8.02,32.4,"AB","HH",NA,NA,NA,NA,NA,NA
9189,"STTD","3/25/2021",10:33:00,"RSTR","RSTR8",1,"CLR",2,NA,2,13.7,0.45,657,850,8.61,8.03,19.4,"AB",NA,NA,NA,NA,NA,NA,NA
9159,"PCS","3/24/2021",11:06:00,"FKTR","FKTR",NA,"CLR",2,NA,2,14,0.4,731,924,9.19,8.14,18.5,"AB","HH",NA,NA,NA,NA,NA,NA
9188,"STTD","3/24/2021",09:37:00,"RSTR","RSTR8",1,"CLR",2,NA,2,13.5,0.38,680,871,8.78,8.03,17.1,"AB",NA,NA,NA,NA,NA,NA,NA
9166,"PCS","3/23/2021",12:30:00,"FKTR","FKTR",1,"CLR",2,NA,2,13.8,0.29,721,917,9.4,8.04,27.8,"HH","AB",NA,NA,NA,NA,NA,NA
9187,"STTD","3/23/2021",10:41:00,"RSTR","RSTR8",1,"CLR",NA,NA,2,13.6,0.45,679,867,8.86,8.04,15.6,"AB",NA,NA,NA,NA,NA,NA,NA
9161,"PCS","3/22/2021",11:13:00,"FKTR","FKTR",1,"CLD",1,NA,1,13.7,0.34,620,791,9.11,8.1,17.4,"AB","HH",NA,NA,NA,NA,NA,NA
9186,"STTD","3/22/2021",10:12:00,"RSTR","RSTR8",1,"CLD",1,NA,1,14,0.58,578,733,10.27,8.49,9.3,"AB",NA,NA,NA,NA,NA,NA,NA
9156,"PCS","3/19/2021",11:41:00,"FKTR","FKTR",1,"CLD",1,NA,1,13.9,0.37,686,871,8.25,8.03,14,"AB","HH",NA,NA,NA,NA,NA,NA
9185,"STTD","3/19/2021",10:27:00,"RSTR","RSTR8",2,"CLD",3,NA,1,12.9,NA,512,667,10.23,8.28,4.8,"AB",NA,NA,NA,NA,NA,NA,NA
9155,"PCS","3/18/2021",12:33:00,"FKTR","FKTR",NA,"CLD",NA,NA,1,13,0.47,677,878,8.98,8.05,13.8,"AB","HH",NA,NA,NA,NA,NA,NA
9184,"STTD","3/18/2021",11:13:00,"RSTR","RSTR8",2,"CLD",3,NA,1,12.5,NA,571,751,10.37,8.21,6.5,"AB",NA,NA,NA,NA,NA,NA,NA
9154,"PCS","3/17/2021",11:04:00,"FKTR","FKTR",1,"CLD",NA,NA,3,12.6,0.4,619,813,8.85,8.17,20.1,"AB","HH",NA,NA,NA,NA,NA,NA
9183,"STTD","3/17/2021",09:55:00,"RSTR","RSTR8",2,"CLD",3,NA,3,12.2,0.98,555,731,10.66,3.29,11,"AB",NA,NA,NA,NA,NA,NA,NA
9165,"PCS","3/16/2021",10:32:00,"FKTR","FKTR",1,"CLR",1,NA,3,12.8,0.32,644,838,8.72,8,24,"HH","AB",NA,NA,NA,NA,NA,NA
9182,"STTD","3/16/2021",09:27:00,"RSTR","RSTR8",1,"CLR",2,NA,3,11.5,0.87,565,761,10.25,8.21,11.4,"AB",NA,NA,NA,NA,NA,NA,NA
9152,"PCS","3/15/2021",10:15:00,"FKTR","FKTR",1,"CLD",1,NA,2,12.2,0.37,696,920,8.93,8.02,22,"AB","HH",NA,NA,NA,NA,NA,NA
9181,"STTD","3/15/2021",09:23:00,"RSTR","RSTR8",1,"CLD",2,NA,2,12.2,0.68,616,816,10.19,8.21,10,"AB",NA,NA,NA,NA,NA,NA,NA
9151,"PCS","3/12/2021",11:02:00,"FKTR","FKTR",NA,"CLR",NA,NA,2,13.5,0.3,615,788,8.66,7.98,18.6,"AB","HH",NA,NA,NA,NA,NA,NA
9179,"STTD","3/12/2021",10:02:00,"RSTR","RSTR8",2,"CLR",2,NA,2,12.3,0.59,677,893,9.85,8.17,11,"HH","AB",NA,NA,NA,NA,NA,NA
9150,"PCS","3/11/2021",10:01:00,"FKTR","FKTR",1,"CLR",1,NA,2,12.1,0.3,662,879,8.44,7.98,23.4,"AB","HH",NA,NA,NA,NA,NA,NA
9178,"STTD","3/11/2021",12:01:00,"RSTR","RSTR8",1,"CLR",2,NA,2,12.5,0.43,705,925,10.05,8.2,14.2,"HH","AB",NA,NA,NA,NA,NA,NA
9163,"PCS","3/10/2021",09:34:00,"FKTR","FKTR",1,"CLD",1,NA,2,12.4,0.31,691,909,8.91,7.96,21.5,"HH","AB",NA,NA,NA,NA,NA,NA
9177,"STTD","3/10/2021",11:09:00,"RSTR","RSTR8",1,"CLD",2,NA,2,12.7,0.29,712,932,9.85,8.14,14.7,"HH","AB",NA,NA,NA,NA,NA,NA
9148,"PCS","3/9/2021",11:50:00,"FKTR","FKTR",1,"CLD",1,NA,3,13.6,0.3,695,888,9.47,8.11,26,"AB","HH",NA,NA,NA,NA,NA,NA
9176,"STTD","3/9/2021",10:35:00,"RSTR","RSTR8",1,"CLD",2,NA,3,12.8,0.41,704,917,9.93,8.16,18.4,"HH","AB",NA,NA,NA,NA,NA,NA
9147,"PCS","3/8/2021",12:42:00,"FKTR","FKTR",1,"CLR",NA,NA,3,13.5,0.21,699,895,10.05,8.21,28.2,"AB","HH",NA,NA,NA,NA,NA,NA
9175,"STTD","3/8/2021",11:21:00,"RSTR","RSTR8",1,"CLR",1,NA,3,13.1,0.67,638,825,10.31,8.16,11.9,"HH","AB",NA,NA,NA,NA,NA,NA
9145,"PCS","3/5/2021",12:22:00,"FKTR","FKTR",1,"CLR",2,NA,3,13.5,0.3,711,912,10.23,8.19,25.7,"AB","HH",NA,NA,NA,NA,NA,NA
9144,"PCS","3/4/2021",09:53:00,"FKTR","FKTR",1,"CLR",2,NA,2,11.7,0.28,686,920,9.86,8.08,26.1,"AB","HH",NA,NA,NA,NA,NA,NA
9143,"PCS","3/3/2021",10:16:00,"FKTR","FKTR",1,"CLD",1,NA,2,11.9,0.3,709,945,9.56,8.04,34.6,"AB","HH",NA,NA,NA,NA,NA,NA
9142,"PCS","3/2/2021",09:34:00,"FKTR","FKTR",NA,"CLD",1,NA,2,11.5,0.33,691,930,9.47,8.11,20.1,"AB","HH",NA,NA,NA,NA,NA,NA
9149,"PCS","2/10/2021",09:34:00,"FKTR","FKTR",1,"CLD",1,NA,2,12.4,0.31,691,909,8.91,7.95,21.5,"AB",NA,NA,NA,NA,NA,NA,NA
9141,"PCS","12/4/2020",09:30:00,"FKTR","FKTR",1,"CLR",1,NA,1,9.3,0.44,185,264,8.82,7.64,13,"AC","AB",NA,NA,NA,NA,NA,NA
9140,"PCS","12/3/2020",09:23:00,"FKTR","FKTR",1,"CLR",1,NA,1,9.4,0.42,184,262,9.35,7.54,19.1,"AC","AB",NA,NA,NA,NA,NA,NA
9139,"PCS","12/2/2020",09:30:00,"`","FKTR",1,"CLR",1,NA,2,9.6,0.48,198,281,9.39,7.65,14,"AC","AB",NA,NA,NA,NA,NA,NA
9138,"PCS","12/1/2020",12:05:00,"FKTR","FKTR",1,"CLR",1,1,3,10.5,0.71,213,294,9.51,7.84,10.1,"HH","AC",NA,NA,NA,NA,NA,NA
9137,"PCS","11/30/2020",13:35:00,"FKTR","FKTR",1,"CLR",1,1,3,11.7,0.37,231.2,310.1,8.91,7.78,16.5,"HH","AC",NA,NA,NA,NA,NA,NA
9136,"PCS","11/25/2020",09:30:00,"FKTR","FKTR",1,"CLR",2,1,2,11,0.31,236,323,6.37,7.51,23.8,"HH","AC",NA,NA,NA,NA,NA,NA
9135,"PCS","11/24/2020",09:24:00,"FKTR","FKTR",1,"CLR",1,1,1,11.1,0.37,233,317,7.25,7.6,21.7,"HH","AC",NA,NA,NA,NA,NA,NA
9134,"PCS","11/23/2020",09:32:00,"FKTR","FKTR",1,"CLR",1,1,3,11.1,0.36,227.7,309.8,7.46,7.65,22.5,"HH","AC",NA,NA,NA,NA,NA,NA
9133,"PCS","11/20/2020",13:13:00,"FKTR","FKTR",1,"CLR",1,1,3,12.8,0.32,216,282,8.05,7.74,19.3,"HH","AC",NA,NA,NA,NA,NA,NA
9132,"PCS","11/19/2020",09:14:00,"FKTR","FKTR",1,"CLR",1,1,3,12.6,0.3,212,278,7.89,7.59,22.63,"HH","AC",NA,NA,NA,NA,NA,NA
9131,"PCS","11/18/2020",09:16:00,"FKTR","FKTR",1,"RAN",1,1,1,12.7,0.27,216,282,7.95,7.71,22.63,"HH","AC",NA,NA,NA,NA,NA,NA
9130,"PCS","11/17/2020",12:48:00,"FKTR","FKTR",1,"RAN",2,NA,1,12.5,0.37,219,288,8.14,7.78,19.7,"AC","AB",NA,NA,NA,NA,NA,NA
9129,"PCS","11/16/2020",14:07:00,"FKTR","FKTR",1,"CLR",1,NA,2,14.6,0.36,238,297,8.26,7.66,19,"AC","AB",NA,NA,NA,NA,NA,NA
9128,"PCS","11/13/2020",09:42:00,"FKTR","FKTR",1,"CLD",1,NA,3,11.7,0.34,235,315,7.56,7.7,24.5,"AC","AB",NA,NA,NA,NA,NA,NA
9127,"PCS","11/12/2020",10:05:00,"FKTR","FKTR",1,"CLR",1,NA,2,11.8,0.24,226,303,7.57,7.64,22.4,"AC","AB",NA,NA,NA,NA,NA,NA
9126,"PCS","11/10/2020",09:25:00,"FKTR","FKTR",1,"CLR",1,NA,2,11.9,0.21,207,276,7.73,7.66,39,"AC","AB",NA,NA,NA,NA,NA,NA
9125,"PCS","11/9/2020",09:43:00,"FKTR","FKTR",1,"CLR",1,NA,3,12.4,0.2,208,275,8.01,7.71,33.4,"AC","AB",NA,NA,NA,NA,NA,"changed PH"
9124,"PCS","11/6/2020",09:14:00,"FKTR","FKTR",1,"CLD",1,NA,2,15.2,0.32,239,294,7.03,7.52,24.8,"AC","AB",NA,NA,NA,NA,NA,NA
9123,"PCS","11/5/2020",09:18:00,"FKTR","FKTR",1,"CLR",1,NA,3,15.4,0.3,251,307,6.71,7.52,26.8,"AC","AB",NA,NA,NA,NA,NA,NA
9122,"PCS","11/4/2020",09:30:00,"FKTR","FKTR",1,"CLR",1,NA,1,15,0.32,248,306,10.74,7.72,24.5,"AC","AB",NA,NA,NA,NA,NA,NA
9121,"PCS","11/3/2020",09:33:00,"FKTR","FKTR",1,"CLR",1,NA,2,15.3,0.26,235,288,6.95,7.52,28.4,"AC","AB",NA,NA,NA,NA,NA,"Changes RES to Mort"
9120,"PCS","11/2/2020",09:52:00,"FKTR","FKTR",1,"CLR",1,NA,2,15.5,0.24,218,267,7.15,7.78,27.4,"AC","AB",NA,NA,NA,NA,NA,NA
9119,"PCS","10/30/2020",09:25:00,"FKTR","FKTR",1,"CLR",1,NA,3,14.9,0.29,216,268,7.36,7.57,25.2,"AC","AB",NA,NA,NA,NA,NA,NA
9118,"PCS","10/29/2020",08:54:00,"FKTR","FKTR",1,"CLR",1,NA,3,14.6,0.31,204,255,7.49,7.69,27.3,"AC","AB",NA,NA,NA,NA,NA,NA
9117,"PCS","10/28/2020",08:40:00,"FKTR","FKTR",1,"CLR",1,NA,3,14.4,0.28,199,249,7.63,7.64,35.6,"AC","AB",NA,NA,NA,NA,NA,NA
9116,"PCS","10/27/2020",08:16:00,"FKTR","FKTR",1,"CLR",1,NA,3,13.5,0.26,211,271,8.61,7.77,32.9,"AC","AB",NA,NA,NA,NA,NA,NA
9115,"PCS","10/26/2020",08:59:00,"FKTR","FKTR",1,"CLR",1,NA,3,13.6,0.24,183,234,9.14,7.76,43.4,"AC","AB",NA,NA,NA,NA,NA,NA
9114,"PCS","10/23/2020",08:18:00,"FKTR","FKTR",1,"CLR",1,NA,3,18.3,0.28,218,250,7.26,7.74,26.7,"AC","HH",NA,NA,NA,NA,NA,NA
9113,"PCS","10/22/2020",08:29:00,"FKTR","FKTR",1,"CLR",1,NA,1,18.9,0.23,199,225,7.36,7.78,26.4,"AC","HH",NA,NA,NA,NA,NA,NA
9112,"PCS","10/21/2020",08:35:00,"FKTR","FKTR",1,"CLR",1,NA,1,19.9,0.22,203,224,7.22,7.86,26.7,"AC",NA,NA,NA,NA,NA,NA,NA
9111,"PCS","10/20/2020",08:40:00,"FKTR","FKTR",1,"CLR",1,NA,2,19.8,0.25,207,230,7.29,7.74,27.9,"AC","HH",NA,NA,NA,NA,NA,NA
9110,"PCS","10/19/2020",08:49:00,"FKTR","FKTR",1,"CLR",1,NA,3,19.7,0.24,205,228,7.31,7.88,31.8,"AC","HH",NA,NA,NA,NA,NA,NA
9109,"PCS","10/16/2020",08:33:00,"FKTR","FKTR",1,"CLR",1,NA,1,18.9,0.34,234,265,5.75,7.59,20.9,"AC","HH",NA,NA,NA,NA,NA,NA
9108,"PCS","10/15/2020",08:32:00,"FKTR","FKTR",1,"CLR",1,NA,1,18.9,0.3,221,250,6.95,7.89,22.3,"AC","HH",NA,NA,NA,NA,NA,NA
9107,"PCS","10/14/2020",08:22:00,"FKTR","FKTR",1,"CLR",1,NA,3,19.4,0.33,227,255,7.23,7.89,25.7,"AC","HH",NA,NA,NA,NA,NA,NA
9106,"PCS","10/13/2020",08:28:00,"FKTR","FKTR",1,"CLR",1,NA,2,19.2,0.28,221,249,7.6,7.85,22.6,"AC","HH",NA,NA,NA,NA,NA,NA
9105,"PCS","10/12/2020",08:35:00,"FKTR","FKTR",1,"CLR",1,NA,2,18.7,0.27,230,261,7.38,7.82,26.8,"AC","HH",NA,NA,NA,NA,NA,NA
9104,"PCS","10/9/2020",08:36:00,"FKTR","FKTR",1,"CLR",1,NA,3,19.5,0.28,217,242,7.4,8.02,27.7,"AC","HH",NA,NA,NA,NA,NA,NA
9103,"PCS","10/8/2020",08:45:00,"FKTR","FKTR",1,"CLD",1,NA,3,20.3,0.27,225,247,7.46,8.01,32.1,"AC","HH",NA,NA,NA,NA,NA,NA
9102,"PCS","10/7/2020",09:00:00,"FKTR","FKTR",1,"CLR",1,NA,3,21.4,0.23,246,264,6.85,7.98,38,"AC","HH",NA,NA,NA,NA,NA,NA
9101,"PCS","10/6/2020",09:04:00,"FKTR","FKTR",1,"CLR",1,NA,2,21.8,0.23,254,271,7.04,7.95,33.5,"AC","HH",NA,NA,NA,NA,NA,NA
9100,"PCS","10/5/2020",09:13:00,"FKTR","FKTR",1,"CLR",1,NA,2,21.9,0.25,248,264,7.04,7.92,32.4,"AC","HH",NA,NA,NA,NA,NA,NA
9092,"PCS","3/17/2020",10:44:00,"FKTR","FKTR",1,"CLD",1,NA,2,12.6,0.35,725,951,8.83,7.98,18.4,"AC","HH",NA,NA,NA,NA,NA,NA
9093,"STTD","3/17/2020",09:48:00,"RSTR","RSTR8",1,"CLD",2,1,2,13.1,0.66,673,872,8.32,8.05,11.3,"AC","HH",NA,NA,NA,NA,NA,NA
9094,"AL1","3/16/2020",12:24:00,"BSEIN","SEIN50",1,"RAN",2,NA,2,13.5,0.27,833,1068,9.25,8.16,25.6,"AC","AB",NA,NA,NA,NA,NA,NA
9097,"AL3","3/16/2020",12:02:00,"BSEIN","SEIN50",1,"RAN",2,NA,2,13.4,0.36,837,1075,NA,8.13,22.3,"AC","AB",NA,NA,NA,NA,NA,NA
9099,"BL2","3/16/2020",09:10:00,"BSEIN","SEIN50",1,"RAN",1,NA,2,13,0.33,710,922,8.74,8.01,24.3,"AC","HH",NA,NA,NA,NA,NA,NA
9095,"BL4","3/16/2020",11:35:00,"BSEIN","SEIN50",1,"RAN",1,NA,2,13.2,0.39,749,968,9.22,8.23,17.1,"AC","AB",NA,NA,NA,NA,NA,NA
9096,"PCS","3/16/2020",10:37:00,"FKTR","FKTR",1,"CLD",1,NA,2,12.9,0.42,716,932,9.06,8.22,19.1,"AC","AB",NA,NA,NA,NA,NA,NA
9098,"STTD","3/16/2020",09:51:00,"RSTR","RSTR8",1,"CLD",1,NA,2,13.7,0.7,684,871,8.62,8.21,11.6,"AC","HH",NA,NA,NA,NA,NA,NA
9077,"PCS","3/13/2020",11:30:00,"FKTR","FKTR",1,"CLR",1,1,1,15.9,0.3,739,894,9.6,7.93,21.4,"AC","HH",NA,NA,NA,NA,NA,NA
9078,"STTD","3/13/2020",10:29:00,"RSTR","RSTR8",1,"CLR",2,1,1,15.6,0.78,414,504,9.61,8.05,9.6,"AC","HH",NA,NA,NA,NA,NA,NA
9079,"PCS","3/12/2020",11:40:00,"FKTR","FKTR",1,"CLR",1,NA,2,16.3,0.37,721,864,9.86,8.14,21.8,"AC","HH",NA,NA,NA,NA,NA,NA
9080,"STTD","3/12/2020",10:30:00,"RSTR","RSTR8",1,"CLR",2,NA,2,15.4,0.52,515,630,9.77,8.31,10.6,"AC","HH",NA,NA,NA,NA,NA,NA
9081,"PCS","3/11/2020",10:54:00,"FKTR","FKTR",1,"CLR",1,NA,2,15.3,0.32,683,839,9.47,8.08,21.9,"AC","HH",NA,NA,NA,NA,NA,NA
9082,"STTD","3/11/2020",10:03:00,"RSTR","RSTR8",1,"CLR",2,NA,2,14.6,0.44,620,773,9.63,8.24,14.9,"AC","HH",NA,NA,NA,NA,NA,NA
9090,"PCS","3/10/2020",11:52:00,"FKTR","FKTR",1,"CLR",1,NA,1,14.9,0.33,698,865,10.02,8.08,21.9,"AC","HH",NA,NA,NA,NA,NA,NA
9091,"STTD","3/10/2020",10:58:00,"RSTR","RSTR8",1,"CLR",2,NA,1,13.8,0.35,693,881,9.09,7.62,18.4,"AC","HH",NA,NA,NA,NA,NA,NA
9083,"PCS","3/9/2020",10:10:00,"FKTR","FKTR",1,"CLR",1,NA,2,13.8,0.42,707,899,9.56,8.11,18.7,"AC",NA,NA,NA,NA,NA,NA,NA
9084,"STTD","3/9/2020",09:32:00,"RSTR","RSTR8",1,"CLR",1,NA,2,13.6,0.42,690,882,9.32,8.14,18.3,"AC","HH",NA,NA,NA,NA,NA,NA
9086,"BL2","3/6/2020",10:34:00,"BSEIN","SEIN50",1,"CLD",2,NA,3,14.4,0.37,718,900,9.84,8.08,25.1,"AC",NA,NA,NA,NA,NA,NA,NA
9087,"BL3","3/6/2020",10:09:00,"BSEIN","SEIN50",1,"CLD",1,NA,3,14.3,0.37,725,910,10.39,8.15,22,"AC","HH",NA,NA,NA,NA,NA,NA
9088,"BL4","3/6/2020",09:50:00,"BSEIN","SEIN50",1,"CLD",1,NA,3,14.3,0.42,720,904,10.72,8.19,16.2,"AC","HH",NA,NA,NA,NA,NA,NA
9089,"PCS","3/6/2020",12:32:00,"FKTR","FKTR",1,"CLD",1,NA,3,15.1,0.36,742,915,10.31,8.24,22.5,"AC","HH",NA,NA,NA,NA,NA,NA
9085,"STTD","3/6/2020",11:32:00,"RSTR","RSTR8",1,"CLD",2,NA,3,14.4,0.41,720,903,10.6,8.21,17.2,"AC","HH",NA,NA,NA,NA,NA,NA
9051,"BL5","3/5/2020",10:48:00,"BSEIN","SEIN50",4,"CLR",4,NA,1,14.3,NA,252,316,11.08,8.23,4.2,"AC","HH",NA,NA,NA,NA,NA,NA
9050,"PCS","3/5/2020",11:36:00,"FKTR","FKTR",1,"CLR",1,NA,1,14.9,0.44,727,900,10.52,8.1,15.6,"AC","HH",NA,NA,NA,NA,NA,NA
9052,"STTD","3/5/2020",10:05:00,"RSTR","RSTR8",1,"CLR",1,NA,1,14.2,0.35,722,909,10.6,7.94,17,"AC","HH",NA,NA,NA,NA,NA,NA
9053,"PCS","3/4/2020",12:22:00,"FKTR","FKTR",1,"CLR",1,NA,2,16.2,0.36,734,882,10.13,8.19,15,"AC","HH",NA,NA,NA,NA,NA,NA
9054,"STTD","3/4/2020",10:25:00,"RSTR","RSTR8",1,"CLR",2,NA,2,14,0.48,681,861,10.32,8.28,13.3,"AC","HH",NA,NA,NA,NA,NA,NA
9076,"AL1","3/3/2020",09:19:00,"BSEIN","SEIN50",1,"CLR",1,NA,2,13.5,0.34,800,1025,9.88,8.03,20.7,"AC","HH",NA,NA,NA,NA,NA,NA
9075,"AL3","3/3/2020",10:15:00,"BSEIN","SEIN50",1,"CLR",1,NA,2,14.1,0.33,819,1035,9.93,8.15,18.7,"AC","HH",NA,NA,NA,NA,NA,NA
9074,"AL4","3/3/2020",10:55:00,"BSEIN","SEIN50",1,"CLR",1,NA,2,15.1,0.32,719,887,10.03,8.2,12.2,"AC","HH",NA,NA,NA,NA,NA,NA
