"StationCode","MethodCode","Date","DateTime","SampleID","effort.hrs"
"PCS","FKTR",2010-04-12,2010-04-12 13:37:00,3659,0
"PCS","FKTR",2010-04-13,2010-04-13 11:46:00,3660,22.15
"PCS","FKTR",2010-04-14,2010-04-14 11:20:00,3661,23.5666666666667
"PCS","FKTR",2010-04-15,2010-04-15 11:38:00,3662,24.3
"PCS","FKTR",2010-04-19,2010-04-19 12:45:00,3663,0
"PCS","FKTR",2010-04-20,2010-04-20 09:45:00,3671,21
"PCS","FKTR",2010-04-20,2010-04-20 12:45:00,3672,0
"PCS","FKTR",2010-04-21,2010-04-21 12:25:00,3673,23.6666666666667
"PCS","FKTR",2010-04-22,2010-04-22 11:30:00,3674,23.0833333333333
"PCS","FKTR",2010-04-23,2010-04-23 12:40:00,3675,25.1666666666667
"PCS","FKTR",2010-04-26,2010-04-26 10:09:00,3676,0
"PCS","FKTR",2010-04-27,2010-04-27 11:10:00,3677,25.0166666666667
"PCS","FKTR",2010-04-28,2010-04-28 13:20:00,1041,26.1666666666667
"PCS","FKTR",2010-04-29,2010-04-29 12:20:00,1042,23
"PCS","FKTR",2010-04-30,2010-04-30 09:35:00,1043,21.25
"PCS","FKTR",2010-05-03,2010-05-03 11:00:00,1044,0
"PCS","FKTR",2010-05-04,2010-05-04 11:30:00,1045,24.5
"PCS","FKTR",2010-05-05,2010-05-05 11:05:00,1046,23.5833333333333
"PCS","FKTR",2010-05-06,2010-05-06 11:50:00,1047,24.75
"PCS","FKTR",2010-05-10,2010-05-10 11:15:00,1048,0
"PCS","FKTR",2010-05-11,2010-05-11 11:59:00,1049,24.7333333333333
"PCS","FKTR",2010-05-12,2010-05-12 11:06:00,1050,23.1166666666667
"PCS","FKTR",2010-05-13,2010-05-13 12:29:00,1051,25.3833333333333
"PCS","FKTR",2010-05-17,2010-05-17 10:36:00,1052,0
"PCS","FKTR",2010-05-18,2010-05-18 11:30:00,1053,24.9
"PCS","FKTR",2010-05-19,2010-05-19 12:10:00,1054,24.6666666666667
"PCS","FKTR",2010-05-20,2010-05-20 11:03:00,1055,22.8833333333333
"PCS","FKTR",2010-05-27,2010-05-27 09:00:00,3691,0
"PCS","FKTR",2010-05-28,2010-05-28 10:24:00,3692,25.4
"PCS","FKTR",2010-06-01,2010-06-01 11:55:00,3706,0
"PCS","FKTR",2010-06-02,2010-06-02 13:52:00,3695,25.95
"PCS","FKTR",2010-06-03,2010-06-03 13:15:00,3704,23.3833333333333
"PCS","FKTR",2010-06-07,2010-06-07 10:45:00,3705,0
"PCS","FKTR",2010-06-08,2010-06-08 14:35:00,3703,27.8333333333333
"PCS","FKTR",2010-06-09,2010-06-09 13:02:00,3700,22.45
"PCS","FKTR",2010-06-10,2010-06-10 11:45:00,3699,22.7166666666667
"PCS","FKTR",2010-06-14,2010-06-14 11:42:00,3715,0
"PCS","FKTR",2010-06-15,2010-06-15 09:30:00,3714,21.8
"PCS","FKTR",2010-06-16,2010-06-16 15:00:00,3713,29.5
"PCS","FKTR",2010-06-17,2010-06-17 11:40:00,3712,20.6666666666667
"PCS","FKTR",2010-06-21,2010-06-21 11:50:00,3711,0
"PCS","FKTR",2010-06-22,2010-06-22 09:31:00,3710,21.6833333333333
"PCS","FKTR",2010-06-23,2010-06-23 12:07:00,3709,26.6
"PCS","FKTR",2010-06-24,2010-06-24 12:15:00,3708,24.1333333333333
"PCS","FKTR",2010-06-25,2010-06-25 11:38:00,3707,23.3833333333333
"PCS","FKTR",2010-06-28,2010-06-28 11:00:00,3697,0
"PCS","FKTR",2010-06-29,2010-06-29 10:20:00,3701,23.3333333333333
"PCS","FKTR",2010-06-30,2010-06-30 10:45:00,3734,24.4166666666667
"PCS","FKTR",2010-07-01,2010-07-01 11:05:00,3737,24.3333333333333
"PCS","FKTR",2010-10-05,2010-10-05 09:15:00,1065,0
"PCS","FKTR",2010-10-06,2010-10-06 11:50:00,1066,26.5833333333333
"PCS","FKTR",2010-10-07,2010-10-07 13:30:00,3558,25.6666666666667
"PCS","FKTR",2010-10-11,2010-10-11 09:25:00,3559,0
"PCS","FKTR",2010-10-12,2010-10-12 10:00:00,3560,24.5833333333333
"PCS","FKTR",2010-10-13,2010-10-13 10:00:00,3561,24
"PCS","FKTR",2010-10-14,2010-10-14 10:30:00,3562,24.5
"PCS","FKTR",2010-10-18,2010-10-18 09:00:00,3563,0
"PCS","FKTR",2010-10-19,2010-10-19 10:00:00,3564,25
"PCS","FKTR",2010-10-20,2010-10-20 09:45:00,3565,23.75
"PCS","FKTR",2010-10-21,2010-10-21 09:30:00,1059,23.75
"PCS","FKTR",2010-10-25,2010-10-25 10:30:00,3566,0
"PCS","FKTR",2010-10-26,2010-10-26 11:20:00,3567,24.8333333333333
"PCS","FKTR",2010-10-27,2010-10-27 10:30:00,3568,23.1666666666667
"PCS","FKTR",2010-10-28,2010-10-28 13:00:00,3569,26.5
"PCS","FKTR",2010-10-29,2010-10-29 10:00:00,3570,21
"PCS","FKTR",2010-11-01,2010-11-01 10:30:00,1060,0
"PCS","FKTR",2010-11-02,2010-11-02 10:39:00,3571,24.15
"PCS","FKTR",2010-11-03,2010-11-03 10:45:00,3572,24.1
"PCS","FKTR",2010-11-04,2010-11-04 09:40:00,3573,22.9166666666667
"PCS","FKTR",2010-11-05,2010-11-05 09:45:00,3574,24.0833333333333
"PCS","FKTR",2010-11-08,2010-11-08 10:00:00,3575,0
"PCS","FKTR",2010-11-09,2010-11-09 09:00:00,3576,23
"PCS","FKTR",2010-11-10,2010-11-10 09:48:00,3577,24.8
"PCS","FKTR",2010-11-15,2010-11-15 13:49:00,3579,0
"PCS","FKTR",2010-11-16,2010-11-16 09:35:00,1062,19.7666666666667
"PCS","FKTR",2010-11-17,2010-11-17 09:40:00,3580,24.0833333333333
"PCS","FKTR",2010-11-18,2010-11-18 10:15:00,3581,24.5833333333333
"PCS","FKTR",2010-11-19,2010-11-19 10:40:00,3578,24.4166666666667
"PCS","FKTR",2010-11-22,2010-11-22 09:35:00,3582,0
"PCS","FKTR",2010-11-23,2010-11-23 09:45:00,3583,24.1666666666667
"PCS","FKTR",2010-11-24,2010-11-24 09:45:00,3584,24
"PCS","FKTR",2010-11-29,2010-11-29 10:00:00,3585,0
"PCS","FKTR",2010-11-30,2010-11-30 10:20:00,3586,24.3333333333333
"PCS","FKTR",2010-12-01,2010-12-01 10:10:00,3587,23.8333333333333
"PCS","FKTR",2010-12-02,2010-12-02 11:10:00,3747,25
"PCS","FKTR",2010-12-03,2010-12-03 09:30:00,1064,22.3333333333333
"PCS","FKTR",2010-12-06,2010-12-06 09:30:00,3752,0
"PCS","FKTR",2010-12-07,2010-12-07 09:15:00,3753,23.75
"PCS","FKTR",2010-12-08,2010-12-08 13:15:00,3754,28
"PCS","FKTR",2010-12-09,2010-12-09 11:00:00,3935,21.75
"PCS","FKTR",2010-12-10,2010-12-10 12:10:00,3748,25.1666666666667
"PCS","FKTR",2010-12-13,2010-12-13 09:45:00,3749,0
"PCS","FKTR",2010-12-14,2010-12-14 11:00:00,3750,25.25
"PCS","FKTR",2010-12-15,2010-12-15 10:30:00,3751,23.5
"PCS","FKTR",2010-12-16,2010-12-16 13:30:00,3755,27
"PCS","FKTR",2010-12-17,2010-12-17 12:30:00,3756,23
"PCS","FKTR",2010-12-20,2010-12-20 09:30:00,3757,0
"PCS","FKTR",2010-12-21,2010-12-21 14:30:00,3758,29
"PCS","FKTR",2010-12-22,2010-12-22 10:00:00,3759,19.5
"PCS","FKTR",2010-12-23,2010-12-23 14:45:00,3760,28.75
"PCS","FKTR",2010-12-24,2010-12-24 08:30:00,3761,17.75
"PCS","FKTR",2010-12-27,2010-12-27 10:00:00,3762,0
"PCS","FKTR",2010-12-28,2010-12-28 10:30:00,3763,24.5
"PCS","FKTR",2010-12-29,2010-12-29 12:00:00,3764,25.5
"PCS","FKTR",2010-12-30,2010-12-30 11:23:00,3765,23.3833333333333
"PCS","FKTR",2010-12-31,2010-12-31 12:00:00,3766,24.6166666666667
"PCS","FKTR",2011-01-03,2011-01-03 09:45:00,3767,0
"PCS","FKTR",2011-01-04,2011-01-04 14:10:00,3768,28.4166666666667
"PCS","FKTR",2011-01-05,2011-01-05 14:00:00,3769,23.8333333333333
"PCS","FKTR",2011-01-06,2011-01-06 11:45:00,3770,21.75
"PCS","FKTR",2011-01-07,2011-01-07 09:30:00,3771,21.75
"PCS","FKTR",2011-01-10,2011-01-10 12:40:00,3772,0
"PCS","FKTR",2011-01-11,2011-01-11 13:15:00,3773,24.5833333333333
"PCS","FKTR",2011-01-12,2011-01-12 13:00:00,3774,23.75
"PCS","FKTR",2011-01-13,2011-01-13 11:45:00,3775,22.75
"PCS","FKTR",2011-01-14,2011-01-14 11:15:00,3776,23.5
"PCS","FKTR",2011-01-18,2011-01-18 09:30:00,3777,0
"PCS","FKTR",2011-01-19,2011-01-19 13:00:00,3907,27.5
"PCS","FKTR",2011-01-20,2011-01-20 10:30:00,3906,21.5
"PCS","FKTR",2011-01-21,2011-01-21 11:20:00,3905,24.8333333333333
"PCS","FKTR",2011-01-24,2011-01-24 11:10:00,3904,0
"PCS","FKTR",2011-01-25,2011-01-25 11:45:00,3912,24.5833333333333
"PCS","FKTR",2011-01-26,2011-01-26 13:10:00,4695,25.4166666666667
"PCS","FKTR",2011-01-27,2011-01-27 11:00:00,4694,21.8333333333333
"PCS","FKTR",2011-01-28,2011-01-28 11:35:00,4693,24.5833333333333
"PCS","FKTR",2011-01-31,2011-01-31 10:30:00,3915,0
"PCS","FKTR",2011-02-01,2011-02-01 10:55:00,3916,24.4166666666667
"PCS","FKTR",2011-02-02,2011-02-02 12:00:00,3934,25.0833333333333
"PCS","FKTR",2011-02-03,2011-02-03 11:00:00,3933,23
"PCS","FKTR",2011-02-04,2011-02-04 11:11:00,3919,24.1833333333333
"PCS","FKTR",2011-02-07,2011-02-07 10:30:00,3921,0
"PCS","FKTR",2011-02-08,2011-02-08 10:05:00,3931,23.5833333333333
"PCS","FKTR",2011-02-09,2011-02-09 12:09:00,3930,26.0666666666667
"PCS","FKTR",2011-02-10,2011-02-10 10:35:00,3929,22.4333333333333
"PCS","FKTR",2011-02-11,2011-02-11 09:51:00,3928,23.2666666666667
"PCS","FKTR",2011-02-14,2011-02-14 09:55:00,3927,0
"PCS","FKTR",2011-02-15,2011-02-15 10:40:00,3926,24.75
"PCS","FKTR",2011-02-16,2011-02-16 12:20:00,3925,25.6666666666667
"PCS","FKTR",2011-02-17,2011-02-17 10:30:00,4692,22.1666666666667
"PCS","FKTR",2011-02-18,2011-02-18 11:00:00,3923,24.5
"PCS","FKTR",2011-02-22,2011-02-22 10:35:00,4034,0
"PCS","FKTR",2011-02-23,2011-02-23 12:15:00,4033,25.6666666666667
"PCS","FKTR",2011-02-24,2011-02-24 10:45:00,4032,22.5
"PCS","FKTR",2011-02-25,2011-02-25 10:20:00,4031,23.5833333333333
"PCS","FKTR",2011-02-28,2011-02-28 11:00:00,4030,0
"PCS","FKTR",2011-03-01,2011-03-01 11:00:00,4029,24
"PCS","FKTR",2011-03-02,2011-03-02 11:50:00,4028,24.8333333333333
"PCS","FKTR",2011-03-03,2011-03-03 10:45:00,4027,22.9166666666667
"PCS","FKTR",2011-03-04,2011-03-04 11:45:00,4026,25
"PCS","FKTR",2011-03-07,2011-03-07 10:20:00,4025,0
"PCS","FKTR",2011-03-08,2011-03-08 10:23:00,4024,24.05
"PCS","FKTR",2011-03-09,2011-03-09 12:45:00,4023,26.3666666666667
"PCS","FKTR",2011-03-10,2011-03-10 11:20:00,4065,22.5833333333333
"PCS","FKTR",2011-03-11,2011-03-11 12:40:00,4064,25.3333333333333
"PCS","FKTR",2011-03-14,2011-03-14 11:00:00,4063,0
"PCS","FKTR",2011-03-15,2011-03-15 11:15:00,4062,24.25
"PCS","FKTR",2011-03-16,2011-03-16 11:00:00,4061,23.75
"PCS","FKTR",2011-03-17,2011-03-17 11:10:00,4060,24.1666666666667
"PCS","FKTR",2011-03-18,2011-03-18 10:55:00,4059,23.75
"PCS","FKTR",2011-04-14,2011-04-14 10:30:00,4058,0
"PCS","FKTR",2011-04-14,2011-04-14 14:30:00,4057,4
"PCS","FKTR",2011-04-15,2011-04-15 12:27:00,4056,21.95
"PCS","FKTR",2011-04-18,2011-04-18 09:30:00,4055,0
"PCS","FKTR",2011-04-19,2011-04-19 09:00:00,4054,23.5
"PCS","FKTR",2011-04-20,2011-04-20 12:00:00,4053,27
"PCS","FKTR",2011-04-21,2011-04-21 14:00:00,4052,26
"PCS","FKTR",2011-04-22,2011-04-22 12:30:00,4051,22.5
"PCS","FKTR",2011-04-25,2011-04-25 10:47:00,4050,0
"PCS","FKTR",2011-04-26,2011-04-26 14:20:00,4049,27.55
"PCS","FKTR",2011-04-27,2011-04-27 10:00:00,4048,19.6666666666667
"PCS","FKTR",2011-04-28,2011-04-28 13:30:00,4047,27.5
"PCS","FKTR",2011-04-29,2011-04-29 10:00:00,4046,20.5
"PCS","FKTR",2011-05-02,2011-05-02 10:30:00,4045,0
"PCS","FKTR",2011-05-03,2011-05-03 11:40:00,4044,25.1666666666667
"PCS","FKTR",2011-05-04,2011-05-04 11:30:00,4043,23.8333333333333
"PCS","FKTR",2011-05-05,2011-05-05 09:20:00,4042,21.8333333333333
"PCS","FKTR",2011-05-06,2011-05-06 09:40:00,4041,24.3333333333333
"PCS","FKTR",2011-05-09,2011-05-09 09:10:00,4040,0
"PCS","FKTR",2011-05-10,2011-05-10 08:44:00,4039,23.5666666666667
"PCS","FKTR",2011-05-11,2011-05-11 12:20:00,4038,27.6
"PCS","FKTR",2011-05-12,2011-05-12 11:20:00,4037,23
"PCS","FKTR",2011-05-13,2011-05-13 11:15:00,4036,23.9166666666667
"PCS","FKTR",2011-05-16,2011-05-16 10:50:00,4035,0
"PCS","FKTR",2011-05-17,2011-05-17 11:30:00,4070,24.6666666666667
"PCS","FKTR",2011-05-18,2011-05-18 13:13:00,4069,25.7166666666667
"PCS","FKTR",2011-05-19,2011-05-19 12:47:00,4068,23.5666666666667
"PCS","FKTR",2011-05-20,2011-05-20 12:15:00,4067,23.4666666666667
"PCS","FKTR",2011-05-23,2011-05-23 11:00:00,4066,0
"PCS","FKTR",2011-05-24,2011-05-24 11:27:00,4131,24.45
"PCS","FKTR",2011-05-25,2011-05-25 12:06:00,4130,24.65
"PCS","FKTR",2011-05-26,2011-05-26 10:50:00,4129,22.7333333333333
"PCS","FKTR",2011-05-27,2011-05-27 11:12:00,4128,24.3666666666667
"PCS","FKTR",2011-05-31,2011-05-31 10:10:00,4127,0
"PCS","FKTR",2011-06-01,2011-06-01 12:38:00,4126,26.4666666666667
"PCS","FKTR",2011-06-02,2011-06-02 10:45:00,4125,22.1166666666667
"PCS","FKTR",2011-06-03,2011-06-03 11:05:00,4124,24.3333333333333
"PCS","FKTR",2011-06-06,2011-06-06 09:35:00,4123,0
"PCS","FKTR",2011-06-07,2011-06-07 15:00:00,4122,29.4166666666667
"PCS","FKTR",2011-06-08,2011-06-08 10:35:00,4142,19.5833333333333
"PCS","FKTR",2011-06-09,2011-06-09 14:15:00,4141,27.6666666666667
"PCS","FKTR",2011-06-10,2011-06-10 08:05:00,4140,17.8333333333333
"PCS","FKTR",2011-06-13,2011-06-13 10:32:00,4139,0
"PCS","FKTR",2011-06-14,2011-06-14 11:00:00,4138,24.4666666666667
"PCS","FKTR",2011-06-15,2011-06-15 12:10:00,4137,25.1666666666667
"PCS","FKTR",2011-06-16,2011-06-16 10:35:00,4136,22.4166666666667
"PCS","FKTR",2011-06-17,2011-06-17 10:20:00,4135,23.75
"PCS","FKTR",2011-06-20,2011-06-20 09:35:00,4134,0
"PCS","FKTR",2011-06-21,2011-06-21 09:40:00,4133,24.0833333333333
"PCS","FKTR",2011-06-22,2011-06-22 09:33:00,4132,23.8833333333333
"PCS","FKTR",2011-06-23,2011-06-23 08:38:00,4121,23.0833333333333
"PCS","FKTR",2011-06-24,2011-06-24 11:51:00,4120,27.2166666666667
"PCS","FKTR",2011-06-27,2011-06-27 11:00:00,4119,0
"PCS","FKTR",2011-06-28,2011-06-28 11:50:00,4118,24.8333333333333
"PCS","FKTR",2011-06-29,2011-06-29 12:52:00,4117,25.0333333333333
"PCS","FKTR",2011-06-30,2011-06-30 11:20:00,4116,22.4666666666667
"PCS","FKTR",2011-07-01,2011-07-01 12:23:00,4115,25.05
"PCS","FKTR",2011-07-05,2011-07-05 10:00:00,4212,0
"PCS","FKTR",2011-07-06,2011-07-06 09:45:00,4213,23.75
"PCS","FKTR",2011-07-07,2011-07-07 10:35:00,4214,24.8333333333333
"PCS","FKTR",2011-07-08,2011-07-08 12:08:00,4215,25.55
"PCS","FKTR",2011-09-26,2011-09-26 09:20:00,4462,0
"PCS","FKTR",2011-09-26,2011-09-26 09:20:00,4216,0
"PCS","FKTR",2011-09-27,2011-09-27 09:18:00,4217,23.9666666666667
"PCS","FKTR",2011-09-28,2011-09-28 12:00:00,4218,26.7
"PCS","FKTR",2011-09-29,2011-09-29 09:15:00,4219,21.25
"PCS","FKTR",2011-09-30,2011-09-30 08:10:00,4220,22.9166666666667
"PCS","FKTR",2011-10-03,2011-10-03 10:40:00,4222,0
"PCS","FKTR",2011-10-04,2011-10-04 11:03:00,4223,24.3833333333333
"PCS","FKTR",2011-10-05,2011-10-05 11:20:00,4224,24.2833333333333
"PCS","FKTR",2011-10-06,2011-10-06 11:10:00,4225,23.8333333333333
"PCS","FKTR",2011-10-07,2011-10-07 11:40:00,4226,24.5
"PCS","FKTR",2011-10-10,2011-10-10 09:40:00,4227,0
"PCS","FKTR",2011-10-11,2011-10-11 10:53:00,4228,25.2166666666667
"PCS","FKTR",2011-10-12,2011-10-12 11:00:00,4229,24.1166666666667
"PCS","FKTR",2011-10-13,2011-10-13 09:50:00,4230,22.8333333333333
"PCS","FKTR",2011-10-14,2011-10-14 10:50:00,4231,25
"PCS","FKTR",2011-10-17,2011-10-17 10:10:00,4232,0
"PCS","FKTR",2011-10-18,2011-10-18 10:57:00,4234,24.7833333333333
"PCS","FKTR",2011-10-19,2011-10-19 12:15:00,4238,25.3
"PCS","FKTR",2011-10-20,2011-10-20 09:25:00,4463,21.1666666666667
"PCS","FKTR",2011-10-21,2011-10-21 10:50:00,4464,25.4166666666667
"PCS","FKTR",2011-10-24,2011-10-24 10:00:00,4242,0
"PCS","FKTR",2011-10-25,2011-10-25 11:00:00,4246,25
"PCS","FKTR",2011-10-26,2011-10-26 11:43:00,4253,24.7166666666667
"PCS","FKTR",2011-10-27,2011-10-27 10:36:00,4254,22.8833333333333
"PCS","FKTR",2011-10-28,2011-10-28 11:13:00,4270,24.6166666666667
"PCS","FKTR",2011-10-31,2011-10-31 09:55:00,4466,0
"PCS","FKTR",2011-10-31,2011-10-31 09:55:00,4280,0
"PCS","FKTR",2011-11-01,2011-11-01 11:00:00,4291,25.0833333333333
"PCS","FKTR",2011-11-02,2011-11-02 12:01:00,4308,25.0166666666667
"PCS","FKTR",2011-11-03,2011-11-03 10:49:00,4307,22.8
"PCS","FKTR",2011-11-04,2011-11-04 10:20:00,4315,23.5166666666667
"PCS","FKTR",2011-11-07,2011-11-07 09:45:00,4314,0
"PCS","FKTR",2011-11-08,2011-11-08 11:07:00,4316,25.3666666666667
"PCS","FKTR",2011-11-09,2011-11-09 13:02:00,4327,25.9166666666667
"PCS","FKTR",2011-11-10,2011-11-10 10:48:00,4328,21.7666666666667
"PCS","FKTR",2011-11-14,2011-11-14 10:04:00,4329,0
"PCS","FKTR",2011-11-15,2011-11-15 11:15:00,4330,25.1833333333333
"PCS","FKTR",2011-11-16,2011-11-16 11:25:00,4345,24.1666666666667
"PCS","FKTR",2011-11-17,2011-11-17 16:25:00,4344,29
"PCS","FKTR",2011-11-18,2011-11-18 11:15:00,4343,18.8333333333333
"PCS","FKTR",2011-11-21,2011-11-21 10:05:00,4342,0
"PCS","FKTR",2011-11-22,2011-11-22 12:05:00,4331,26
"PCS","FKTR",2011-11-23,2011-11-23 11:08:00,4346,23.05
"PCS","FKTR",2011-11-28,2011-11-28 10:48:00,4347,0
"PCS","FKTR",2011-11-29,2011-11-29 11:07:00,4348,24.3166666666667
"PCS","FKTR",2011-11-30,2011-11-30 11:28:00,4350,24.35
"PCS","FKTR",2011-12-01,2011-12-01 14:25:00,4351,26.95
"PCS","FKTR",2011-12-02,2011-12-02 11:00:00,4352,20.5833333333333
"PCS","FKTR",2011-12-05,2011-12-05 10:14:00,4353,0
"PCS","FKTR",2011-12-06,2011-12-06 14:07:00,4354,27.8833333333333
"PCS","FKTR",2011-12-07,2011-12-07 11:37:00,4355,21.5
"PCS","FKTR",2011-12-08,2011-12-08 11:02:00,4366,23.4166666666667
"PCS","FKTR",2011-12-09,2011-12-09 09:37:00,4367,22.5833333333333
"PCS","FKTR",2011-12-12,2011-12-12 09:40:00,4368,0
"PCS","FKTR",2011-12-13,2011-12-13 13:36:00,4370,27.9333333333333
"PCS","FKTR",2011-12-14,2011-12-14 12:15:00,4369,22.65
"PCS","FKTR",2011-12-15,2011-12-15 10:50:00,4371,22.5833333333333
"PCS","FKTR",2011-12-16,2011-12-16 12:25:00,4372,25.5833333333333
"PCS","FKTR",2011-12-19,2011-12-19 10:10:00,4373,0
"PCS","FKTR",2011-12-20,2011-12-20 13:30:00,4374,27.3333333333333
"PCS","FKTR",2011-12-21,2011-12-21 14:15:00,4385,24.75
"PCS","FKTR",2011-12-22,2011-12-22 11:25:00,4386,21.1666666666667
"PCS","FKTR",2011-12-23,2011-12-23 11:02:00,4387,23.6166666666667
"PCS","FKTR",2011-12-27,2011-12-27 10:54:00,4388,0
"PCS","FKTR",2011-12-28,2011-12-28 11:30:00,4389,24.6
"PCS","FKTR",2011-12-29,2011-12-29 13:10:00,4390,25.6666666666667
"PCS","FKTR",2011-12-30,2011-12-30 10:50:00,4391,21.6666666666667
"PCS","FKTR",2012-01-03,2012-01-03 12:55:00,4392,0
"PCS","FKTR",2012-01-04,2012-01-04 12:04:00,4393,23.15
"PCS","FKTR",2012-01-05,2012-01-05 11:02:00,4394,22.9666666666667
"PCS","FKTR",2012-01-06,2012-01-06 10:20:00,4395,23.3
"PCS","FKTR",2012-01-09,2012-01-09 10:17:00,4398,0
"PCS","FKTR",2012-01-10,2012-01-10 13:05:00,4409,26.8
"PCS","FKTR",2012-01-11,2012-01-11 12:50:00,4410,23.75
"PCS","FKTR",2012-01-12,2012-01-12 13:03:00,4411,24.2166666666667
"PCS","FKTR",2012-01-13,2012-01-13 12:30:00,4414,23.45
"PCS","FKTR",2012-01-17,2012-01-17 10:00:00,4415,0
"PCS","FKTR",2012-01-18,2012-01-18 11:15:00,4416,25.25
"PCS","FKTR",2012-01-19,2012-01-19 14:00:00,4419,26.75
"PCS","FKTR",2012-01-20,2012-01-20 11:33:00,4417,21.55
"PCS","FKTR",2012-01-23,2012-01-23 12:39:00,4421,0
"PCS","FKTR",2012-01-24,2012-01-24 14:33:00,4422,25.9
"PCS","FKTR",2012-01-25,2012-01-25 17:47:00,4423,27.2333333333333
"PCS","FKTR",2012-01-26,2012-01-26 13:00:00,4424,19.2166666666667
"PCS","FKTR",2012-01-27,2012-01-27 11:23:00,4425,22.3833333333333
"PCS","FKTR",2012-01-30,2012-01-30 15:45:00,4426,0
