"GearID","TowID","GearCode","MeterSerial","MeterStart","MeterEnd","MeterCheck","Comments"
4191,18534,2,24653,217000,239964,22964,NA
4192,18657,2,24653,836365,859101,22736,NA
4193,18813,2,24653,621182,643471,22289,NA
4194,18959,2,24653,292925,315233,22308,NA
4195,19100,2,24653,822198,846320,24122,NA
4196,19242,2,23811,40536,61391,20855,NA
4197,19385,2,23811,541873,563367,21494,NA
4198,19515,2,23811,135211,157330,22119,NA
4199,19657,2,23811,992713,13174,20461,NA
4200,19799,2,23811,90920,110154,19234,NA
4201,19936,2,23811,447710,468567,20857,NA
4202,20076,2,23811,144227,166730,22503,NA
4203,20217,2,23811,143751,164588,20837,NA
4204,20365,2,24579,497259,520385,23126,NA
4205,20469,2,24565,808740,829143,20403,NA
4206,20619,2,24565,880740,900987,20247,NA
4207,20759,2,24565,350909,371621,20712,NA
4208,20899,2,24565,215204,238515,23311,NA
4209,21040,2,24565,722135,743359,21224,NA
4210,21200,2,24565,548204,569087,20883,NA
4211,21322,2,24565,964009,985494,21485,NA
4212,21459,2,24565,926595,948902,22307,NA
4213,21601,2,24565,320784,340601,19817,NA
4214,21699,2,23813,926641,950469,23828,NA
4215,21814,2,23813,896710,921210,24500,NA
4216,22003,2,24579,493501,500617,7116,NA
4217,22095,2,24579,788117,811584,23467,NA
4218,22234,2,24579,369528,392844,23316,NA
4219,22376,2,24579,913874,940047,26173,NA
4220,22517,2,24579,650614,674846,24232,NA
4221,22653,2,24567,552392,578068,25676,NA
4222,22804,2,24579,711708,735721,24013,NA
4223,22923,2,23813,418838,441138,22300,NA
4224,23004,2,23813,914768,937944,23176,NA
4225,23146,2,23813,628965,652710,23745,NA
4226,23280,2,23813,456105,479174,23069,NA
4227,23422,2,23813,322826,329148,6322,NA
4228,23561,2,23813,34946,58606,23660,NA
4229,23790,2,23814,869175,893654,24479,NA
4230,23904,2,23813,2986,27125,24139,NA
4231,24051,2,23813,327735,350410,22675,NA
4232,55,2,10369,311707,330849,19142,NA
4233,167,2,10369,309755,328788,19033,NA
4234,267,2,10369,718298,743700,25402,NA
4235,377,2,10369,285440,308145,22705,NA
4236,461,2,10369,369430,393480,24050,NA
4237,610,2,10369,986648,8290,21642,NA
4238,655,2,10369,911462,935706,24244,NA
4239,768,2,11732,768666,791939,23273,NA
4240,926,2,13287,294034,316130,22096,NA
4241,1047,2,13287,946642,967577,20935,NA
4242,1178,2,13287,718877,740788,21911,NA
4243,1304,2,13287,448776,471958,23182,NA
4244,1415,2,13287,806040,823516,17476,NA
4245,1532,2,13287,92841,114891,22050,NA
4246,1642,2,13287,978164,2690,24526,NA
4247,1756,2,13287,644507,669695,25188,NA
4248,1936,2,13327,114535,135136,20601,NA
4249,2056,2,13327,307999,329331,21332,NA
4250,2160,2,13327,529649,551259,21610,NA
4251,2276,2,13327,867275,890884,23609,NA
4252,2363,2,13327,861863,884049,22186,NA
4253,2438,2,13327,498828,522522,23694,NA
4254,2568,2,13327,126117,146870,20753,NA
4255,2724,2,13327,816712,837416,20704,NA
4256,2807,2,14958,543794,565776,21982,NA
4257,2907,2,14958,538528,565053,26525,NA
4258,2994,2,14958,419180,438909,19729,NA
4259,3100,2,14958,552844,574085,21241,NA
4260,3218,2,14958,840158,861246,21088,NA
4261,3334,2,14958,12310,35220,22910,NA
4262,3438,2,14958,140008,162184,22176,NA
4263,3554,2,13327,120122,146329,26207,NA
4264,3784,2,14977,163710,184642,20932,NA
4265,3911,2,14977,587889,613065,25176,NA
4266,4066,2,6150,410834,434554,23720,NA
4267,4191,2,6150,166150,187922,21772,NA
4268,4360,2,6150,127305,149910,22605,NA
4269,4504,2,6150,3734,28961,25227,NA
4270,4612,2,6150,475279,495237,19958,NA
4271,4736,2,14982,22576,42843,20267,NA
4272,4852,2,14982,887841,910503,22662,NA
4273,4972,2,14982,555830,579365,23535,NA
4274,5067,2,14982,69177,91997,22820,NA
4275,5177,2,14982,28672,52754,24082,NA
4276,5250,2,14982,667865,692782,24917,NA
4277,5353,2,14982,850155,874574,24419,NA
4278,5437,2,14982,805314,836695,31381,NA
4279,5527,2,14979,707196,732789,25593,NA
4280,5622,2,14979,605366,628610,23244,NA
4281,5734,2,14979,180457,207789,27332,NA
4282,5828,2,14979,603444,627309,23865,NA
4283,5984,2,12945,797588,820252,22664,NA
4284,6085,2,12945,468372,489750,21378,NA
4285,6210,2,12945,284939,307389,22450,NA
4286,6347,2,12945,944055,966474,22419,NA
4287,6454,2,12945,562648,585385,22737,NA
4288,6579,2,12945,118098,140705,22607,NA
4289,6735,2,12945,85474,110245,24771,NA
4290,6850,2,13291,338415,361356,22941,NA
4291,6998,2,9794,861808,884806,22998,NA
4292,7118,2,9794,575623,597668,22045,NA
4293,7244,2,9794,285280,308843,23563,NA
4294,7336,2,9794,864780,886521,21741,NA
4295,7489,2,9794,636424,659784,23360,NA
4296,7612,2,9794,172509,195040,22531,NA
4297,7734,2,12204,527163,550193,23030,NA
4298,7819,2,12204,731616,755340,23724,NA
4299,7946,2,12441,219279,242819,23540,NA
4300,8065,2,12441,15395,36875,21480,NA
4301,8187,2,12441,787603,810215,22612,NA
4302,8310,2,12441,579878,603653,23775,NA
4303,8432,2,12441,324709,347565,22856,NA
4304,8546,2,14982,788680,810809,22129,NA
4305,8675,2,14982,500958,524487,23529,NA
4306,8765,2,14982,107923,130278,22355,NA
4307,8863,2,12994,870282,893913,23631,NA
4308,8959,2,12994,442289,465538,23249,NA
4309,9091,2,12994,235860,259871,24011,NA
4310,9210,2,12994,88183,112341,24158,NA
4311,9360,2,12994,95966,120482,24516,NA
4312,9467,2,12994,746095,777201,31106,NA
4313,9543,2,16976,250795,274791,23996,NA
4314,9700,2,16976,965435,986050,20615,NA
4315,9808,2,14979,3955,28951,24996,NA
4316,9946,2,14979,900771,923908,23137,NA
4317,10062,2,14979,929383,953443,24060,NA
4318,10192,2,14979,73041,99046,26005,NA
4319,10308,2,12994,141376,166183,24807,NA
4320,10399,2,12994,884585,898757,14172,NA
4321,10517,2,14958,737895,751426,13531,NA
4322,10682,2,14958,713047,733220,20173,NA
4323,10778,2,14982,254791,277232,22441,NA
4324,10879,2,14977,84578,103926,19348,NA
4325,11009,2,14977,34469,57550,23081,NA
4326,11142,2,14977,498982,519584,20602,NA
4327,11273,2,14977,429225,449813,20588,NA
4328,11382,2,14977,328084,350215,22131,NA
4329,11556,2,14977,425780,450294,24514,NA
4330,11664,2,19296,274053,296552,22499,NA
4331,11811,2,19296,570238,588098,17860,NA
4332,11950,2,19296,704580,727407,22827,NA
4333,12075,2,12441,713814,737624,23810,NA
4334,12141,2,12441,46435,70638,24203,NA
4335,12268,2,12441,28493,53403,24910,NA
4336,12385,2,12441,997439,20599,23160,NA
4337,12565,2,12441,341994,363849,21855,NA
4338,12640,2,21920,630862,654399,23537,NA
4339,12775,2,21920,212281,235035,22754,NA
4340,12899,2,21920,100643,123432,22789,NA
4341,13017,2,14958,168762,195676,26914,NA
4342,13078,2,21920,809275,832183,22908,NA
4343,13162,2,21920,159002,182028,23026,NA
4344,13311,2,21920,352714,375509,22795,NA
4345,13438,2,21920,492352,512823,20471,NA
4346,13548,2,14979,972710,993822,21112,NA
4347,13719,2,14977,911452,933931,22479,NA
4348,13789,2,14979,799713,823157,23444,NA
4349,13964,2,14979,753034,778691,25657,NA
4350,14048,2,14977,194946,221387,26441,NA
4351,14200,2,14977,407281,429355,22074,NA
4352,14337,2,23286,595717,619428,23711,NA
4353,14432,2,23286,422267,441564,19297,NA
4354,14646,2,23286,336116,361473,25357,NA
4355,14662,2,23286,648517,673664,25147,NA
4356,14792,2,23286,651755,672032,20277,NA
4357,14917,2,23286,483296,507690,24394,NA
4358,15102,2,21920,753036,775640,22604,NA
4359,15306,2,23286,999060,24520,25460,NA
4360,15392,2,21920,827287,851795,24508,NA
4361,15527,2,23811,601953,625467,23514,NA
4362,15697,2,22084,612613,635227,22614,NA
4363,15814,2,23749,243271,267367,24096,NA
4364,15998,2,23813,867812,889929,22117,NA
4365,16098,2,23749,625063,648168,23105,NA
4366,16239,2,23749,29205,53068,23863,NA
4367,16378,2,23749,654216,677632,23416,NA
4368,16533,2,23813,289523,312994,23471,NA
4369,16607,2,23813,942605,966606,24001,NA
4370,16691,2,24584,73697,97849,24152,NA
4371,16839,2,24596,854229,876078,21849,NA
4372,16968,2,24596,348692,371834,23142,NA
4373,17097,2,24596,834009,856951,22942,NA
4374,17253,2,24596,854200,875893,21693,NA
4375,17412,2,24584,886502,910974,24472,NA
4376,17547,2,24584,416511,440383,23872,NA
4377,17691,2,24584,14351,37361,23010,NA
4378,17830,2,24584,665608,690047,24439,NA
4379,17973,2,24648,77715,101011,23296,NA
4380,18116,2,24653,583821,606548,22727,NA
4381,18255,2,24653,147730,170939,23209,NA
4382,18398,2,24653,709222,732827,23605,NA
4383,18537,2,24653,284521,307316,22795,NA
4384,18717,2,24653,908189,932988,24799,NA
4385,18817,2,24653,691325,714095,22770,NA
4386,18962,2,24653,361104,384841,23737,NA
4387,19103,2,24653,892789,914529,21740,NA
4388,19245,2,23811,104046,126262,22216,NA
4389,19388,2,23811,608066,630999,22933,NA
4390,19518,2,23811,200948,223650,22702,NA
4391,19660,2,23811,54406,75968,21562,NA
4392,19802,2,23811,122080,143766,21686,NA
4393,19989,2,23811,760776,783208,22432,NA
4394,20079,2,23811,280044,303267,23223,NA
4395,20220,2,23811,210879,233117,22238,NA
4396,20368,2,24579,568982,593171,24189,NA
4397,20473,2,24565,875881,898817,22936,NA
4398,20622,2,24565,941271,961046,19775,NA
4399,20761,2,24565,413325,433350,20025,NA
4400,20902,2,24565,283657,304116,20459,NA
4401,21043,2,24565,786590,809787,23197,NA
4402,21201,2,24663,140008,163902,23894,NA
4403,21324,2,24565,29709,51958,22249,NA
4404,21462,2,24565,993871,15770,21899,NA
4405,21605,2,24565,381772,402793,21021,NA
4406,21682,2,24565,861293,886682,25389,NA
4407,21817,2,23813,974310,999717,25407,NA
4408,21930,2,23813,825561,849759,24198,NA
4409,22039,2,23813,267529,280586,13057,NA
4410,22180,2,23813,78795,104087,25292,NA
4411,22378,2,24579,990351,16447,26096,NA
4412,22462,2,23813,728394,751804,23410,NA
4413,22602,2,23813,601411,626380,24969,NA
4414,22808,2,24579,930658,955113,24455,NA
4415,22927,2,23813,342255,367382,25127,NA
4416,23007,2,23813,730693,753135,22442,NA
4417,23149,2,23813,557505,581702,24197,NA
4418,23284,2,23813,384265,408534,24269,NA
4419,23423,2,23813,262525,275076,12551,NA
4420,23564,2,23813,995775,8641,12866,NA
4421,23711,2,23813,689335,714335,25000,NA
4422,23850,2,23814,892756,916936,24180,NA
4423,24054,2,23813,498465,523005,24540,NA
4424,29,2,10369,840444,864561,24117,NA
4425,132,2,10369,137134,155197,18063,NA
4426,270,2,10369,555826,582501,26675,NA
4427,338,2,10369,876996,900670,23674,NA
4428,465,2,10369,226724,249704,22980,NA
4429,614,2,10369,920660,943756,23096,NA
4430,658,2,10369,863732,887550,23818,NA
4431,771,2,11732,700450,724725,24275,NA
4432,888,2,13287,92843,115604,22761,NA
4433,1008,2,13287,753114,775833,22719,NA
4434,1140,2,13287,522697,543484,20787,NA
4435,1269,2,13287,259550,279504,19954,NA
4436,1383,2,13287,653293,674283,20990,NA
4437,1494,2,13287,962467,982616,20149,NA
4438,1607,2,13287,541112,565625,24513,NA
4439,1718,2,13287,146213,171113,24900,NA
4440,1906,2,13327,719543,735328,15785,NA
4441,2019,2,13327,68009,90125,22116,NA
4442,2247,2,13327,669733,690479,20746,NA
4443,2325,2,13327,734183,754342,20159,NA
4444,2443,2,13327,434018,453972,19954,NA
4445,2570,2,13327,997980,20268,22288,NA
4446,2684,2,13327,455241,476209,20968,NA
4447,2960,2,14958,176365,197471,21106,NA
4448,3067,2,14958,315259,336487,21228,NA
4449,3183,2,14958,491932,513907,21975,NA
4450,3302,2,14958,773387,787022,13635,NA
4451,3404,2,14958,952170,972663,20493,NA
4452,3555,2,13327,972633,998100,25467,NA
4453,3639,2,13327,525508,549943,24435,NA
4454,3748,2,14977,783642,804601,20959,NA
4455,3875,2,14977,317522,340921,23399,NA
4456,3970,2,6150,512288,535318,23030,NA
4457,4128,2,6150,641738,659128,17390,NA
4458,4194,2,6150,974492,994675,20183,NA
4459,4328,2,6150,769640,792068,22428,NA
4460,4465,2,6150,738312,760777,22465,NA
4461,4617,2,6150,347784,370237,22453,NA
4462,4701,2,14982,648923,671554,22631,NA
4463,4820,2,14982,422712,444665,21953,NA
4464,4936,2,14982,156640,177622,20982,NA
4465,5071,2,14982,782848,806763,23915,NA
4466,5152,2,14982,889162,912552,23390,NA
4467,5213,2,14982,235095,259154,24059,NA
4468,5355,2,14982,759417,782586,23169,NA
4469,5399,2,14982,329920,352944,23024,NA
4470,5529,2,14979,609411,633679,24268,NA
4471,5587,2,14979,160742,185666,24924,NA
4472,5704,2,14979,902750,926264,23514,NA
4473,5833,2,14979,325783,347216,21433,NA
4474,5948,2,12945,541933,563356,21423,NA
4475,6088,2,12945,344698,364736,20038,NA
4476,6214,2,12945,148529,171069,22540,NA
4477,6350,2,12945,807853,829986,22133,NA
4478,6456,2,12945,430849,453702,22853,NA
4479,6583,2,12945,981924,4692,22768,NA
4480,6705,2,12945,677457,700650,23193,NA
4481,6854,2,13291,192825,216104,23279,NA
4482,6960,2,9794,484792,505953,21161,NA
4483,7085,2,9794,232000,257014,25014,NA
4484,7206,2,9794,938259,961570,23311,NA
4485,7339,2,9794,731664,753720,22056,NA
4486,7455,2,9794,294740,320739,25999,NA
4487,7578,2,9794,780943,803249,22306,NA
4488,7697,2,9794,540881,563533,22652,NA
4489,7791,2,12204,308707,331920,23213,NA
4490,7908,2,12441,2444,25320,22876,NA
4491,8031,2,12441,743504,766068,22564,NA
4492,8147,2,12441,375791,398135,22344,NA
4493,8273,2,12441,153198,175560,22362,NA
4494,8397,2,12441,1275,22998,21723,NA
4495,8519,2,14982,421229,444210,22981,NA
4496,8639,2,14982,83319,106377,23058,NA
4497,8770,2,14982,829521,852369,22848,NA
4498,8866,2,12994,942733,966392,23659,NA
4499,8962,2,12994,154315,178371,24056,NA
4500,9094,2,12994,946545,971273,24728,NA
4501,9213,2,12994,803178,827520,24342,NA
4502,9325,2,12994,668997,693858,24861,NA
4503,9468,2,12994,674871,698163,23292,NA
4504,9546,2,16976,973935,998729,24794,NA
4505,9667,2,16976,756677,779104,22427,NA
4506,9781,2,14979,584125,607334,23209,NA
4507,9904,2,14979,620623,643584,22961,NA
4508,10027,2,14979,636163,659264,23101,NA
4509,10149,2,14979,668732,696766,28034,NA
4510,10264,2,12994,919652,944559,24907,NA
4511,10401,2,12994,686448,698381,11933,NA
4512,10522,2,14958,476568,500436,23868,NA
4513,10640,2,14958,286578,310379,23801,NA
4514,10754,2,14982,650478,673069,22591,NA
4515,10882,2,14977,204470,224301,19831,NA
4516,10987,2,14977,757657,778537,20880,NA
4517,11100,2,14977,179976,201596,21620,NA
4518,11274,2,14977,362099,384253,22154,NA
4519,11386,2,14977,199833,219754,19921,NA
4520,11514,2,14977,93152,116122,22970,NA
1,88,2,10369,864217,883576,19359,NA
2,198,2,10369,95192,122743,27551,NA
3,303,2,10369,848963,872525,23562,NA
4,405,2,10369,50573,72134,21561,NA
5,495,2,10369,116784,138169,21385,NA
6,591,2,10369,264955,286122,21167,NA
7,708,2,11732,169638,191739,22101,NA
8,801,2,11732,606946,630321,23375,NA
9,952,2,13287,154919,177793,22874,NA
10,1073,2,13287,784769,800820,16051,NA
11,1226,2,13287,26527,47668,21141,NA
12,1347,2,13287,648139,668408,20269,NA
13,1555,2,13287,910832,934229,23397,NA
14,1661,2,13287,862702,887282,24580,NA
15,1779,2,13287,520265,543118,22853,NA
16,1967,2,13327,676299,696064,19765,NA
17,2079,2,13327,174282,194660,20378,NA
18,2187,2,13327,160856,180386,19530,NA
19,2395,2,13327,888654,908572,19918,NA
20,2485,2,13327,517363,537794,20431,NA
21,2629,2,13327,186479,205438,18959,NA
22,2731,2,13327,815617,833920,18303,NA
23,2828,2,14958,998636,16762,18126,NA
24,3018,2,14958,287792,308350,20558,NA
25,3124,2,14958,218532,234631,16099,NA
26,3252,2,14958,713413,728171,14758,NA
27,3486,2,14958,363312,381523,18211,NA
28,3588,2,13327,263388,285227,21839,NA
29,3701,2,13327,771695,793028,21333,NA
30,3793,2,14977,7840,26278,18438,NA
31,4014,2,6150,711388,730839,19451,NA
32,4256,2,6150,497454,517772,20318,NA
33,4390,2,6150,5639,24694,19055,NA
34,4512,2,6150,129726,152725,22999,NA
35,4646,2,6150,772490,795048,22558,NA
36,4768,2,14982,81518,98775,17257,NA
37,4877,2,14982,632295,652991,20696,NA
38,4982,2,14982,410510,430818,20308,NA
39,5102,2,14982,160485,180048,19563,NA
40,5259,2,14982,484840,505571,20731,NA
41,5445,2,14982,603030,621260,18230,NA
42,5650,2,14979,499474,519412,19938,NA
43,5763,2,14979,190279,208029,17750,NA
