"RowID","Study Year","Meter Serial","Calibration Date","k factor","Notes"
160,1994.00,"11730",10/1/1993 0:00:00,0.02,
161,1994.00,"11732",8/30/1994 0:00:00,0.02,
162,1994.00,"11746",9/29/1993 0:00:00,0.02,
163,1994.00,"12207",8/30/1994 0:00:00,0.02,
164,1994.00,"12215",8/30/1994 0:00:00,0.02,
165,1994.00,"12346",8/30/1994 0:00:00,0.02,
166,1995.00,"6150",1/31/1995 0:00:00,0.02,
167,1995.00,"7563",1/31/1995 0:00:00,0.02,
168,1995.00,"9784",1/31/1995 0:00:00,0.02,
169,1995.00,"9887",1/31/1995 0:00:00,0.02,
170,1995.00,"10369",8/31/1994 0:00:00,0.02,
171,1995.00,"10373",1/31/1995 0:00:00,0.02,
172,1995.00,"11228",8/30/1994 0:00:00,0.02,
173,1995.00,"11732",8/31/1994 0:00:00,0.02,
174,1995.00,"12207",1/31/1995 0:00:00,0.02,
175,1995.00,"12215",1/31/1995 0:00:00,0.02,
176,1995.00,"12346",1/31/1995 0:00:00,0.02,
177,1996.00,"9794",4/22/1996 0:00:00,0.02,
178,1996.00,"12207",1/18/1996 0:00:00,0.02,
179,1996.00,"12215",8/29/1996 0:00:00,0.02,"Average of calibration values from 1/18/96 and 8/29/96"
180,1996.00,"12945",8/29/1996 0:00:00,0.02,"Average of calibration values from 1/18/96 and 8/29/96"
181,1996.00,"13287",8/29/1996 0:00:00,0.02,"Average of calibration values from 1/18/96 and 8/29/96"
182,1996.00,"13291",8/29/1996 0:00:00,0.02,"Average of calibration values from 3/21/96 and 8/29/96"
183,1996.00,"13297",1/18/1996 0:00:00,0.02,
184,1996.00,"13314",3/21/1996 0:00:00,0.02,
185,1996.00,"14977",4/22/1996 0:00:00,0.02,
186,1996.00,"14978",4/22/1996 0:00:00,0.02,
187,1996.00,"14979",8/29/1996 0:00:00,0.02,"Average of calibration values from 4/22/96 and 8/29/96"
188,2007.00,"22083",,0.02,"New Meter: Used Factory Calibration (Loaned to Dave C. FMWT 12/5/07)"
189,2007.00,"22084",,0.02,"New Meter: Used Factory Calibration"
190,2006.00,"12207",,0.02,
191,2006.00,"16969",,0.02,
192,2006.00,"14979",,0.02,"Used average of 2005 and 2007 mean Calibrations"
193,2008.00,"21920",,0.02,"Used 2007 Factory Calibration Value"
194,2008.00,"21901",,0.02,"Used 2007 Factory Calibration Value (Lost overboard on SKT 4/9/2008)"
195,2008.00,"14977",,0.02,
196,2008.00,"16969",,0.02,"(Loaned to Dave C. FMWT 11/5/08)"
197,2008.00,"14979",2/1/2007 0:00:00,0.02,"Used 2007 Calibration Value"
198,2008.00,"22876",,0.02,"New Meter: Used Factory Calibration"
199,2008.00,"22863",,0.02,"New Meter: Used Factory Calibration"
200,2009.00,"14979",9/25/2008 0:00:00,0.02,
201,2009.00,"22876",9/25/2008 0:00:00,0.02,"Meter lost on 3/9/09 (lost whole sled at St 918)"
202,2009.00,"21920",9/25/2008 0:00:00,0.02,
203,2009.00,"22085",,0.02,"New Meter: Used Factory Calibration"
204,2009.00,"22084",,0.02,"Used 2007 Factory Calibration"
205,2009.00,"13291",1/8/2009 0:00:00,0.02,"Meter lost on 3/9/09 (lost whole sled at St 918)"
206,2009.00,"23286",,0.02,"New meter: used factory calibration (borrowed from Contreras, FMWT)"
207,2009.00,"23294",,0.02,"New meter: used factory calibration (borrowed from Contreras, FMWT)"
208,2009.00,"22847",,0.02,"New meter: used factory calibration"
209,2009.00,"16969",1/8/2009 0:00:00,0.02,
210,2009.00,"20306",1/8/2009 0:00:00,0.02,
211,2009.00,"22865",,0.02,"New Meter: Used Factory Calibration"
212,2009.00,"20780",,0.02,"New Meter: Used Factory Calibration"
213,2010.00,"14979",9/22/2009 0:00:00,0.02,
214,2010.00,"20780",9/22/2009 0:00:00,0.02,
215,2010.00,"21920",9/22/2009 0:00:00,0.02,
216,2010.00,"22085",9/22/2009 0:00:00,0.02,
217,2010.00,"23807",,0.02,"New meter: used factory calibration (Lost propeller on SKT)"
218,2010.00,"23813",,0.02,"New meter: used factory calibration"
219,2010.00,"23811",,0.02,"New meter: used factory calibration"
220,2010.00,"23749",,0.02,"New meter: used factory calibration"
221,2010.00,"23978",,0.02,"New meter: used factory calibration"
222,2010.00,"20306",3/18/2010 0:00:00,0.02,
223,2010.00,"22847",3/18/2010 0:00:00,0.02,
224,2010.00,"22084",3/18/2010 0:00:00,0.02,
225,2010.00,"22865",3/18/2010 0:00:00,0.02,
226,1998.00,"12945",10/2/1997 0:00:00,0.02,
227,2001.00,"12945",1/18/2001 0:00:00,0.02,
228,2002.00,"12945",1/15/2002 0:00:00,0.02,
229,2003.00,"12994",1/30/2003 0:00:00,0.02,
230,2004.00,"12994",8/28/2003 0:00:00,0.02,
231,2003.00,"13227",,0.02,"Test Value for Townet Web Page"
232,1996.00,"13287",8/29/1996 0:00:00,0.02,"Average of calibration values from 1/18/96 and 8/29/96"
233,1997.00,"13287",8/29/1996 0:00:00,0.02,"Average of calibration values from 1/18/96 and 8/29/96"
234,1998.00,"13287",2/24/2000 0:00:00,0.02,"Average of calibration values from 8/29/96 and 2/3/00"
235,1999.00,"13287",2/3/2000 0:00:00,0.02,
236,2000.00,"13287",2/3/2000 0:00:00,0.02,
237,2002.00,"13287",1/15/2002 0:00:00,0.02,
238,2003.00,"13287",1/28/2003 0:00:00,0.02,
239,2004.00,"13287",8/27/2003 0:00:00,0.02,
240,1996.00,"13291",8/29/1996 0:00:00,0.02,"Average of calibration values from 3/21/96 and 8/29/96"
241,1998.00,"13291",10/2/1997 0:00:00,0.02,
242,2001.00,"13291",2/3/2000 0:00:00,0.02,"used 2000 calibration"
243,2002.00,"13291",1/28/2002 0:00:00,0.02,
244,2003.00,"13291",,0.02,"Used 2002 calibration value."
245,1996.00,"13297",1/18/1996 0:00:00,0.02,
246,1997.00,"13297",1/18/1996 0:00:00,0.02,
247,1999.00,"13297",2/28/2000 0:00:00,0.02,"used 1997 calibration"
248,1996.00,"13314",3/21/1996 0:00:00,0.02,
249,1997.00,"13314",5/23/2000 0:00:00,0.02,"used 1998 calibration"
250,1998.00,"13314",10/2/1997 0:00:00,0.02,
251,1999.00,"13314",2/28/2000 0:00:00,0.02,"used 1998 calibration"
252,1959.00,,,,"No Flowmeter Used"
253,1960.00,,,,"o Flowmeter Used"
254,1961.00,,,,"o Flowmeter Used"
255,1962.00,,,,"o Flowmeter Used"
256,1963.00,,,,"o Flowmeter Used"
257,1964.00,,,,"o Flowmeter Used"
258,1965.00,,,,"o Flowmeter Used"
259,1966.00,,,,"o Flowmeter Used"
260,1967.00,,,,"o Flowmeter Used"
261,1968.00,,,,"o Flowmeter Used"
262,1969.00,,,,"o Flowmeter Used"
263,1970.00,,,,"o Flowmeter Used"
264,1971.00,,,,"o Flowmeter Used"
265,1972.00,,,,"o Flowmeter Used"
266,1973.00,,,,"o Flowmeter Used"
267,1974.00,,,,"o Flowmeter Used"
268,1975.00,,,,"o Flowmeter Used"
269,1976.00,,,,"o Flowmeter Used"
270,1977.00,,,,"o Flowmeter Used"
271,1978.00,,,,"o Flowmeter Used"
272,1979.00,,,,"o Flowmeter Used"
273,1980.00,,,,"o Flowmeter Used"
274,1981.00,,,,"o Flowmeter Used"
275,1982.00,,,,"o Flowmeter Used"
276,1983.00,,,,"o Flowmeter Used"
277,1984.00,,,,"o Flowmeter Used"
278,1985.00,,,,"o Flowmeter Used"
279,1986.00,,,,"o Flowmeter Used"
280,1987.00,,,,"o Flowmeter Used"
281,1988.00,,,,"o Flowmeter Used"
282,1989.00,,,,"o Flowmeter Used"
283,1990.00,,,,"o Flowmeter Used"
284,1991.00,,,,"o Flowmeter Used"
285,1992.00,,,,"o Flowmeter Used"
286,1993.00,,,,"o Flowmeter Used"
287,1997.00,"13327",3/21/1996 0:00:00,0.02,
288,1998.00,"13327",2/2/1998 0:00:00,0.02,
289,2001.00,"13327",1/18/2001 0:00:00,0.02,
290,2002.00,"13327",1/28/2002 0:00:00,0.02,
291,1998.00,"14958",2/24/1998 0:00:00,0.02,
292,1999.00,"14958",2/24/1999 0:00:00,0.02,"copied from 1998"
293,2000.00,"14958",2/3/2000 0:00:00,0.02,
294,2001.00,"14958",1/18/2001 0:00:00,0.02,
295,2002.00,"14958",1/15/2002 0:00:00,0.02,
296,2003.00,"14958",1/28/2003 0:00:00,0.02,
297,2004.00,"14958",8/27/2003 0:00:00,0.02,
298,1996.00,"14977",4/22/1996 0:00:00,0.02,
299,1999.00,"14977",4/6/2000 0:00:00,0.02,"Copied from 1996"
300,2001.00,"14977",1/18/2001 0:00:00,0.02,
301,1996.00,"14978",4/22/1996 0:00:00,0.02,
302,1996.00,"14979",8/29/1996 0:00:00,0.02,"Average of calibration values from 4/22/96 and 8/29/96"
303,1998.00,"14979",2/24/1998 0:00:00,0.02,
304,2000.00,"14979",2/3/2000 0:00:00,0.02,
305,2001.00,"14979",1/18/2001 0:00:00,0.02,
306,2003.00,"14979",1/18/2001 0:00:00,0.02,"Used 2001 calibration value."
307,2004.00,"14979",8/28/2003 0:00:00,0.02,
308,1996.00,"14980",4/22/1996 0:00:00,0.02,
309,1998.00,"14980",10/2/1997 0:00:00,0.02,
310,1999.00,"14980",5/25/1999 0:00:00,0.02,"1998 numbers"
311,2001.00,"14980",1/18/2001 0:00:00,0.02,
312,1996.00,"14982",4/22/1996 0:00:00,0.02,
313,1997.00,"14982",3/21/1996 0:00:00,0.02,"copied from 1996"
314,1998.00,"14982",10/2/1997 0:00:00,0.02,
315,1999.00,"14982",5/25/1999 0:00:00,0.02,"1998 calibration"
316,2000.00,"14982",2/3/2000 0:00:00,0.02,
317,2001.00,"14982",1/18/2001 0:00:00,0.02,
318,2003.00,"14982",1/18/2003 0:00:00,0.02,"Used 2001 calibration value."
319,2004.00,"14982",8/28/2003 0:00:00,0.02,
320,2004.00,"16976",3/11/2004 0:00:00,0.02,"Late entry"
321,2003.00,"19294",1/28/2003 0:00:00,0.02,
322,2004.00,"19294",8/28/2003 0:00:00,0.02,
323,2005.00,"19294",1/27/2005 0:00:00,0.02,
324,2004.00,"19296",8/28/2003 0:00:00,0.02,
325,2004.00,"19299",8/28/2003 0:00:00,0.02,
326,2004.00,"19497",8/28/2003 0:00:00,0.02,
327,2004.00,"13291",,0.02,"Example DELETE when ready"
328,2005.00,"13291",8/27/2003 0:00:00,0.02,"used 19497 calibration"
329,2006.00,"12204",,0.02,
330,2006.00,"19299",,0.02,"Used 2003 Calibration Value"
331,2006.00,"6150",,0.02,"Used 2001 Calibration Value"
332,2006.00,"19296",,0.02,"Used 2003 Calibration Value"
333,2006.00,"14980",,0.02,"Used 2005 mean Calibration Value"
334,2007.00,"19296",2/1/2007 0:00:00,0.02,
335,2007.00,"21920",,0.02,"New Meter: Used Factory Calibration"
336,2007.00,"21923",,0.02,"New Meter: Used Factory Calibration (Loaned to Dave C. Townet 6/5/07)"
337,2007.00,"21901",,0.02,"New Meter: Used Factory Calibration"
338,2007.00,"20373",,0.02,"New Meter: Used Factory Calibration"
339,2007.00,"21039",,0.02,"New Meter: Used Factory Calibration"
340,2006.00,"20306",,0.02,"Used Factory Calibration"
341,2006.00,"21039",,0.02,"Used Factory Calibration"
342,2012.00,"23922",2/28/2012 0:00:00,0.02,"Second calibration"
343,2012.00,"23924",2/28/2012 0:00:00,0.02,"Second calibration"
344,2012.00,"24645",2/28/2012 0:00:00,0.02,"Second calibration"
345,2011.00,"23306",1/26/2011 0:00:00,0.02,
346,2011.00,"23326",1/26/2011 0:00:00,0.02,"First calibration"
347,2011.00,"23312",1/26/2011 0:00:00,0.02,
348,2011.00,"23922",1/26/2011 0:00:00,0.02,
349,2013.00,"24652",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
350,2013.00,"23684",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
351,2013.00,"24609",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
352,2013.00,"22878",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
353,2013.00,"23326",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
354,2013.00,"24595",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
355,2013.00,"24658",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
356,2013.00,"24651",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
357,2013.00,"24654",3/22/2012 0:00:00,0.02,"Used 2012 calibration"
358,2013.00,"23922",2/28/2012 0:00:00,0.02,"Used 2012 calibration"
359,2013.00,"23924",2/28/2012 0:00:00,0.02,"Used 2012 calibration"
360,2013.00,"24645",2/28/2012 0:00:00,0.02,"Used 2012 calibration"
361,2011.00,"23924",1/26/2011 0:00:00,0.02,
362,2013.00,"24656",,0.02,"New Meter: Used factory calibration"
363,2014.00,"24656",1/14/2014 0:00:00,0.02,"First calibration"
364,2014.00,"24645",1/14/2014 0:00:00,0.02,"Third calibration"
365,2014.00,"23684",1/14/2014 0:00:00,0.02,"Second calibration"
366,2014.00,"23924",1/14/2014 0:00:00,0.02,"Third calibration"
367,2014.00,"23326",1/14/2014 0:00:00,0.02,"Third calibration"
368,2014.00,"22878",1/14/2014 0:00:00,0.02,"Second calibration"
369,2014.00,"24658",1/14/2014 0:00:00,0.02,"Second calibration"
370,2014.00,"24652",1/14/2014 0:00:00,0.02,"Second calibration"
371,2014.00,"24595",1/14/2014 0:00:00,0.02,"Second calibration"
372,2014.00,"24609",1/14/2014 0:00:00,0.02,"Second calibration"
373,2014.00,"24574",,0.02,"New Meter: Used factory calibration"
374,2015.00,"24656",1/14/2014 0:00:00,0.02,"Used 2014 calibration"
375,2015.00,"24661",,0.02,"New Meter: Used factory calibration"
376,2016.00,"24650",,0.02,"Used factory K factor"
377,2016.00,"24595",,0.02,"Used factory K factor"
378,2016.00,"23924",,0.02,"Used factory K factor"
379,2016.00,"24656",,0.02,"Used factory K factor"
380,2015.00,"23924",,0.02,"Used factory K"
381,2017.00,"28236",,0.02,"Used factory K factor"
382,2017.00,"28237",,0.02,"Used factory K factor"
383,2017.00,"24658",,0.02,"Used factory K factor"
384,2017.00,"23684",,0.02,"Used factory K factor"
385,2017.00,"24654",,0.02,"Used factory K factor"
386,2017.00,"24652",,0.02,"Used factory K factor"
387,2017.00,"22847",,0.02,"Used Factory K factor"
388,2017.00,"24574",,0.02,"Used Factory K Factor"
389,2017.00,"23922",,0.02,"Used factory K factor"
390,2018.00,"28930",,0.02,"Used factory K factor"
391,2018.00,"23922",,0.02,"sed factory K factor"
392,2018.00,"28931",,0.02,"Used factory K factor"
393,2018.00,"28932",,0.02,"Used factory K factor"
394,2018.00,"28236",,0.02,"Used factory K factor"
395,2018.00,"22847",,0.02,"Used factory K factor"
396,2019.00,"29304",,0.02,"Used factory K factor"
397,2019.00,"29309",,0.02,"Used factory K factor"
398,2019.00,"29306",,0.02,"Used factory K factor"
399,2019.00,"29303",,0.02,"Used factory K factor"
400,2019.00,"29333",,0.02,"Used factory K factor"
401,2019.00,"20307",,0.02,"Used factory K factor"
402,2019.00,"29305",,0.02,"Used factory K factor"
403,2019.00,"29311",,0.02,"Used factory K factor"
404,2020.00,"24788",,0.02,"Used factory K factor"
405,2020.00,"28237",,0.02,"Used factory K factor"
406,2020.00,"29303",,0.02,"Used factory K factor"
407,2020.00,"29307",,0.02,"Used factory K factor"
408,2020.00,"28931",,0.02,"Used factory K factor"
409,2020.00,"22847",,0.02,"Used factory K factor"
410,2020.00,"29304",,0.02,"Used factory K factor"
411,2021.00,"29306",,0.02,"Used factory K factor"
412,2021.00,"28236",,0.02,"Used factory K factor"
413,2021.00,"29307",,0.02,"Used factory K factor"
414,2021.00,"29303",,0.02,"Used factory K factor"
415,2021.00,"28909",,0.02,"Used factory K factor"
416,,,,,
417,2021.00,"22847",,0.02,"Used factory K factor"
418,2021.00,"29304",,0.02,"Used factory K factor"
419,2021.00,"30419",,0.02,"Used factory K factor"
