"CatchRowID","SampleRowID","OrganismCode","Catch","CatchComments"
147,46,65,2,"GoldenShiner: used Moyle (2000); no spines, fleshy keel present, more than 10 anal rays (14 on both)."
148,47,12,7,
149,47,20,1,
150,48,0,0,"No catch."
151,49,20,2,
152,50,0,0,"No catch."
153,51,20,1,
154,51,24,1,"delta smelt returned in formalin to CDFG, Stockton."
155,52,32,1,"steelhead ad+."
156,52,24,1,"delta smelt returned in formalin to CDFG, Stockton."
157,53,19,3,
158,53,20,1,
159,53,24,1,"delta smelt returned in formalin to CDFG, Stockton."
160,54,24,1,"delta smelt - female; girdled in small mesh; ripe-looking eggs released from vent and site of injury.  Delta smelt returned in formalin to CDFG, Stockton."
161,55,19,5,
162,55,25,1,
163,56,34,1,
164,56,29,1,
165,56,38,3,
166,56,19,20,
167,56,20,7,
168,56,24,184,"delta smelt returned in formalin to CDFG, Stockton; one lost during transport."
169,56,25,4,
170,57,29,7,
171,57,20,110,
172,57,24,64,"All delta smelt returned in formalin to CDFG, Stockton."
173,57,25,1,"Length unknown.  One longfin smelt was measured and included with delta smelt measurements in error."
174,58,29,14,
175,58,33,1,
176,58,38,7,
177,58,12,21,
178,58,24,70,"69 delta smelt returned in formalin to CDFG, Stockton for egg staging.  One lost during transport."
179,58,20,105,
180,59,19,2,
181,59,20,14,
182,60,32,1,"ad-clipped"
183,60,20,1,
184,60,24,1,"delta smelt returned in formalin to CDFG, Stockton."
185,61,20,3,
186,62,20,1,
187,63,20,8,
188,63,24,7,"delta smelt returned in formalin to CDFG, Stockton."
189,64,32,1,"ad-clipped steelhead"
190,64,24,15,"delta smelt returned in formalin to CDFG, Stockton."
191,65,32,1,"ad-clipped"
192,65,24,4,"delta smelt returned in formalin to CDFG, Stockton."
193,65,19,3,
194,66,0,0,"No catch."
195,67,25,1,
196,67,19,1,
197,68,25,1,
198,69,25,1,
199,69,32,1,"ad-clipped"
200,70,20,52,
201,70,19,3,
202,70,24,7,"delta smelt returned in formalin to CDFG, Stockton."
203,71,12,1,
204,72,32,2,"both steelhead ad-clipped."
205,72,20,1,
206,73,32,4,"all steelhead ad-clipped"
207,73,24,2,"both delta smelt returned in formalin to CDFG, Stockton."
208,74,24,1,"delta smelt returned in formalin to CDFG, Stockton.  Delta smelt was removed from net; showed no sign of rigormortis; very fresh."
209,74,12,1,
210,74,20,1,
211,7,19,1,
212,7,20,11220,
213,7,33,1,
214,75,29,1,"delta smelt returned to CDFG, Stockton on ice"
215,75,12,1,
216,75,20,10,
217,75,33,2,
218,75,24,2,
219,76,33,1,
220,76,12,11,
221,76,20,9,
222,77,20,1,
223,77,12,1,
224,78,12,1,
225,79,12,3,
226,79,24,5,"delta smelt returned to CDFG, Stockton on ice"
227,80,20,1,
228,81,12,5,
229,81,20,1,
230,82,12,3,
231,83,9,2,"60mm ad+ (fall run);   65mm ad-clipped (spring run), returned to USFWS, Stockton on ice."
232,84,20,7,
233,84,12,2,
234,84,24,2,"delta smelt returned to CDFG, Stockton on ice"
235,85,20,1,
236,85,24,2,"delta smelt returned to CDFG, Stockton on ice"
237,86,0,0,
238,87,9,1,"ad-clipped;  chinook salmon returned to USFWS, Stockton on ice."
239,88,9,7,"all chinook salmon ad-clipped except 45mm, ad+    45mm salmon was mortality."
240,88,12,1,
241,88,20,2,
242,88,24,2,"delta smelt returned to CDFG, Stockton on ice"
243,89,8,2,
244,89,24,1,"delta smelt returned to CDFG, Stockton preserved in formalin"
245,90,9,1,"ad-clipped  Chinook salmon returned to USFWS, Stockton"
246,91,24,1,"delta smelt returned to CDFG, Stockton preserved in formalin"
247,92,33,1,
248,92,23,2,
249,93,19,1,
250,93,12,1,
251,94,25,1,
252,94,33,1,
253,94,20,1,
254,94,12,1,
255,94,23,2,
256,94,22,1,
257,95,29,1,
258,95,19,9,
259,95,12,3,
260,95,24,4,"delta smelt returned to CDFG, Stockton preserved in formalin"
261,95,20,3,
262,95,23,1,
263,95,22,1,
264,96,29,1,
265,96,19,2,
266,96,20,11,
267,96,9,1,"ad+ (fall run) Chinook salmon released"
268,96,38,2,
269,96,12,5,
270,96,24,103,"delta smelt returned to CDFG, Stockton preserved in formalin"
271,97,29,2,
272,97,25,1,
273,97,9,1,"ad-clipped (fall run) Chinook salmon returned to USFWS, Stockton"
274,97,38,2,
275,97,33,1,
276,97,20,25,
277,97,19,2,
278,97,12,8,
279,97,23,2,
280,97,24,6,"delta smelt returned to CDFG, Stockton preserved in formalin"
281,98,32,2,"both steelhead ad-clipped"
282,98,25,3,
283,98,20,1,
284,98,9,1,"ad+ (fall run) Chinook salmon released alive"
285,98,23,1,
286,98,24,8,"delta smelt returned to CDFG, Stockton preserved in formalin"
287,98,63,1,
288,99,9,2,"122mm Chinook salmon ad-clipped and returned to USFWS, Stockton on ice.   50mm ad+ released alive."
289,99,12,1,
290,99,20,3,
291,99,24,26,"delta smelt returned to CDFG, Stockton preserved in formalin"
292,100,32,1,"ad-clipped steelhead"
293,100,19,1,
294,100,12,1,
295,100,24,2,"delta smelt returned to CDFG, Stockton preserved in formalin"
296,101,24,41,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
297,101,9,1,"ad+ (winter run) Chinook salmon released alive"
298,101,20,5,
299,101,12,2,
300,101,25,2,
301,102,9,1,"ad+ (winter run) Chinook salmon released alive"
302,102,20,5,
303,102,12,1,
304,102,24,4,"delta smelt preserved in BOD Bay buffered formalin and returned to CDFG, Stockton.  One smelt lost before being processed."
305,103,32,2,"both steelhead ad-clipped"
306,103,24,5,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
307,103,25,7,
308,103,20,3,
309,104,32,2,"both steelhead ad-"
310,104,24,14,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
311,104,25,6,
312,104,9,1,"ad-clipped Chinook salmon returned to USFWS, Stockton"
313,105,9,1,"ad+ Chinook salmon (winter run) released alive"
314,105,20,1,
315,105,24,1,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
316,106,0,0,
317,107,32,2,"both ad-clipped steelhead released alive"
318,108,9,1,"ad-clipped Chinook salmon returned to USFWS, Stockton"
319,108,38,1,
320,108,20,1,
321,108,24,7,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
322,109,19,2,
323,110,29,1,"splittail released alive"
324,110,25,1,
325,111,20,1,
326,112,12,1,
327,112,20,3,
328,112,19,1,
329,112,24,1,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
330,113,20,1,
331,113,24,2,"delta smelt preserved in BOD Bay buffered formalin solution and returned to CDFG, Stockton"
332,57,38,2,
333,57,12,13,
334,114,19,2,
335,115,20,1,
336,115,24,13,
337,116,0,,
338,117,0,,
339,118,20,1,
340,118,24,1,
341,119,12,18,
342,119,24,3,
343,120,12,1,
344,120,20,28,
345,121,0,-1,
346,122,24,2,
347,123,24,2,
348,124,12,1,
349,125,9,1,"chinook: ad-, not reported"
350,126,20,1,
351,127,0,0,
352,128,32,2,
353,128,20,1,
354,128,9,1,"chinook: ad+, reported, spring-run."
355,129,24,3,
356,129,32,2,"lost one steelhead before measured; both ad+ (reported)."
357,130,32,1,
358,130,20,1,
359,131,19,1,
360,131,24,3,
361,132,0,-1,
362,133,0,-1,
363,134,20,1,
364,134,19,1,
365,134,24,1,
366,135,9,6,"chinook: all ad+; 1 reported as winter-run (120mm)."
367,135,12,1,
368,135,19,1,
369,135,24,2,
370,136,19,1,
371,136,20,1,
372,136,24,4,
373,137,32,3,
374,137,9,1,"chinook: ad+, reported as spring-run."
375,137,20,103,
376,137,12,5,
377,137,19,3,
378,137,24,73,
379,137,63,1,
380,138,32,3,
381,138,9,3,"all salmonids ad-clipped, non reported."
382,138,20,35,
383,138,12,2,
384,138,24,49,
385,139,32,2,"1 steelhead ad+, reported."
386,139,20,3,
387,139,9,1,
388,139,24,3,
389,140,9,4,"all chinook ad+, non reported (fall-run)."
390,141,32,2,"both steelhead ad+, reported."
391,142,9,1,
392,143,19,2,
393,143,25,2,
394,143,24,10,
395,144,19,1,
396,144,25,1,
397,144,24,1,
398,145,33,1,
399,145,19,1,
400,145,20,1,
401,145,24,1,
402,146,19,2,
403,146,20,1,
404,146,33,1,
405,146,25,9,
406,147,42,1,
407,147,30,1,
408,147,34,1,
409,147,19,1,
410,147,25,17,
411,147,33,2,
412,114,25,33,
413,148,19,1,
414,148,25,9,
415,149,9,1,"chinook: ad+, reported as winter-run & mortality"
416,149,25,5,
417,149,24,14,
418,150,19,2,
419,150,29,1,
420,150,3,1,
421,150,12,2,
422,150,38,4,
423,150,95,1,
424,150,25,13,
425,150,24,39,
426,151,20,8,
427,151,12,2,
428,151,38,2,
429,151,24,5,
430,152,9,1,
431,152,20,4,
432,152,38,2,
433,152,24,3,
434,153,19,1,
435,153,9,1,"chinook: ad+, reported as winter-run."
436,153,12,1,
437,153,24,81,
438,154,9,1,"chinook:  ad+, reported as winter-run."
439,154,19,3,
440,154,20,10,
441,154,24,93,
442,155,19,6,
443,155,20,4,
444,155,12,1,
445,155,24,57,
446,156,24,1,
447,156,12,40,
448,156,32,1,
449,156,20,135,
450,156,19,4,
451,156,29,2,
452,156,38,1,
453,157,19,10,
454,157,29,1,
455,157,9,2,"chinook: (75mm) ad+, reported as spring-run."
456,157,20,31,
457,157,12,31,
458,157,38,3,
459,157,25,1,
460,157,24,8,
461,158,19,6,
462,158,38,3,
463,158,12,5,
464,158,24,8,
465,159,19,7,
466,159,25,4,
467,159,24,6,
468,160,38,1,
469,161,9,1,"reported as spring-run & mortality"
470,161,12,1,
471,162,0,0,
472,163,0,-1,
473,164,12,1,
474,165,9,2,"both chinook ad+, reported."
475,165,12,3,
476,166,12,21,
477,167,0,0,
478,168,9,1,
479,168,12,1,
480,169,0,0,
481,170,12,16,
482,171,12,7,
483,171,24,2,
484,172,32,3,
485,172,9,13,"2 reported as spring-run (89 and 79mm)."
486,172,65,1,
487,172,63,1,
488,172,24,8,
489,173,9,3,"all ad+, reported"
490,173,20,1,
491,173,24,2,
492,174,63,1,
493,174,9,24,"reported 14 spring-run and 2 winter-run"
494,174,24,5,
495,175,9,26,"reported 1 winter-run and 11 spring run"
496,175,63,1,
497,175,24,2,
498,176,32,3,
499,176,20,40,
500,176,19,3,
501,176,9,7,"reported 5 spring-run chinook."
502,176,12,56,
503,176,24,76,
504,177,61,1,
505,177,9,4,"2 chinook ad+ (86 & 78mm) reported as spring-run."
506,177,12,4,
507,177,24,73,
508,178,9,3,"2 chinook ad+ (71 & 68mm) reported as spring-run."
509,178,24,34,
510,179,9,10,"all ad+ except for 82mm; reported 9 spring-run chinook."
511,179,24,12,
512,180,32,2,
513,180,20,1,
514,180,9,2,"both chinook ad+, reported as spring-run."
515,180,12,1,
516,180,38,1,
517,180,24,51,
518,181,32,1,
519,181,9,7,"reported 1 winter-run (108mm) and 4 spring-run."
520,181,24,19,
521,182,32,1,"ad+, reported and released alive."
522,182,9,9,"All chinook ad+ except 69mm and 98mm; reported 7 spring run,"
523,182,19,1,
524,182,24,3,
525,183,9,5,"All chinook ad+ except for 86mm.  Reported 1 winter-run (111) and 3 spring-run."
526,183,24,4,
527,184,24,2,
528,185,9,1,"chinook ad+; reported as winter-run."
529,186,0,-1,
530,187,32,1,
531,187,9,5,"3 spring-run chinook reported (88, 91, 90),"
532,187,24,12,
533,188,32,1,"steelhead ad+, reported."
534,188,9,3,"all chinook ad+, reported 3 spring-run."
535,189,24,4,
536,189,9,4,"all chinook ad+ except for 104mm.  Reported 3 spring-run."
537,189,32,1,
538,189,16,1,
539,190,19,1,
540,190,9,1,"chinook ad+, reported as spring-run."
541,190,16,17,
542,191,19,3,
543,191,25,1,
544,191,16,3,
545,192,19,1,
546,192,20,28,
547,192,12,23,
548,192,9,2,"both chinook ad+, reported as spring-run."
549,192,38,5,
550,192,24,21,
551,193,19,2,
552,193,29,3,
553,193,20,5,
554,193,12,31,
555,193,38,5,
556,193,24,8,
557,194,29,1,
558,194,19,1,
559,194,12,7,
560,194,25,1,
561,194,38,2,
562,194,24,3,
563,195,12,1,
564,195,24,7,
565,196,9,6,"3 chinook ad+ (110, 76, & 82mm) - reported as spring-run."
566,196,19,2,
567,196,16,1,
568,196,24,12,
569,197,19,3,
570,197,9,18,"All chinook ad+ except for 76mm.  Reported 15 spring-run and 2 winter-run."
571,197,24,6,
572,198,19,4,
573,198,24,7,
574,199,20,5,
575,199,9,10,"All chinook ad+; rreported 4 spring-run."
576,199,12,11,
577,199,24,18,
578,200,20,3,
579,200,12,9,
580,200,9,3,
581,200,24,35,
582,201,9,3,
583,201,19,1,
584,201,20,1,
585,201,12,9,
586,201,34,2,
587,201,24,49,
588,202,9,2,"both chinook ad+; reported 88mm as spring-run."
589,202,12,7,
590,202,24,1,
591,203,9,1,"chinook ad+; reported as spring-run."
592,203,12,4,
593,203,24,12,
594,204,12,12,
595,204,20,1,
596,204,24,22,
597,205,9,1,
598,205,32,1,
599,205,24,5,
600,206,9,3,"all chinook ad+; reported 3 spring-run."
601,206,24,2,
602,207,9,3,"all chinook ad+; reported 3 spring-run."
603,207,24,4,
604,208,9,2,"both chinook ad+; reported 1 spring-run (82mm)."
605,208,24,7,
606,209,12,9,
607,209,38,2,
608,209,29,3,
609,209,24,1,
610,209,25,2,
611,210,29,3,
612,210,5,1,
613,210,63,1,
614,210,12,13,
615,210,38,2,
616,210,95,1,
617,210,20,1,
618,210,24,2,
619,211,12,1,
620,211,33,1,
621,212,9,2,"chinook: both ad+"
622,212,24,1,
623,213,9,3,"all chinook ad+"
624,213,32,1,"steelhead, ad clipped, not reported"
625,214,9,20,"chinook: 16 ad+, 4 ad-"
626,215,9,52,"chinook: 50 ad+, 2 ad-"
627,216,9,26,"chinook: 23 ad+, 3 ad-"
628,217,16,5,
629,217,24,1,
630,218,16,30,
631,218,38,1,
632,219,16,14,
633,220,9,8,"chinook: 7 ad+, 1 ad-"
634,220,16,24,
635,221,9,1,"chinook ad+"
636,221,16,1,
637,222,9,1,"chinook ad+"
638,222,34,1,
639,223,9,1,"chinook ad+"
640,224,9,3,"all chinook ad+"
641,224,12,1,
642,224,24,1,
643,225,63,1,
644,225,9,1,"chinook ad+, fall-run, not reported"
645,225,24,1,
646,226,9,21,"all chinook ad+"
647,227,9,30,"all chinook ad+"
648,227,24,2,
649,228,20,26,
650,228,12,15,
651,228,24,7,
652,228,9,3,"all chinook ad+"
653,229,9,19,"all chinook ad+"
654,230,9,42,"all chinook ad+"
655,230,24,6,
656,231,32,1,"steelhead ad-"
657,231,9,13,"all chinook ad+"
658,231,24,4,
659,232,9,14,"12 chinook ad+, 2 ad-"
660,232,19,1,
661,232,20,1,
662,232,24,15,
663,233,9,1,"chinook ad+"
664,234,9,2,"both chinook ad+"
665,235,12,4,
666,236,9,1,"chinook ad+"
667,237,9,2,"both chinook ad+"
668,237,12,5,
669,237,20,1,
670,238,12,10,
671,239,9,4,"all chinook ad+"
672,240,9,29,"all chinook ad+"
673,241,65,2,
674,241,9,854,"all chinook ad+; first 270 measured, and the rest were plus counted (but not subsampled - 854 is actual count).  Most likely these salmon were from a recent release from the Mokelumne River Fish Hatchery."
675,245,9,1,"chinook ad+"
676,246,32,2,"both steelhead ad+"
677,246,9,47,"all chinook ad+"
678,246,24,5,
679,247,7,1,
680,247,38,1,
681,248,29,2,
682,248,12,1,
683,248,33,1,
684,248,38,2,
685,249,30,1,
686,249,38,2,
687,249,12,1,
688,249,16,2,
689,250,33,8,
690,250,29,6,
691,250,25,1,
692,250,9,1,"chinook ad+"
695,251,9,1,"ad+, fall-run, not reported"
696,251,12,10,
697,251,20,11,
698,251,24,10,
699,252,9,2,"1 ad+ fall-run, not reported"
700,252,20,14,
701,252,12,32,
702,252,93,2,
703,252,24,180,
704,253,20,3,
705,253,12,14,
706,253,9,2,"both chinook ad+, fall-run, not reported"
707,253,93,1,
708,253,24,117,
709,254,12,32,
710,254,20,320,
711,254,9,1,"ad+, fall-run, not reported"
712,254,24,11,
713,255,20,31,
714,255,12,15,
715,255,24,1,
716,256,20,78,
717,256,12,21,
718,256,24,26,
719,257,32,1,"steelhead, ad+; reported to IEP"
720,257,9,6,"all salmonids ad+; fall-run; not reported; 2 mortalities"
721,258,0,0,
722,259,32,1,"ad+, reported to IEP"
723,260,4,1,
724,261,9,2,"both salmonids ad+; fall-run; not reported"
725,262,5,1,
726,263,19,6,
727,263,9,3,"all chinook ad+; fall-run; not reported"
728,264,9,4,"all chinook ad+; fall-run; not reported"
729,265,0,0,
730,266,9,2,"85mm chinook ad+; 94mm ad-; both Fall-run - not reported"
731,267,0,0,
732,268,9,1,"chinnok ad+, fall-run - not reported"
733,269,24,1,
734,270,9,2,"both chinook ad+; fall-run - not reported"
735,271,9,5,"all chinook ad+; fall-run - not reported"
736,271,24,1,
737,272,9,7,"all chinook ad+, fall-run - not reported"
738,273,32,1,"ad+, reported to IEP"
739,273,9,18,"all chinook ad+, fall-run - not reported"
740,274,29,1,
741,274,9,20,"all chinook ad+; all fall-run except one (102mm) - reported to IEP"
742,275,9,11,"all chinook ad+; fall-run - not reported"
743,276,0,-1,
744,277,20,1,
745,277,12,9,
746,277,9,13,"all chinook ad+ and fall-run - none reported"
747,277,24,17,
748,278,9,12,"all chinook ad+ and fall-run - none reported"
749,278,24,3,
750,279,24,1,
751,279,9,13,"all chinook ad+ and fall-run - none reported"
752,280,9,6,"all chinook ad+, fall-run - none reported"
753,280,24,1,
754,281,9,8,"all chinook ad+, except one (84mm); all fall-run - none reported."
755,281,24,1,
756,282,32,1,"ad-, not reported"
757,282,9,6,"all chinook ad+, all fall-run except one spring-run (107) reported to IEP"
758,283,12,1,
759,283,9,15,"all chinook ad+, fall-run - none to report"
760,284,9,1,"chinook ad+, fall-run - not reported"
761,285,9,14,"one spring-run ad+ chinook reported (104mm)"
762,285,24,1,
763,286,31,6,
764,286,33,6,
765,286,30,3,
766,287,24,2,
767,287,12,1,
768,287,9,4,"1 spring run ad+ chinook to report (100mm)."
769,288,9,11,"all chinook ad+, 2 spring-run to report"
770,289,38,1,
771,289,9,8,"all chinook ad+, fall-run - none to report"
772,289,24,4,
773,290,24,1,
774,290,9,5,"all chinook ad+, fall-run - none to report"
775,291,20,1,
776,291,12,1,
777,291,16,1,
778,291,9,6,"all chinook ad+, fall-run - none to report.  1 mortality"
779,292,29,5,
780,292,35,1,
781,292,95,1,
782,292,31,1,
783,292,40,1,
784,293,29,1,
785,293,97,1,
786,293,95,2,
787,294,31,1,
788,294,16,1,
789,294,42,1,
790,294,29,1,
791,294,9,1,"chinook ad+, fall-run - not reported"
792,295,16,4,
793,295,9,3,"all chinook ad+; fall-run 0- none reported"
794,249,10,1,
795,296,24,24,
796,296,19,6,
797,296,9,2,"ad-; salmon returned to USFWS, on ice"
798,297,20,5,
799,298,0,-1,
800,299,24,2,
801,299,20,9,
802,299,12,11,
803,299,9,1,"ad -;  Salmon released alive"
804,300,24,17,
805,300,20,14,
806,300,12,1,
807,301,20,31,
808,302,20,220,
809,302,12,5,
810,303,24,4,
811,303,20,7,
812,303,9,1,"ad-' salmon released alive"
813,304,24,3,
814,304,20,35,
815,305,20,15,
816,305,25,1,
817,305,9,2,"ad-"
818,306,24,2,
819,306,20,115,
820,306,9,2,"salmon 171 ad-;  41 ad+ (mort)"
821,306,63,3,
822,306,38,1,
823,306,95,1,
824,307,24,1,
825,307,20,5,
826,307,9,4,"all salmon released alive;  all ad-"
827,308,20,1,
828,308,9,2,"salmon ad-"
829,309,9,1,"ad+, released alive"
830,310,20,8,
831,310,52,1,"ID verified in the lab"
832,310,9,2,"salmon 135 ad+;  157 ad-; both released alive"
833,311,19,1,
834,311,9,1,"salmon ad-, released alive"
835,312,24,1,
836,312,25,1,
837,312,9,1,"ad-, released alive"
838,313,20,1,
839,313,9,2,"both salmon ad-, released alive"
840,314,20,2,
841,314,19,3,
842,314,12,2,
843,315,24,11,
844,315,20,5,
845,315,19,1,
846,316,20,1,
847,316,19,3,
848,316,12,1,
849,316,32,1,"ad +, released alive"
850,317,24,40,
851,317,20,5,
852,317,19,2,
853,318,12,1,
854,318,9,2,"both salmon ad-clipped, returned to USFWS on ice."
855,319,9,1,"salmon ad-,  returned to USFWS"
856,319,19,1,
857,319,65,1,
858,320,9,2,"both salmon ad+, released alive"
859,320,24,1,
860,320,20,6,
861,320,65,1,
862,320,63,1,
863,321,19,47,
864,322,20,22,
865,323,0,-1,
866,324,20,76,
867,324,9,3,"all salmon ad clipped, returned to USFWS"
868,324,19,7,
869,324,29,1,
870,324,38,1,
871,324,24,1,
872,325,29,1,
873,325,12,2,
874,325,19,66,
875,325,20,83,
876,325,24,248,
877,326,20,7,
878,326,19,57,
879,326,12,2,
880,326,24,15,
881,327,20,1,
882,327,19,7,
883,327,25,1,
884,328,19,3,
885,328,9,1,"salmon ad-clipped"
886,328,13,2,
887,329,20,1,
888,329,19,9,
889,329,25,4,
890,330,19,1,
891,330,25,2,
892,331,19,1,
893,331,25,1,"longfin decapitated, no length measurement"
894,331,33,4,
895,332,24,1,
896,332,20,1,
897,332,19,5,
898,332,25,4,
899,332,9,1,"salmon ad clipped, returned to USFWS"
900,333,20,1,
901,333,19,4,
902,333,12,1,
903,333,25,1,
904,334,19,2,
905,334,12,2,
906,334,24,7,
907,296,20,7,
908,330,24,1,
909,335,12,7,
910,336,24,12,
911,336,20,6,
912,336,12,1,
913,337,24,15,
914,337,20,4,
915,337,19,1,
916,337,12,1,
917,337,32,1,"ad-; released alive"
918,338,24,15,
919,338,19,1,
920,338,12,1,
921,339,24,2,
922,339,20,6,
923,340,24,7,
924,340,20,1,
925,340,12,1,
926,340,9,1,"AD-; brought back on ice for USFWS"
927,341,24,9,
928,341,20,12,
929,341,19,1,
930,342,24,13,
931,342,20,1,
932,342,12,8,
933,343,24,6,
934,343,20,10,
935,343,12,4,
936,344,24,254,"100 smelt processed in the field.  Brought back 1 gallon jug of delta smelt (half of the sample) and 2 bags (the remainder of the subsample) from this station to be processed in the lab.     (Jar + 100 processed in the field + 2 bags = whole sample.)"
937,344,20,139,
938,344,19,8,
939,344,12,8,
940,344,29,1,
941,344,38,1,
942,345,24,18,
943,345,20,30,
944,345,19,6,
945,345,12,6,
946,346,24,13,
947,346,20,30,
948,346,19,11,
949,346,12,12,
950,346,38,1,
951,347,24,266,"All delta smelt were brought back in formalin for processing in the lab.  Record #266: fish missing head, not measurable."
952,347,20,86,
953,347,19,93,
954,347,12,6,
955,347,25,18,
956,347,29,5,
958,348,24,1,
959,348,20,9,
960,348,19,1,
961,348,12,4,
962,348,32,4,"Steelhead 223 ad+, 250 ad+, 249 ad-, 250 ad-"
963,349,24,1,
964,349,20,8,
965,349,12,3,
966,350,20,4,
967,350,9,3,"All Salmon ad-"
968,350,32,1,"ad+"
969,352,32,2,"All Steelheads ad-"
970,354,24,28,
971,354,19,4,
972,357,32,1,"ad+"
973,358,32,1,"ad-"
974,358,24,1,
975,360,20,199,
976,360,12,3,
977,361,24,1,
978,361,9,1,"ad+"
979,362,24,2,
980,362,20,1,
981,362,9,1,"ad+"
982,362,32,2,"Steelhead 192 ad+, 220 ad-"
983,362,29,1,
984,363,24,10,
985,363,19,1,
986,363,32,4,"Ad-"
987,364,24,12,"Unmeasured fish was headless."
988,364,20,2,
989,364,19,5,
990,365,24,14,
991,365,20,1,
992,365,19,9,
993,365,32,2,"Ad-"
994,366,24,51,
995,366,20,7,
996,366,19,13,
997,366,12,1,
998,366,29,1,
999,367,24,2,
1000,367,19,3,
1001,367,32,3,"Ad-"
1002,368,24,1,
1003,368,19,1,
1004,369,20,1,
1005,369,19,5,
1006,369,24,5,
1007,370,19,20,
1008,371,24,1,
1009,371,20,1,
1010,371,19,2,
1011,371,25,4,
1012,372,19,1,
1013,373,19,2,
1014,373,33,4,
1015,374,24,1,
1016,374,19,14,
1017,375,20,7,
1018,375,19,1,
1019,375,12,1,
1020,375,29,3,
1026,377,24,105,"*Foamy Material (see data sheet for marked delta smelt)"
1027,377,20,128,
1028,377,19,83,
1029,377,12,9,
1030,377,38,1,
1031,377,25,1,
1032,377,32,2,"Steelhead 205 ad-, 157 ad+"
1033,377,29,2,
