"LengthRowID","CatchRowID","FishID1","FishID2","ForkLength","Volume","Sex","ReproductiveStage","X2nd.Stage","AdFinPresent","ReleasedAlive"
70,9,NA,NA,96,NA,NA,NA,NA,FALSE,FALSE
71,9,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
72,9,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
73,9,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
74,9,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
75,9,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
76,9,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
77,10,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE
78,11,NA,NA,68,NA,2,3,NA,FALSE,FALSE
79,11,NA,NA,70,NA,2,3,NA,FALSE,FALSE
80,11,NA,NA,58,NA,1,2,NA,FALSE,FALSE
81,11,NA,NA,60,NA,2,3,NA,FALSE,FALSE
82,12,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
83,12,NA,NA,91,NA,NA,NA,NA,FALSE,FALSE
84,12,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
85,12,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
86,12,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
87,12,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
88,12,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
89,12,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
181,16,NA,NA,95,NA,NA,NA,NA,FALSE,FALSE
182,16,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE
183,16,NA,NA,142,NA,NA,NA,NA,FALSE,FALSE
184,16,NA,NA,133,NA,NA,NA,NA,FALSE,FALSE
185,16,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE
186,16,NA,NA,119,NA,NA,NA,NA,FALSE,FALSE
187,16,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
188,16,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
189,16,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE
190,16,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
191,16,NA,NA,61,NA,NA,NA,NA,FALSE,FALSE
192,16,NA,NA,98,NA,NA,NA,NA,FALSE,FALSE
193,16,NA,NA,99,NA,NA,NA,NA,FALSE,FALSE
194,16,NA,NA,98,NA,NA,NA,NA,FALSE,FALSE
195,16,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
196,17,NA,NA,67,NA,1,4,NA,FALSE,FALSE
197,17,NA,NA,66,NA,1,4,NA,FALSE,FALSE
198,17,NA,NA,60,NA,1,4,NA,FALSE,FALSE
199,18,NA,NA,240,NA,NA,NA,NA,FALSE,FALSE
205,19,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
206,19,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE
207,20,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
208,20,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE
209,20,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
210,20,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
211,20,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE
212,20,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
213,20,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
214,20,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
215,20,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE
216,20,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
217,20,NA,NA,56,NA,NA,NA,NA,FALSE,FALSE
218,21,NA,NA,69,NA,2,3,NA,FALSE,FALSE
219,21,NA,NA,61,NA,1,3,NA,FALSE,FALSE
220,22,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE
221,22,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
222,22,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
223,22,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE
224,23,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
225,23,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE
226,23,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE
227,23,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
228,23,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
229,23,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
230,23,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
231,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
232,23,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE
233,23,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE
234,23,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
235,23,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
236,23,NA,NA,113,NA,NA,NA,NA,FALSE,FALSE
237,23,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE
238,23,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE
239,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
240,23,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE
241,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
242,23,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
243,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
244,23,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
245,23,NA,NA,102,NA,NA,NA,NA,FALSE,FALSE
246,23,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
247,23,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
248,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
249,23,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
250,23,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
251,23,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE
252,23,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
253,23,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
254,23,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE
255,23,NA,NA,57,NA,NA,NA,NA,FALSE,FALSE
256,23,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
257,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
258,23,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
259,23,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE
260,23,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE
261,23,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
262,23,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
263,23,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
264,23,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
265,23,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
266,23,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
267,23,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
268,23,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
269,23,NA,NA,93,NA,NA,NA,NA,FALSE,FALSE
270,23,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
271,23,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
272,23,NA,NA,59,NA,NA,NA,NA,FALSE,FALSE
273,23,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
274,24,NA,NA,65,NA,1,4,NA,FALSE,FALSE
275,24,NA,NA,69,NA,2,3,NA,FALSE,FALSE
276,24,NA,NA,61,NA,0,0,NA,FALSE,FALSE
405,26,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
406,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
407,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
408,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
409,26,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
410,26,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
411,26,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
412,26,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
413,26,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
414,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
415,26,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
416,26,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
417,26,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
418,26,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE
419,26,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
420,26,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
421,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
422,26,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE
423,26,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
424,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
425,26,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
426,26,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
427,26,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
428,26,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE
429,26,NA,NA,85,NA,NA,NA,NA,FALSE,FALSE
430,26,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
431,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
432,26,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
433,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
434,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
435,26,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE
436,26,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
437,26,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
438,26,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
439,26,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
440,26,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE
441,26,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
442,26,NA,NA,62,NA,NA,NA,NA,FALSE,FALSE
443,26,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
444,26,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
445,26,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE
446,26,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
447,26,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
448,26,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
449,26,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
450,26,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
451,26,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
452,26,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
453,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
454,26,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
455,27,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
456,27,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
457,28,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE
458,28,NA,NA,102,NA,NA,NA,NA,FALSE,FALSE
459,29,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE
460,29,NA,NA,92,NA,NA,NA,NA,FALSE,FALSE
461,29,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
462,29,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
463,29,NA,NA,60,NA,NA,NA,NA,FALSE,FALSE
464,29,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE
465,29,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
466,29,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE
467,29,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
468,29,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
469,29,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
470,29,NA,NA,125,NA,NA,NA,NA,FALSE,FALSE
471,29,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
472,29,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
473,29,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
474,29,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
475,29,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
476,29,NA,NA,57,NA,NA,NA,NA,FALSE,FALSE
477,29,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
478,29,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
479,29,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE
480,29,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
481,29,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
482,29,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
483,29,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
484,29,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
485,29,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
486,29,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
487,29,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
488,29,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE
489,29,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
490,29,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE
491,29,NA,NA,92,NA,NA,NA,NA,FALSE,FALSE
492,29,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
493,29,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
494,29,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
495,29,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
496,29,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
497,29,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
498,29,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
499,29,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
500,29,NA,NA,146,NA,NA,NA,NA,FALSE,FALSE
501,29,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE
502,29,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
503,29,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
504,29,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
505,29,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
506,29,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
507,29,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE
508,29,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
509,30,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE
510,30,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE
511,30,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
512,30,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
513,30,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE
514,30,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE
515,31,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
516,31,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
517,31,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
518,31,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE
519,31,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
520,31,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
521,31,NA,NA,58,NA,NA,NA,NA,FALSE,FALSE
522,31,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
523,31,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE
524,31,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
525,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
526,31,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE
527,31,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
528,31,NA,NA,77,NA,NA,NA,NA,FALSE,FALSE
529,31,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
530,31,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
531,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
532,31,NA,NA,54,NA,NA,NA,NA,FALSE,FALSE
533,31,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
534,31,NA,NA,89,NA,NA,NA,NA,FALSE,FALSE
535,31,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
536,31,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE
537,31,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
538,31,NA,NA,88,NA,NA,NA,NA,FALSE,FALSE
539,31,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE
540,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
541,31,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
542,31,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE
543,31,NA,NA,87,NA,NA,NA,NA,FALSE,FALSE
544,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
545,31,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE
546,31,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
547,31,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
548,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
549,31,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
550,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
551,31,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
552,31,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
553,31,NA,NA,73,NA,NA,NA,NA,FALSE,FALSE
554,31,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
555,31,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
556,31,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
557,31,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
558,31,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
559,31,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
560,31,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
561,31,NA,NA,68,NA,NA,NA,NA,FALSE,FALSE
562,31,NA,NA,58,NA,NA,NA,NA,FALSE,FALSE
563,31,NA,NA,64,NA,NA,NA,NA,FALSE,FALSE
564,32,NA,NA,66,NA,1,4,NA,FALSE,FALSE
565,33,NA,NA,117,NA,NA,NA,NA,FALSE,FALSE
566,33,NA,NA,129,NA,NA,NA,NA,FALSE,FALSE
567,33,NA,NA,115,NA,NA,NA,NA,FALSE,FALSE
568,33,NA,NA,126,NA,NA,NA,NA,FALSE,FALSE
569,33,NA,NA,108,NA,NA,NA,NA,FALSE,FALSE
570,33,NA,NA,118,NA,NA,NA,NA,FALSE,FALSE
571,33,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
572,33,NA,NA,96,NA,NA,NA,NA,FALSE,FALSE
573,33,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
574,33,NA,NA,82,NA,NA,NA,NA,FALSE,FALSE
575,33,NA,NA,84,NA,NA,NA,NA,FALSE,FALSE
576,33,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
577,33,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
578,33,NA,NA,94,NA,NA,NA,NA,FALSE,FALSE
579,33,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
580,33,NA,NA,86,NA,NA,NA,NA,FALSE,FALSE
581,33,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE
582,33,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
583,33,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
584,33,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
585,33,NA,NA,110,NA,NA,NA,NA,FALSE,FALSE
586,33,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
587,33,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
588,33,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
589,34,NA,NA,60,NA,1,4,NA,FALSE,FALSE
590,35,NA,NA,66,NA,NA,NA,NA,FALSE,FALSE
591,36,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
592,37,NA,NA,119,NA,NA,NA,NA,FALSE,FALSE
593,37,NA,NA,98,NA,NA,NA,NA,FALSE,FALSE
594,37,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
595,37,NA,NA,61,NA,NA,NA,NA,FALSE,FALSE
596,37,NA,NA,78,NA,NA,NA,NA,FALSE,FALSE
597,37,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
598,37,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
599,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
600,37,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
601,37,NA,NA,63,NA,NA,NA,NA,FALSE,FALSE
602,37,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
603,37,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
604,37,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
605,37,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
606,37,NA,NA,79,NA,NA,NA,NA,FALSE,FALSE
607,37,NA,NA,62,NA,NA,NA,NA,FALSE,FALSE
608,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
609,37,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
610,37,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
611,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
612,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
613,37,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
614,37,NA,NA,65,NA,NA,NA,NA,FALSE,FALSE
615,37,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
616,37,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
617,37,NA,NA,67,NA,NA,NA,NA,FALSE,FALSE
618,37,NA,NA,69,NA,NA,NA,NA,FALSE,FALSE
619,37,NA,NA,90,NA,NA,NA,NA,FALSE,FALSE
620,37,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
621,37,NA,NA,74,NA,NA,NA,NA,FALSE,FALSE
622,37,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
623,37,NA,NA,76,NA,NA,NA,NA,FALSE,FALSE
624,37,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE
625,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
626,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
627,37,NA,NA,80,NA,NA,NA,NA,FALSE,FALSE
628,37,NA,NA,81,NA,NA,NA,NA,FALSE,FALSE
629,37,NA,NA,70,NA,NA,NA,NA,FALSE,FALSE
630,37,NA,NA,75,NA,NA,NA,NA,FALSE,FALSE
631,37,NA,NA,71,NA,NA,NA,NA,FALSE,FALSE
632,37,NA,NA,72,NA,NA,NA,NA,FALSE,FALSE
633,37,NA,NA,83,NA,NA,NA,NA,FALSE,FALSE
